[2460, 1800]
[paragraph, [154.0, 143.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 179.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 215.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 251.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 287.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 323.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 359.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 395.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 431.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 467.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 503.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 539.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 575.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 611.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 647.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 683.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 719.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 755.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 791.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 827.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 863.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 899.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 935.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 971.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 1007.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 1043.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 1079.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 1115.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 1151.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 1187.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 1223.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 1259.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 1295.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 1331.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 1367.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 1403.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 1439.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 1475.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 1511.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 1547.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 1583.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 1619.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 1655.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 1691.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 1727.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 1763.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 1799.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 1835.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 1871.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 1907.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 1943.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 1979.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 2015.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 2051.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 2087.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 2123.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 2159.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 2195.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [154.0, 2231.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [683.0, 146.0, 502.0, 36.0], shoonya_3sM29XGCZISACY, 5694623]
[paragraph, [683.0, 182.0, 502.0, 36.0], shoonya_3sM29XGCZISACY, 5694623]
[paragraph, [683.0, 218.0, 502.0, 36.0], shoonya_3sM29XGCZISACY, 5694623]
[paragraph, [683.0, 254.0, 502.0, 36.0], shoonya_3sM29XGCZISACY, 5694623]
[paragraph, [683.0, 290.0, 502.0, 36.0], shoonya_3sM29XGCZISACY, 5694623]
[paragraph, [683.0, 326.0, 502.0, 36.0], shoonya_3sM29XGCZISACY, 5694623]
[paragraph, [683.0, 362.0, 502.0, 36.0], shoonya_3sM29XGCZISACY, 5694623]
[paragraph, [683.0, 398.0, 502.0, 36.0], shoonya_3sM29XGCZISACY, 5694623]
