[2068, 1551]
[folio, [107.0, 48.0, 404.0, 36.0], JA9_rsGDig, 5712299]
[folio, [1324.0, 99.0, 185.0, 36.0], 8TPinZL7dZ, 5712299]
[headline, [72.0, 140.0, 810.0, 67.5], shoonya_9sBR5CXW2XNO9D, 5712299]
[author, [1296.0, 182.0, 200.0, 36.0], shoonya_14s0FNVH1EH6LP, 5712299]
[paragraph, [975.0, 237.0, 550.0, 36.0], r9CgHETZCP, 5712299]
[paragraph, [975.0, 273.0, 550.0, 36.0], r9CgHETZCP, 5712299]
[paragraph, [975.0, 309.0, 550.0, 36.0], r9CgHETZCP, 5712299]
[paragraph, [975.0, 345.0, 550.0, 36.0], r9CgHETZCP, 5712299]
[paragraph, [495.0, 269.0, 268.0, 36.0], shoonya_8sVS437VZT5O2O, 5712299]
[paragraph, [495.0, 305.0, 268.0, 36.0], shoonya_8sVS437VZT5O2O, 5712299]
[paragraph, [495.0, 341.0, 268.0, 36.0], shoonya_8sVS437VZT5O2O, 5712299]
[paragraph, [495.0, 377.0, 268.0, 36.0], shoonya_8sVS437VZT5O2O, 5712299]
[paragraph, [495.0, 413.0, 268.0, 36.0], shoonya_8sVS437VZT5O2O, 5712299]
[paragraph, [495.0, 449.0, 268.0, 36.0], shoonya_8sVS437VZT5O2O, 5712299]
[paragraph, [495.0, 485.0, 268.0, 36.0], shoonya_8sVS437VZT5O2O, 5712299]
[paragraph, [987.0, 385.0, 545.0, 36.0], d4tF3nOGVQ, 5712299]
[paragraph, [772.0, 452.0, 748.0, 36.0], VSB1I5p6IX, 5712299]
[paragraph, [772.0, 488.0, 748.0, 36.0], VSB1I5p6IX, 5712299]
[paragraph, [772.0, 524.0, 748.0, 36.0], VSB1I5p6IX, 5712299]
[paragraph, [772.0, 560.0, 748.0, 36.0], VSB1I5p6IX, 5712299]
[paragraph, [772.0, 596.0, 748.0, 36.0], VSB1I5p6IX, 5712299]
[paragraph, [772.0, 632.0, 748.0, 36.0], VSB1I5p6IX, 5712299]
[paragraph, [772.0, 668.0, 748.0, 36.0], VSB1I5p6IX, 5712299]
[paragraph, [772.0, 704.0, 748.0, 36.0], VSB1I5p6IX, 5712299]
[paragraph, [772.0, 740.0, 748.0, 36.0], VSB1I5p6IX, 5712299]
[paragraph, [772.0, 776.0, 748.0, 36.0], VSB1I5p6IX, 5712299]
[paragraph, [772.0, 812.0, 748.0, 36.0], VSB1I5p6IX, 5712299]
[paragraph, [772.0, 848.0, 748.0, 36.0], VSB1I5p6IX, 5712299]
[paragraph, [772.0, 884.0, 748.0, 36.0], VSB1I5p6IX, 5712299]
[paragraph, [772.0, 920.0, 748.0, 36.0], VSB1I5p6IX, 5712299]
[paragraph, [772.0, 956.0, 748.0, 36.0], VSB1I5p6IX, 5712299]
[paragraph, [772.0, 992.0, 748.0, 36.0], VSB1I5p6IX, 5712299]
[paragraph, [60.0, 534.0, 711.0, 36.0], FjUScv_IwD, 5712299]
[paragraph, [60.0, 570.0, 711.0, 36.0], FjUScv_IwD, 5712299]
[paragraph, [60.0, 606.0, 711.0, 36.0], FjUScv_IwD, 5712299]
[paragraph, [60.0, 642.0, 711.0, 36.0], FjUScv_IwD, 5712299]
[paragraph, [69.0, 739.0, 707.0, 36.0], shoonya_0sPTB7QDTIQHGR, 5712299]
[paragraph, [69.0, 775.0, 707.0, 36.0], shoonya_0sPTB7QDTIQHGR, 5712299]
[paragraph, [69.0, 811.0, 707.0, 36.0], shoonya_0sPTB7QDTIQHGR, 5712299]
[paragraph, [69.0, 847.0, 707.0, 36.0], shoonya_0sPTB7QDTIQHGR, 5712299]
[paragraph, [69.0, 883.0, 707.0, 36.0], shoonya_0sPTB7QDTIQHGR, 5712299]
[paragraph, [69.0, 919.0, 707.0, 36.0], shoonya_0sPTB7QDTIQHGR, 5712299]
[paragraph, [69.0, 955.0, 707.0, 36.0], shoonya_0sPTB7QDTIQHGR, 5712299]
[paragraph, [69.0, 991.0, 707.0, 36.0], shoonya_0sPTB7QDTIQHGR, 5712299]
[paragraph, [69.0, 1027.0, 707.0, 36.0], shoonya_0sPTB7QDTIQHGR, 5712299]
[paragraph, [69.0, 1063.0, 707.0, 36.0], shoonya_0sPTB7QDTIQHGR, 5712299]
[paragraph, [69.0, 1099.0, 707.0, 36.0], shoonya_0sPTB7QDTIQHGR, 5712299]
[paragraph, [69.0, 1135.0, 707.0, 36.0], shoonya_0sPTB7QDTIQHGR, 5712299]
[paragraph, [776.0, 1088.0, 469.0, 36.0], S7-tI02AgM, 5712299]
[paragraph, [776.0, 1124.0, 469.0, 36.0], S7-tI02AgM, 5712299]
[paragraph, [776.0, 1160.0, 469.0, 36.0], S7-tI02AgM, 5712299]
[paragraph, [776.0, 1196.0, 469.0, 36.0], S7-tI02AgM, 5712299]
[paragraph, [776.0, 1232.0, 469.0, 36.0], S7-tI02AgM, 5712299]
[paragraph, [776.0, 1268.0, 469.0, 36.0], S7-tI02AgM, 5712299]
[paragraph, [294.0, 1201.0, 478.0, 36.0], CUNR-KunG_, 5712299]
[paragraph, [294.0, 1237.0, 478.0, 36.0], CUNR-KunG_, 5712299]
[paragraph, [294.0, 1273.0, 478.0, 36.0], CUNR-KunG_, 5712299]
[paragraph, [294.0, 1309.0, 478.0, 36.0], CUNR-KunG_, 5712299]
[paragraph, [294.0, 1345.0, 478.0, 36.0], CUNR-KunG_, 5712299]
[paragraph, [774.0, 1319.0, 748.0, 36.0], O36DxJrKOj, 5712299]
[paragraph, [774.0, 1355.0, 748.0, 36.0], O36DxJrKOj, 5712299]
[paragraph, [774.0, 1391.0, 748.0, 36.0], O36DxJrKOj, 5712299]
[paragraph, [774.0, 1427.0, 748.0, 36.0], O36DxJrKOj, 5712299]
[paragraph, [774.0, 1463.0, 748.0, 36.0], O36DxJrKOj, 5712299]
[paragraph, [774.0, 1499.0, 748.0, 36.0], O36DxJrKOj, 5712299]
[paragraph, [774.0, 1535.0, 748.0, 36.0], O36DxJrKOj, 5712299]
[paragraph, [774.0, 1571.0, 748.0, 36.0], O36DxJrKOj, 5712299]
[paragraph, [774.0, 1607.0, 748.0, 36.0], O36DxJrKOj, 5712299]
[paragraph, [62.0, 1402.0, 714.0, 36.0], 23nXLgn6Xa, 5712299]
[paragraph, [62.0, 1438.0, 714.0, 36.0], 23nXLgn6Xa, 5712299]
[paragraph, [62.0, 1474.0, 714.0, 36.0], 23nXLgn6Xa, 5712299]
[paragraph, [62.0, 1510.0, 714.0, 36.0], 23nXLgn6Xa, 5712299]
[paragraph, [62.0, 1546.0, 714.0, 36.0], 23nXLgn6Xa, 5712299]
[paragraph, [62.0, 1582.0, 714.0, 36.0], 23nXLgn6Xa, 5712299]
[paragraph, [62.0, 1618.0, 714.0, 36.0], 23nXLgn6Xa, 5712299]
[paragraph, [62.0, 1654.0, 714.0, 36.0], 23nXLgn6Xa, 5712299]
[paragraph, [785.0, 1693.0, 722.0, 36.0], shoonya_2sX4O7UJWY4UFR, 5712299]
[paragraph, [785.0, 1729.0, 722.0, 36.0], shoonya_2sX4O7UJWY4UFR, 5712299]
[paragraph, [785.0, 1765.0, 722.0, 36.0], shoonya_2sX4O7UJWY4UFR, 5712299]
[paragraph, [785.0, 1801.0, 722.0, 36.0], shoonya_2sX4O7UJWY4UFR, 5712299]
[paragraph, [785.0, 1837.0, 722.0, 36.0], shoonya_2sX4O7UJWY4UFR, 5712299]
[paragraph, [785.0, 1873.0, 722.0, 36.0], shoonya_2sX4O7UJWY4UFR, 5712299]
[paragraph, [785.0, 1909.0, 722.0, 36.0], shoonya_2sX4O7UJWY4UFR, 5712299]
[paragraph, [785.0, 1945.0, 722.0, 36.0], shoonya_2sX4O7UJWY4UFR, 5712299]
[paragraph, [55.0, 1735.0, 718.0, 36.0], g_MxAYIaIn, 5712299]
[paragraph, [55.0, 1771.0, 718.0, 36.0], g_MxAYIaIn, 5712299]
[paragraph, [55.0, 1807.0, 718.0, 36.0], g_MxAYIaIn, 5712299]
[paragraph, [55.0, 1843.0, 718.0, 36.0], g_MxAYIaIn, 5712299]
[paragraph, [55.0, 1879.0, 718.0, 36.0], g_MxAYIaIn, 5712299]
[paragraph, [55.0, 1915.0, 718.0, 36.0], g_MxAYIaIn, 5712299]
