[792, 612]
[website-link, [235.0, 22.0, 140.0, 18.0], 8gJXNpRQ2_, 5749441]
[section-title, [206.0, 290.0, 186.0, 30.0], TNftkon07V, 5749441]
[sidebar, [70.0, 350.0, 107.0, 18.0], afl3cQbE9w, 5749441]
[sidebar, [70.0, 368.0, 107.0, 18.0], afl3cQbE9w, 5749441]
[sidebar, [70.0, 386.0, 107.0, 18.0], afl3cQbE9w, 5749441]
[sidebar, [70.0, 404.0, 107.0, 18.0], afl3cQbE9w, 5749441]
[sidebar, [70.0, 422.0, 107.0, 18.0], afl3cQbE9w, 5749441]
[sidebar, [70.0, 440.0, 107.0, 18.0], afl3cQbE9w, 5749441]
[sidebar, [70.0, 458.0, 107.0, 18.0], afl3cQbE9w, 5749441]
[sidebar, [70.0, 476.0, 107.0, 18.0], afl3cQbE9w, 5749441]
[sidebar, [70.0, 494.0, 107.0, 18.0], afl3cQbE9w, 5749441]
[sidebar, [70.0, 512.0, 107.0, 18.0], afl3cQbE9w, 5749441]
[sidebar, [70.0, 530.0, 107.0, 18.0], afl3cQbE9w, 5749441]
[sidebar, [70.0, 548.0, 107.0, 18.0], afl3cQbE9w, 5749441]
[paragraph, [188.0, 351.0, 366.0, 18.0], shoonya_0sIUUNOFZV6WIU, 5749441]
[paragraph, [188.0, 369.0, 366.0, 18.0], shoonya_0sIUUNOFZV6WIU, 5749441]
[paragraph, [188.0, 387.0, 366.0, 18.0], shoonya_0sIUUNOFZV6WIU, 5749441]
[paragraph, [188.0, 405.0, 366.0, 18.0], shoonya_0sIUUNOFZV6WIU, 5749441]
[paragraph, [188.0, 423.0, 366.0, 18.0], shoonya_0sIUUNOFZV6WIU, 5749441]
[paragraph, [188.0, 441.0, 366.0, 18.0], shoonya_0sIUUNOFZV6WIU, 5749441]
[paragraph, [188.0, 459.0, 366.0, 18.0], shoonya_0sIUUNOFZV6WIU, 5749441]
[paragraph, [188.0, 477.0, 366.0, 18.0], shoonya_0sIUUNOFZV6WIU, 5749441]
[paragraph, [188.0, 495.0, 366.0, 18.0], shoonya_0sIUUNOFZV6WIU, 5749441]
[paragraph, [188.0, 513.0, 366.0, 18.0], shoonya_0sIUUNOFZV6WIU, 5749441]
[paragraph, [188.0, 531.0, 366.0, 18.0], shoonya_0sIUUNOFZV6WIU, 5749441]
[paragraph, [188.0, 549.0, 366.0, 18.0], shoonya_0sIUUNOFZV6WIU, 5749441]
[paragraph, [188.0, 567.0, 366.0, 18.0], shoonya_0sIUUNOFZV6WIU, 5749441]
[paragraph, [188.0, 585.0, 366.0, 18.0], shoonya_0sIUUNOFZV6WIU, 5749441]
[paragraph, [189.0, 636.0, 365.0, 18.0], shoonya_3sR2QER7NCGPLY, 5749441]
[paragraph, [187.0, 668.0, 367.0, 18.0], shoonya_4sCZTPXK38OB9E, 5749441]
[paragraph, [187.0, 686.0, 367.0, 18.0], shoonya_4sCZTPXK38OB9E, 5749441]
[website-link, [237.0, 751.0, 138.0, 18.0], rf5Kx8jlj8, 5749441]
