[1787, 1218]
[chapter-title, [302.0, 306.0, 607.0, 58.5], Gx-ckvEjRO, 5651362]
[author, [887.0, 405.0, 223.0, 36.0], OtsBQMe6hF, 5651362]
[paragraph, [98.0, 495.0, 1030.0, 36.0], shoonya_1sQU34EHWE3GIO, 5651362]
[paragraph, [98.0, 531.0, 1030.0, 36.0], shoonya_1sQU34EHWE3GIO, 5651362]
[paragraph, [98.0, 567.0, 1030.0, 36.0], shoonya_1sQU34EHWE3GIO, 5651362]
[paragraph, [98.0, 603.0, 1030.0, 36.0], shoonya_1sQU34EHWE3GIO, 5651362]
[paragraph, [98.0, 639.0, 1030.0, 36.0], shoonya_1sQU34EHWE3GIO, 5651362]
[paragraph, [98.0, 675.0, 1030.0, 36.0], shoonya_1sQU34EHWE3GIO, 5651362]
[paragraph, [98.0, 711.0, 1030.0, 36.0], shoonya_1sQU34EHWE3GIO, 5651362]
[paragraph, [76.0, 770.0, 1056.0, 36.0], shoonya_0sOT2X7MGBW40T, 5651362]
[paragraph, [76.0, 806.0, 1056.0, 36.0], shoonya_0sOT2X7MGBW40T, 5651362]
[paragraph, [76.0, 842.0, 1056.0, 36.0], shoonya_0sOT2X7MGBW40T, 5651362]
[paragraph, [76.0, 878.0, 1056.0, 36.0], shoonya_0sOT2X7MGBW40T, 5651362]
[paragraph, [76.0, 914.0, 1056.0, 36.0], shoonya_0sOT2X7MGBW40T, 5651362]
[paragraph, [76.0, 950.0, 1056.0, 36.0], shoonya_0sOT2X7MGBW40T, 5651362]
[paragraph, [76.0, 986.0, 1056.0, 36.0], shoonya_0sOT2X7MGBW40T, 5651362]
[paragraph, [76.0, 1022.0, 1056.0, 36.0], shoonya_0sOT2X7MGBW40T, 5651362]
[paragraph, [76.0, 1058.0, 1056.0, 36.0], shoonya_0sOT2X7MGBW40T, 5651362]
[paragraph, [76.0, 1094.0, 1056.0, 36.0], shoonya_0sOT2X7MGBW40T, 5651362]
[paragraph, [76.0, 1130.0, 1056.0, 36.0], shoonya_0sOT2X7MGBW40T, 5651362]
[paragraph, [76.0, 1166.0, 1056.0, 36.0], shoonya_0sOT2X7MGBW40T, 5651362]
[paragraph, [76.0, 1202.0, 1056.0, 36.0], shoonya_0sOT2X7MGBW40T, 5651362]
[paragraph, [81.0, 1243.0, 1035.0, 36.0], shoonya_2s9XSPKP92SD20, 5651362]
[paragraph, [81.0, 1279.0, 1035.0, 36.0], shoonya_2s9XSPKP92SD20, 5651362]
[paragraph, [81.0, 1315.0, 1035.0, 36.0], shoonya_2s9XSPKP92SD20, 5651362]
[paragraph, [81.0, 1351.0, 1035.0, 36.0], shoonya_2s9XSPKP92SD20, 5651362]
[paragraph, [105.0, 1400.0, 1019.0, 36.0], n9h9xXNeWR, 5651362]
[paragraph, [105.0, 1436.0, 1019.0, 36.0], n9h9xXNeWR, 5651362]
[paragraph, [105.0, 1472.0, 1019.0, 36.0], n9h9xXNeWR, 5651362]
[paragraph, [105.0, 1508.0, 1019.0, 36.0], n9h9xXNeWR, 5651362]
[paragraph, [105.0, 1544.0, 1019.0, 36.0], n9h9xXNeWR, 5651362]
