[2339, 1653]
[paragraph, [236.0, 188.0, 1177.0, 36.0], shoonya_0sSNRPNKGTASC7, 5754246]
[paragraph, [236.0, 224.0, 1177.0, 36.0], shoonya_0sSNRPNKGTASC7, 5754246]
[paragraph, [236.0, 260.0, 1177.0, 36.0], shoonya_0sSNRPNKGTASC7, 5754246]
[paragraph, [236.0, 296.0, 1177.0, 36.0], shoonya_0sSNRPNKGTASC7, 5754246]
[paragraph, [236.0, 332.0, 1177.0, 36.0], shoonya_0sSNRPNKGTASC7, 5754246]
[paragraph, [236.0, 368.0, 1177.0, 36.0], shoonya_0sSNRPNKGTASC7, 5754246]
[paragraph, [236.0, 404.0, 1177.0, 36.0], shoonya_0sSNRPNKGTASC7, 5754246]
[paragraph, [236.0, 440.0, 1177.0, 36.0], shoonya_0sSNRPNKGTASC7, 5754246]
[paragraph, [236.0, 476.0, 1177.0, 36.0], shoonya_0sSNRPNKGTASC7, 5754246]
[paragraph, [236.0, 512.0, 1177.0, 36.0], shoonya_0sSNRPNKGTASC7, 5754246]
[paragraph, [236.0, 548.0, 1177.0, 36.0], shoonya_0sSNRPNKGTASC7, 5754246]
[paragraph, [236.0, 584.0, 1177.0, 36.0], shoonya_0sSNRPNKGTASC7, 5754246]
[paragraph, [236.0, 620.0, 1177.0, 36.0], shoonya_0sSNRPNKGTASC7, 5754246]
[paragraph, [236.0, 656.0, 1177.0, 36.0], shoonya_0sSNRPNKGTASC7, 5754246]
[paragraph, [236.0, 692.0, 1177.0, 36.0], shoonya_0sSNRPNKGTASC7, 5754246]
[paragraph, [236.0, 728.0, 1177.0, 36.0], shoonya_0sSNRPNKGTASC7, 5754246]
[paragraph, [236.0, 764.0, 1177.0, 36.0], shoonya_0sSNRPNKGTASC7, 5754246]
[paragraph, [236.0, 800.0, 1177.0, 36.0], shoonya_0sSNRPNKGTASC7, 5754246]
[paragraph, [236.0, 836.0, 1177.0, 36.0], shoonya_0sSNRPNKGTASC7, 5754246]
[paragraph, [743.0, 955.0, 671.0, 36.0], shoonya_1sVOHNK53XWTZ7, 5754246]
[paragraph, [743.0, 991.0, 671.0, 36.0], shoonya_1sVOHNK53XWTZ7, 5754246]
[paragraph, [743.0, 1027.0, 671.0, 36.0], shoonya_1sVOHNK53XWTZ7, 5754246]
[paragraph, [743.0, 1063.0, 671.0, 36.0], shoonya_1sVOHNK53XWTZ7, 5754246]
[paragraph, [743.0, 1099.0, 671.0, 36.0], shoonya_1sVOHNK53XWTZ7, 5754246]
[paragraph, [743.0, 1135.0, 671.0, 36.0], shoonya_1sVOHNK53XWTZ7, 5754246]
[paragraph, [743.0, 1171.0, 671.0, 36.0], shoonya_1sVOHNK53XWTZ7, 5754246]
[paragraph, [743.0, 1207.0, 671.0, 36.0], shoonya_1sVOHNK53XWTZ7, 5754246]
[paragraph, [743.0, 1243.0, 671.0, 36.0], shoonya_1sVOHNK53XWTZ7, 5754246]
[paragraph, [743.0, 1279.0, 671.0, 36.0], shoonya_1sVOHNK53XWTZ7, 5754246]
[paragraph, [743.0, 1315.0, 671.0, 36.0], shoonya_1sVOHNK53XWTZ7, 5754246]
[paragraph, [743.0, 1351.0, 671.0, 36.0], shoonya_1sVOHNK53XWTZ7, 5754246]
[paragraph, [743.0, 1387.0, 671.0, 36.0], shoonya_1sVOHNK53XWTZ7, 5754246]
[paragraph, [743.0, 1423.0, 671.0, 36.0], shoonya_1sVOHNK53XWTZ7, 5754246]
[paragraph, [743.0, 1459.0, 671.0, 36.0], shoonya_1sVOHNK53XWTZ7, 5754246]
[paragraph, [743.0, 1495.0, 671.0, 36.0], shoonya_1sVOHNK53XWTZ7, 5754246]
[paragraph, [743.0, 1531.0, 671.0, 36.0], shoonya_1sVOHNK53XWTZ7, 5754246]
[paragraph, [743.0, 1567.0, 671.0, 36.0], shoonya_1sVOHNK53XWTZ7, 5754246]
[paragraph, [743.0, 1603.0, 671.0, 36.0], shoonya_1sVOHNK53XWTZ7, 5754246]
[paragraph, [242.0, 1720.0, 1170.0, 36.0], shoonya_3s3CGTYLSC044N, 5754246]
[paragraph, [242.0, 1756.0, 1170.0, 36.0], shoonya_3s3CGTYLSC044N, 5754246]
[paragraph, [242.0, 1792.0, 1170.0, 36.0], shoonya_3s3CGTYLSC044N, 5754246]
[paragraph, [242.0, 1828.0, 1170.0, 36.0], shoonya_3s3CGTYLSC044N, 5754246]
[reference, [242.0, 1913.0, 1173.0, 36.0], shoonya_2sQ2ITL2U91UEN, 5754246]
[reference, [242.0, 1949.0, 1173.0, 36.0], shoonya_2sQ2ITL2U91UEN, 5754246]
[reference, [242.0, 1985.0, 1173.0, 36.0], shoonya_2sQ2ITL2U91UEN, 5754246]
[reference, [242.0, 2021.0, 1173.0, 36.0], shoonya_2sQ2ITL2U91UEN, 5754246]
[reference, [242.0, 2057.0, 1173.0, 36.0], shoonya_2sQ2ITL2U91UEN, 5754246]
