[3835, 2318]
[section-title, [959.0, 1300.0, 399.0, 93.0], 6k59JeZwaF, 5720003]
[section-title, [938.0, 1931.0, 437.0, 93.0], BbV-Uc4cmj, 5720003]
[paragraph, [156.0, 2105.0, 2028.0, 52.5], TtzJFTJVn8, 5720003]
[paragraph, [156.0, 2157.5, 2028.0, 52.5], TtzJFTJVn8, 5720003]
[paragraph, [156.0, 2210.0, 2028.0, 52.5], TtzJFTJVn8, 5720003]
[paragraph, [156.0, 2262.5, 2028.0, 52.5], TtzJFTJVn8, 5720003]
[paragraph, [156.0, 2315.0, 2028.0, 52.5], TtzJFTJVn8, 5720003]
[paragraph, [156.0, 2367.5, 2028.0, 52.5], TtzJFTJVn8, 5720003]
[paragraph, [156.0, 2420.0, 2028.0, 52.5], TtzJFTJVn8, 5720003]
[paragraph, [156.0, 2472.5, 2028.0, 52.5], TtzJFTJVn8, 5720003]
[paragraph, [156.0, 2525.0, 2028.0, 52.5], TtzJFTJVn8, 5720003]
[paragraph, [156.0, 2675.0, 2039.0, 52.5], shoonya_0s0SXOM1E6UX3E, 5720003]
[paragraph, [156.0, 2727.5, 2039.0, 52.5], shoonya_0s0SXOM1E6UX3E, 5720003]
[paragraph, [156.0, 2780.0, 2039.0, 52.5], shoonya_0s0SXOM1E6UX3E, 5720003]
[paragraph, [156.0, 2832.5, 2039.0, 52.5], shoonya_0s0SXOM1E6UX3E, 5720003]
[paragraph, [156.0, 2885.0, 2039.0, 52.5], shoonya_0s0SXOM1E6UX3E, 5720003]
[paragraph, [156.0, 2937.5, 2039.0, 52.5], shoonya_0s0SXOM1E6UX3E, 5720003]
[paragraph, [156.0, 2990.0, 2039.0, 52.5], shoonya_0s0SXOM1E6UX3E, 5720003]
[paragraph, [156.0, 3042.5, 2039.0, 52.5], shoonya_0s0SXOM1E6UX3E, 5720003]
[paragraph, [156.0, 3095.0, 2039.0, 52.5], shoonya_0s0SXOM1E6UX3E, 5720003]
[paragraph, [156.0, 3147.5, 2039.0, 52.5], shoonya_0s0SXOM1E6UX3E, 5720003]
[paragraph, [156.0, 3200.0, 2039.0, 52.5], shoonya_0s0SXOM1E6UX3E, 5720003]
[paragraph, [156.0, 3252.5, 2039.0, 52.5], shoonya_0s0SXOM1E6UX3E, 5720003]
[paragraph, [156.0, 3305.0, 2039.0, 52.5], shoonya_0s0SXOM1E6UX3E, 5720003]
[paragraph, [156.0, 3357.5, 2039.0, 52.5], shoonya_0s0SXOM1E6UX3E, 5720003]
[paragraph, [156.0, 3410.0, 2039.0, 52.5], shoonya_0s0SXOM1E6UX3E, 5720003]
[paragraph, [156.0, 3462.5, 2039.0, 52.5], shoonya_0s0SXOM1E6UX3E, 5720003]
