[1365, 836]
[folio, [621.0, 72.0, 114.0, 18.0], shoonya_4sQ25B6I3DKMST, 5782329]
[folio, [621.0, 90.0, 114.0, 18.0], shoonya_4sQ25B6I3DKMST, 5782329]
[ordered-list, [84.0, 166.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 184.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 202.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 220.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 238.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 256.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 274.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 292.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 310.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 328.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 346.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 364.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 382.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 400.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 418.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 436.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 454.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 472.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 490.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 508.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 526.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 544.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 562.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 580.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 598.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 616.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 634.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 652.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 670.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 688.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 706.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 724.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 742.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 760.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 778.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 796.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 814.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 832.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 850.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 868.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 886.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 904.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 922.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 940.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 958.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 976.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 994.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 1012.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 1030.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 1048.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 1066.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 1084.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 1102.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 1120.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 1138.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 1156.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 1174.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 1192.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 1210.0, 675.0, 18.0], GYij0zokT9, 5782329]
[ordered-list, [84.0, 1228.0, 675.0, 18.0], GYij0zokT9, 5782329]
[sub-ordered-list, [84.0, 192.0, 674.0, 18.0], wRoU91fa8y, 5782329]
[sub-ordered-list, [84.0, 210.0, 674.0, 18.0], wRoU91fa8y, 5782329]
[sub-ordered-list, [84.0, 228.0, 674.0, 18.0], wRoU91fa8y, 5782329]
[sub-ordered-list, [84.0, 246.0, 674.0, 18.0], wRoU91fa8y, 5782329]
[sub-ordered-list, [84.0, 264.0, 674.0, 18.0], wRoU91fa8y, 5782329]
[sub-ordered-list, [84.0, 282.0, 674.0, 18.0], wRoU91fa8y, 5782329]
[sub-ordered-list, [84.0, 300.0, 674.0, 18.0], wRoU91fa8y, 5782329]
[sub-ordered-list, [84.0, 318.0, 674.0, 18.0], wRoU91fa8y, 5782329]
[sub-ordered-list, [84.0, 336.0, 674.0, 18.0], wRoU91fa8y, 5782329]
[sub-ordered-list, [84.0, 354.0, 674.0, 18.0], wRoU91fa8y, 5782329]
[sub-ordered-list, [84.0, 372.0, 674.0, 18.0], wRoU91fa8y, 5782329]
[sub-ordered-list, [84.0, 390.0, 674.0, 18.0], wRoU91fa8y, 5782329]
[sub-ordered-list, [84.0, 408.0, 674.0, 18.0], wRoU91fa8y, 5782329]
[sub-ordered-list, [84.0, 426.0, 674.0, 18.0], wRoU91fa8y, 5782329]
[sub-ordered-list, [85.0, 506.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 524.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 542.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 560.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 578.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 596.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 614.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 632.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 650.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 668.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 686.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 704.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 722.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 740.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 758.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 776.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 794.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 812.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 830.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 848.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 866.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 884.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 902.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 920.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 938.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 956.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 974.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 992.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 1010.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 1028.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 1046.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 1064.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 1082.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 1100.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 1118.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 1136.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 1154.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 1172.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 1190.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 1208.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[sub-ordered-list, [85.0, 1226.0, 674.0, 18.0], X6ShMKcq81, 5782329]
[subsub-ordered-list, [90.0, 530.0, 658.0, 18.0], 8R2lXXR515, 5782329]
[subsub-ordered-list, [90.0, 548.0, 658.0, 18.0], 8R2lXXR515, 5782329]
[subsub-ordered-list, [90.0, 566.0, 658.0, 18.0], 8R2lXXR515, 5782329]
[subsub-ordered-list, [90.0, 584.0, 658.0, 18.0], 8R2lXXR515, 5782329]
[subsub-ordered-list, [90.0, 602.0, 658.0, 18.0], 8R2lXXR515, 5782329]
[subsub-ordered-list, [90.0, 620.0, 658.0, 18.0], 8R2lXXR515, 5782329]
[subsub-ordered-list, [90.0, 638.0, 658.0, 18.0], 8R2lXXR515, 5782329]
[subsub-ordered-list, [90.0, 656.0, 658.0, 18.0], 8R2lXXR515, 5782329]
[subsub-ordered-list, [90.0, 674.0, 658.0, 18.0], 8R2lXXR515, 5782329]
[subsub-ordered-list, [90.0, 692.0, 658.0, 18.0], 8R2lXXR515, 5782329]
[subsub-ordered-list, [90.0, 710.0, 658.0, 18.0], 8R2lXXR515, 5782329]
[subsub-ordered-list, [90.0, 728.0, 658.0, 18.0], 8R2lXXR515, 5782329]
[subsub-ordered-list, [90.0, 746.0, 658.0, 18.0], 8R2lXXR515, 5782329]
[subsub-ordered-list, [90.0, 764.0, 658.0, 18.0], 8R2lXXR515, 5782329]
[subsub-ordered-list, [90.0, 782.0, 658.0, 18.0], 8R2lXXR515, 5782329]
[subsub-ordered-list, [90.0, 800.0, 658.0, 18.0], 8R2lXXR515, 5782329]
[subsub-ordered-list, [90.0, 818.0, 658.0, 18.0], 8R2lXXR515, 5782329]
[subsub-ordered-list, [90.0, 836.0, 658.0, 18.0], 8R2lXXR515, 5782329]
[subsub-ordered-list, [90.0, 854.0, 658.0, 18.0], 8R2lXXR515, 5782329]
[subsub-ordered-list, [90.0, 872.0, 658.0, 18.0], 8R2lXXR515, 5782329]
[subsub-ordered-list, [90.0, 890.0, 658.0, 18.0], 8R2lXXR515, 5782329]
[subsub-ordered-list, [88.0, 942.0, 658.0, 18.0], W5dkpkhxn1, 5782329]
[subsub-ordered-list, [88.0, 960.0, 658.0, 18.0], W5dkpkhxn1, 5782329]
[subsub-ordered-list, [88.0, 978.0, 658.0, 18.0], W5dkpkhxn1, 5782329]
[subsub-ordered-list, [88.0, 996.0, 658.0, 18.0], W5dkpkhxn1, 5782329]
[subsub-ordered-list, [88.0, 1014.0, 658.0, 18.0], W5dkpkhxn1, 5782329]
[subsub-ordered-list, [88.0, 1032.0, 658.0, 18.0], W5dkpkhxn1, 5782329]
[subsub-ordered-list, [88.0, 1050.0, 658.0, 18.0], W5dkpkhxn1, 5782329]
[subsub-ordered-list, [88.0, 1068.0, 658.0, 18.0], W5dkpkhxn1, 5782329]
[subsub-ordered-list, [88.0, 1086.0, 658.0, 18.0], W5dkpkhxn1, 5782329]
[subsub-ordered-list, [88.0, 1104.0, 658.0, 18.0], W5dkpkhxn1, 5782329]
[subsub-ordered-list, [88.0, 1122.0, 658.0, 18.0], W5dkpkhxn1, 5782329]
[subsub-ordered-list, [88.0, 1140.0, 658.0, 18.0], W5dkpkhxn1, 5782329]
[subsub-ordered-list, [88.0, 1158.0, 658.0, 18.0], W5dkpkhxn1, 5782329]
[subsub-ordered-list, [88.0, 1176.0, 658.0, 18.0], W5dkpkhxn1, 5782329]
[subsub-ordered-list, [88.0, 1194.0, 658.0, 18.0], W5dkpkhxn1, 5782329]
[subsub-ordered-list, [88.0, 1212.0, 658.0, 18.0], W5dkpkhxn1, 5782329]
