[1650, 1275]
[paragraph, [256.0, 136.0, 833.0, 36.0], shoonya_4sYB5DL9HAL2RF, 6470624]
[paragraph, [256.0, 172.0, 833.0, 36.0], shoonya_4sYB5DL9HAL2RF, 6470624]
[paragraph, [257.0, 354.0, 837.0, 36.0], shoonya_0s5GBJ7AQRDTJA, 6470624]
[paragraph, [257.0, 390.0, 837.0, 36.0], shoonya_0s5GBJ7AQRDTJA, 6470624]
[paragraph, [257.0, 426.0, 837.0, 36.0], shoonya_0s5GBJ7AQRDTJA, 6470624]
[paragraph, [257.0, 462.0, 837.0, 36.0], shoonya_0s5GBJ7AQRDTJA, 6470624]
[paragraph, [257.0, 498.0, 837.0, 36.0], shoonya_0s5GBJ7AQRDTJA, 6470624]
[paragraph, [257.0, 534.0, 837.0, 36.0], shoonya_0s5GBJ7AQRDTJA, 6470624]
[paragraph, [257.0, 570.0, 837.0, 36.0], shoonya_0s5GBJ7AQRDTJA, 6470624]
[paragraph, [257.0, 606.0, 837.0, 36.0], shoonya_0s5GBJ7AQRDTJA, 6470624]
[paragraph, [257.0, 642.0, 837.0, 36.0], shoonya_0s5GBJ7AQRDTJA, 6470624]
[paragraph, [257.0, 678.0, 837.0, 36.0], shoonya_0s5GBJ7AQRDTJA, 6470624]
[paragraph, [257.0, 714.0, 837.0, 36.0], shoonya_0s5GBJ7AQRDTJA, 6470624]
[paragraph, [257.0, 750.0, 837.0, 36.0], shoonya_0s5GBJ7AQRDTJA, 6470624]
[paragraph, [257.0, 786.0, 837.0, 36.0], shoonya_0s5GBJ7AQRDTJA, 6470624]
[paragraph, [257.0, 822.0, 837.0, 36.0], shoonya_0s5GBJ7AQRDTJA, 6470624]
[paragraph, [257.0, 858.0, 837.0, 36.0], shoonya_0s5GBJ7AQRDTJA, 6470624]
[paragraph, [257.0, 894.0, 837.0, 36.0], shoonya_0s5GBJ7AQRDTJA, 6470624]
[paragraph, [259.0, 950.0, 836.0, 36.0], shoonya_2sRWYSWAPKIZ6T, 6470624]
[paragraph, [259.0, 986.0, 836.0, 36.0], shoonya_2sRWYSWAPKIZ6T, 6470624]
[paragraph, [259.0, 1022.0, 836.0, 36.0], shoonya_2sRWYSWAPKIZ6T, 6470624]
[paragraph, [259.0, 1058.0, 836.0, 36.0], shoonya_2sRWYSWAPKIZ6T, 6470624]
[paragraph, [259.0, 1094.0, 836.0, 36.0], shoonya_2sRWYSWAPKIZ6T, 6470624]
[paragraph, [259.0, 1130.0, 836.0, 36.0], shoonya_2sRWYSWAPKIZ6T, 6470624]
[paragraph, [259.0, 1166.0, 836.0, 36.0], shoonya_2sRWYSWAPKIZ6T, 6470624]
[paragraph, [258.0, 1222.0, 830.0, 36.0], shoonya_1s5VHBR63Y7541, 6470624]
[paragraph, [258.0, 1258.0, 830.0, 36.0], shoonya_1s5VHBR63Y7541, 6470624]
[paragraph, [258.0, 1294.0, 830.0, 36.0], shoonya_1s5VHBR63Y7541, 6470624]
[paragraph, [258.0, 1330.0, 830.0, 36.0], shoonya_1s5VHBR63Y7541, 6470624]
[footnote, [254.0, 1410.0, 818.0, 36.0], shoonya_3sJGO1OK4JJEHW, 6470624]
[footnote, [254.0, 1446.0, 818.0, 36.0], shoonya_3sJGO1OK4JJEHW, 6470624]
