[792, 612]
[folio, [70.0, 61.0, 468.0, 18.0], inNZ3JqHcY, 6516692]
[figure-caption, [246.0, 190.0, 120.0, 18.0], OWVwVn9r52, 6516692]
[paragraph, [225.0, 257.0, 160.0, 18.0], shoonya_0sZ4ILMIE7LWGL, 6516692]
[paragraph, [225.0, 275.0, 160.0, 18.0], shoonya_0sZ4ILMIE7LWGL, 6516692]
[paragraph, [225.0, 293.0, 160.0, 18.0], shoonya_0sZ4ILMIE7LWGL, 6516692]
[paragraph, [225.0, 311.0, 160.0, 18.0], shoonya_0sZ4ILMIE7LWGL, 6516692]
[paragraph, [225.0, 329.0, 160.0, 18.0], shoonya_0sZ4ILMIE7LWGL, 6516692]
[paragraph, [225.0, 347.0, 160.0, 18.0], shoonya_0sZ4ILMIE7LWGL, 6516692]
[paragraph, [225.0, 365.0, 160.0, 18.0], shoonya_0sZ4ILMIE7LWGL, 6516692]
[paragraph, [225.0, 383.0, 160.0, 18.0], shoonya_0sZ4ILMIE7LWGL, 6516692]
[paragraph, [225.0, 401.0, 160.0, 18.0], shoonya_0sZ4ILMIE7LWGL, 6516692]
[paragraph, [225.0, 419.0, 160.0, 18.0], shoonya_0sZ4ILMIE7LWGL, 6516692]
[paragraph, [225.0, 437.0, 160.0, 18.0], shoonya_0sZ4ILMIE7LWGL, 6516692]
[paragraph, [225.0, 455.0, 160.0, 18.0], shoonya_0sZ4ILMIE7LWGL, 6516692]
[paragraph, [225.0, 473.0, 160.0, 18.0], shoonya_0sZ4ILMIE7LWGL, 6516692]
[paragraph, [225.0, 491.0, 160.0, 18.0], shoonya_0sZ4ILMIE7LWGL, 6516692]
[paragraph, [225.0, 509.0, 160.0, 18.0], shoonya_0sZ4ILMIE7LWGL, 6516692]
[paragraph, [225.0, 527.0, 160.0, 18.0], shoonya_0sZ4ILMIE7LWGL, 6516692]
[paragraph, [225.0, 545.0, 160.0, 18.0], shoonya_0sZ4ILMIE7LWGL, 6516692]
[paragraph, [225.0, 563.0, 160.0, 18.0], shoonya_0sZ4ILMIE7LWGL, 6516692]
[paragraph, [225.0, 581.0, 160.0, 18.0], shoonya_0sZ4ILMIE7LWGL, 6516692]
[paragraph, [225.0, 599.0, 160.0, 18.0], shoonya_0sZ4ILMIE7LWGL, 6516692]
[paragraph, [225.0, 617.0, 160.0, 18.0], shoonya_0sZ4ILMIE7LWGL, 6516692]
[paragraph, [225.0, 635.0, 160.0, 18.0], shoonya_0sZ4ILMIE7LWGL, 6516692]
[paragraph, [225.0, 653.0, 160.0, 18.0], shoonya_0sZ4ILMIE7LWGL, 6516692]
[paragraph, [225.0, 671.0, 160.0, 18.0], shoonya_0sZ4ILMIE7LWGL, 6516692]
[paragraph, [402.0, 260.0, 162.0, 18.0], shoonya_3sT8BD0U7ZK5WM, 6516692]
[paragraph, [402.0, 278.0, 162.0, 18.0], shoonya_3sT8BD0U7ZK5WM, 6516692]
[paragraph, [402.0, 296.0, 162.0, 18.0], shoonya_3sT8BD0U7ZK5WM, 6516692]
[paragraph, [402.0, 314.0, 162.0, 18.0], shoonya_3sT8BD0U7ZK5WM, 6516692]
[paragraph, [402.0, 332.0, 162.0, 18.0], shoonya_3sT8BD0U7ZK5WM, 6516692]
[paragraph, [402.0, 350.0, 162.0, 18.0], shoonya_3sT8BD0U7ZK5WM, 6516692]
[paragraph, [402.0, 368.0, 162.0, 18.0], shoonya_3sT8BD0U7ZK5WM, 6516692]
[paragraph, [402.0, 386.0, 162.0, 18.0], shoonya_3sT8BD0U7ZK5WM, 6516692]
[paragraph, [402.0, 404.0, 162.0, 18.0], shoonya_3sT8BD0U7ZK5WM, 6516692]
[paragraph, [402.0, 422.0, 162.0, 18.0], shoonya_3sT8BD0U7ZK5WM, 6516692]
[paragraph, [402.0, 440.0, 162.0, 18.0], shoonya_3sT8BD0U7ZK5WM, 6516692]
[paragraph, [402.0, 458.0, 162.0, 18.0], shoonya_3sT8BD0U7ZK5WM, 6516692]
[paragraph, [402.0, 476.0, 162.0, 18.0], shoonya_3sT8BD0U7ZK5WM, 6516692]
[paragraph, [402.0, 494.0, 162.0, 18.0], shoonya_3sT8BD0U7ZK5WM, 6516692]
[paragraph, [402.0, 512.0, 162.0, 18.0], shoonya_3sT8BD0U7ZK5WM, 6516692]
[paragraph, [402.0, 530.0, 162.0, 18.0], shoonya_3sT8BD0U7ZK5WM, 6516692]
[paragraph, [402.0, 548.0, 162.0, 18.0], shoonya_3sT8BD0U7ZK5WM, 6516692]
[paragraph, [402.0, 566.0, 162.0, 18.0], shoonya_3sT8BD0U7ZK5WM, 6516692]
[paragraph, [402.0, 584.0, 162.0, 18.0], shoonya_3sT8BD0U7ZK5WM, 6516692]
[paragraph, [402.0, 602.0, 162.0, 18.0], shoonya_3sT8BD0U7ZK5WM, 6516692]
[paragraph, [402.0, 620.0, 162.0, 18.0], shoonya_3sT8BD0U7ZK5WM, 6516692]
[paragraph, [402.0, 638.0, 162.0, 18.0], shoonya_3sT8BD0U7ZK5WM, 6516692]
[paragraph, [402.0, 656.0, 162.0, 18.0], shoonya_3sT8BD0U7ZK5WM, 6516692]
