[2334, 1650]
[paragraph, [190.0, 138.0, 1186.0, 36.0], shoonya_2sCSAEJQZV2SG5, 5651501]
[paragraph, [190.0, 174.0, 1186.0, 36.0], shoonya_2sCSAEJQZV2SG5, 5651501]
[paragraph, [190.0, 210.0, 1186.0, 36.0], shoonya_2sCSAEJQZV2SG5, 5651501]
[paragraph, [190.0, 246.0, 1186.0, 36.0], shoonya_2sCSAEJQZV2SG5, 5651501]
[paragraph, [190.0, 282.0, 1186.0, 36.0], shoonya_2sCSAEJQZV2SG5, 5651501]
[paragraph, [207.0, 326.0, 1156.0, 36.0], shoonya_1sABLHGXBV8HN9, 5651501]
[paragraph, [207.0, 362.0, 1156.0, 36.0], shoonya_1sABLHGXBV8HN9, 5651501]
[paragraph, [207.0, 398.0, 1156.0, 36.0], shoonya_1sABLHGXBV8HN9, 5651501]
[paragraph, [207.0, 434.0, 1156.0, 36.0], shoonya_1sABLHGXBV8HN9, 5651501]
[paragraph, [207.0, 470.0, 1156.0, 36.0], shoonya_1sABLHGXBV8HN9, 5651501]
[paragraph, [207.0, 506.0, 1156.0, 36.0], shoonya_1sABLHGXBV8HN9, 5651501]
[paragraph, [207.0, 542.0, 1156.0, 36.0], shoonya_1sABLHGXBV8HN9, 5651501]
[paragraph, [207.0, 578.0, 1156.0, 36.0], shoonya_1sABLHGXBV8HN9, 5651501]
[paragraph, [207.0, 614.0, 1156.0, 36.0], shoonya_1sABLHGXBV8HN9, 5651501]
[paragraph, [207.0, 650.0, 1156.0, 36.0], shoonya_1sABLHGXBV8HN9, 5651501]
[paragraph, [207.0, 686.0, 1156.0, 36.0], shoonya_1sABLHGXBV8HN9, 5651501]
[paragraph, [207.0, 722.0, 1156.0, 36.0], shoonya_1sABLHGXBV8HN9, 5651501]
[paragraph, [207.0, 758.0, 1156.0, 36.0], shoonya_1sABLHGXBV8HN9, 5651501]
[paragraph, [207.0, 794.0, 1156.0, 36.0], shoonya_1sABLHGXBV8HN9, 5651501]
[paragraph, [190.0, 843.0, 1185.0, 36.0], shoonya_9sCZKHLG0CGPA9, 5651501]
[paragraph, [190.0, 879.0, 1185.0, 36.0], shoonya_9sCZKHLG0CGPA9, 5651501]
[paragraph, [190.0, 915.0, 1185.0, 36.0], shoonya_9sCZKHLG0CGPA9, 5651501]
[paragraph, [190.0, 951.0, 1185.0, 36.0], shoonya_9sCZKHLG0CGPA9, 5651501]
[paragraph, [190.0, 987.0, 1185.0, 36.0], shoonya_9sCZKHLG0CGPA9, 5651501]
[paragraph, [190.0, 1023.0, 1185.0, 36.0], shoonya_9sCZKHLG0CGPA9, 5651501]
[paragraph, [193.0, 1073.0, 1182.0, 36.0], shoonya_4sE7RLHJY66OLW, 5651501]
[paragraph, [193.0, 1109.0, 1182.0, 36.0], shoonya_4sE7RLHJY66OLW, 5651501]
[paragraph, [193.0, 1145.0, 1182.0, 36.0], shoonya_4sE7RLHJY66OLW, 5651501]
[paragraph, [193.0, 1181.0, 1182.0, 36.0], shoonya_4sE7RLHJY66OLW, 5651501]
[paragraph, [193.0, 1217.0, 1182.0, 36.0], shoonya_4sE7RLHJY66OLW, 5651501]
[paragraph, [193.0, 1253.0, 1182.0, 36.0], shoonya_4sE7RLHJY66OLW, 5651501]
[paragraph, [193.0, 1289.0, 1182.0, 36.0], shoonya_4sE7RLHJY66OLW, 5651501]
[paragraph, [232.0, 1357.0, 911.0, 36.0], shoonya_3sYRMY4K8LAJZU, 5651501]
[paragraph, [237.0, 1412.0, 973.0, 36.0], shoonya_8sIY1XVMZCPGJ7, 5651501]
[paragraph, [165.0, 1498.0, 1262.0, 36.0], shoonya_0sM4XVBNQD3T03, 5651501]
[paragraph, [165.0, 1534.0, 1262.0, 36.0], shoonya_0sM4XVBNQD3T03, 5651501]
[paragraph, [165.0, 1570.0, 1262.0, 36.0], shoonya_0sM4XVBNQD3T03, 5651501]
[paragraph, [165.0, 1606.0, 1262.0, 36.0], shoonya_0sM4XVBNQD3T03, 5651501]
[paragraph, [165.0, 1642.0, 1262.0, 36.0], shoonya_0sM4XVBNQD3T03, 5651501]
[paragraph, [165.0, 1678.0, 1262.0, 36.0], shoonya_0sM4XVBNQD3T03, 5651501]
[paragraph, [165.0, 1714.0, 1262.0, 36.0], shoonya_0sM4XVBNQD3T03, 5651501]
[paragraph, [165.0, 1750.0, 1262.0, 36.0], shoonya_0sM4XVBNQD3T03, 5651501]
[paragraph, [165.0, 1786.0, 1262.0, 36.0], shoonya_0sM4XVBNQD3T03, 5651501]
[paragraph, [165.0, 1822.0, 1262.0, 36.0], shoonya_0sM4XVBNQD3T03, 5651501]
[paragraph, [165.0, 1858.0, 1262.0, 36.0], shoonya_0sM4XVBNQD3T03, 5651501]
[paragraph, [165.0, 1894.0, 1262.0, 36.0], shoonya_0sM4XVBNQD3T03, 5651501]
[paragraph, [165.0, 1930.0, 1262.0, 36.0], shoonya_0sM4XVBNQD3T03, 5651501]
[paragraph, [165.0, 1966.0, 1262.0, 36.0], shoonya_0sM4XVBNQD3T03, 5651501]
[paragraph, [165.0, 2002.0, 1262.0, 36.0], shoonya_0sM4XVBNQD3T03, 5651501]
[folio, [1124.0, 2068.0, 154.0, 36.0], ainGv0EyDe, 5651501]
[folio, [1124.0, 2104.0, 154.0, 36.0], ainGv0EyDe, 5651501]
