[1298, 853]
[section-title, [309.0, 69.0, 235.0, 30.0], shoonya_1sQYHGQ47V926N, 5710388]
[paragraph, [46.0, 117.0, 311.0, 18.0], VhvuJy4KjL, 5710388]
[paragraph, [46.0, 135.0, 311.0, 18.0], VhvuJy4KjL, 5710388]
[paragraph, [49.0, 162.0, 739.0, 18.0], kaiyiX1Mbn, 5710388]
[paragraph, [49.0, 180.0, 739.0, 18.0], kaiyiX1Mbn, 5710388]
[paragraph, [49.0, 198.0, 739.0, 18.0], kaiyiX1Mbn, 5710388]
[paragraph, [49.0, 216.0, 739.0, 18.0], kaiyiX1Mbn, 5710388]
[paragraph, [49.0, 234.0, 739.0, 18.0], kaiyiX1Mbn, 5710388]
[paragraph, [49.0, 252.0, 739.0, 18.0], kaiyiX1Mbn, 5710388]
[paragraph, [49.0, 270.0, 739.0, 18.0], kaiyiX1Mbn, 5710388]
[paragraph, [49.0, 288.0, 739.0, 18.0], kaiyiX1Mbn, 5710388]
[paragraph, [49.0, 306.0, 739.0, 18.0], kaiyiX1Mbn, 5710388]
[paragraph, [50.0, 337.0, 744.0, 18.0], 47A0p_XSyK, 5710388]
[paragraph, [50.0, 355.0, 744.0, 18.0], 47A0p_XSyK, 5710388]
[paragraph, [50.0, 373.0, 744.0, 18.0], 47A0p_XSyK, 5710388]
[paragraph, [50.0, 391.0, 744.0, 18.0], 47A0p_XSyK, 5710388]
[paragraph, [51.0, 420.0, 746.0, 18.0], 06y_PBvJ9Q, 5710388]
[paragraph, [51.0, 438.0, 746.0, 18.0], 06y_PBvJ9Q, 5710388]
[paragraph, [51.0, 456.0, 746.0, 18.0], 06y_PBvJ9Q, 5710388]
[paragraph, [51.0, 474.0, 746.0, 18.0], 06y_PBvJ9Q, 5710388]
[paragraph, [51.0, 492.0, 746.0, 18.0], 06y_PBvJ9Q, 5710388]
[paragraph, [51.0, 510.0, 746.0, 18.0], 06y_PBvJ9Q, 5710388]
[paragraph, [51.0, 528.0, 746.0, 18.0], 06y_PBvJ9Q, 5710388]
[paragraph, [51.0, 546.0, 746.0, 18.0], 06y_PBvJ9Q, 5710388]
[paragraph, [51.0, 564.0, 746.0, 18.0], 06y_PBvJ9Q, 5710388]
[paragraph, [51.0, 582.0, 746.0, 18.0], 06y_PBvJ9Q, 5710388]
[paragraph, [51.0, 600.0, 746.0, 18.0], 06y_PBvJ9Q, 5710388]
[paragraph, [51.0, 618.0, 746.0, 18.0], 06y_PBvJ9Q, 5710388]
[paragraph, [51.0, 636.0, 746.0, 18.0], 06y_PBvJ9Q, 5710388]
[paragraph, [51.0, 654.0, 746.0, 18.0], 06y_PBvJ9Q, 5710388]
[paragraph, [51.0, 672.0, 746.0, 18.0], 06y_PBvJ9Q, 5710388]
[paragraph, [51.0, 690.0, 746.0, 18.0], 06y_PBvJ9Q, 5710388]
[paragraph, [56.0, 720.0, 736.0, 18.0], dNwhh5R7Mj, 5710388]
[paragraph, [56.0, 738.0, 736.0, 18.0], dNwhh5R7Mj, 5710388]
[paragraph, [56.0, 756.0, 736.0, 18.0], dNwhh5R7Mj, 5710388]
[paragraph, [56.0, 774.0, 736.0, 18.0], dNwhh5R7Mj, 5710388]
[paragraph, [56.0, 792.0, 736.0, 18.0], dNwhh5R7Mj, 5710388]
[paragraph, [56.0, 810.0, 736.0, 18.0], dNwhh5R7Mj, 5710388]
[paragraph, [56.0, 828.0, 736.0, 18.0], dNwhh5R7Mj, 5710388]
[paragraph, [56.0, 846.0, 736.0, 18.0], dNwhh5R7Mj, 5710388]
[paragraph, [56.0, 864.0, 736.0, 18.0], dNwhh5R7Mj, 5710388]
[paragraph, [56.0, 882.0, 736.0, 18.0], dNwhh5R7Mj, 5710388]
[paragraph, [56.0, 900.0, 736.0, 18.0], dNwhh5R7Mj, 5710388]
[paragraph, [56.0, 918.0, 736.0, 18.0], dNwhh5R7Mj, 5710388]
[paragraph, [56.0, 936.0, 736.0, 18.0], dNwhh5R7Mj, 5710388]
[paragraph, [56.0, 954.0, 736.0, 18.0], dNwhh5R7Mj, 5710388]
[paragraph, [56.0, 972.0, 736.0, 18.0], dNwhh5R7Mj, 5710388]
[paragraph, [56.0, 990.0, 736.0, 18.0], dNwhh5R7Mj, 5710388]
[paragraph, [56.0, 1008.0, 736.0, 18.0], dNwhh5R7Mj, 5710388]
[paragraph, [56.0, 1026.0, 736.0, 18.0], dNwhh5R7Mj, 5710388]
[paragraph, [56.0, 1044.0, 736.0, 18.0], dNwhh5R7Mj, 5710388]
[paragraph, [56.0, 1062.0, 736.0, 18.0], dNwhh5R7Mj, 5710388]
[paragraph, [56.0, 1080.0, 736.0, 18.0], dNwhh5R7Mj, 5710388]
[paragraph, [56.0, 1098.0, 736.0, 18.0], dNwhh5R7Mj, 5710388]
[paragraph, [56.0, 1116.0, 736.0, 18.0], dNwhh5R7Mj, 5710388]
[paragraph, [56.0, 1134.0, 736.0, 18.0], dNwhh5R7Mj, 5710388]
[paragraph, [56.0, 1152.0, 736.0, 18.0], dNwhh5R7Mj, 5710388]
[paragraph, [58.0, 1180.0, 730.0, 18.0], Goe70MFkIY, 5710388]
[paragraph, [58.0, 1198.0, 730.0, 18.0], Goe70MFkIY, 5710388]
