[1372, 849]
[section-title, [351.0, 69.0, 175.0, 30.0], shoonya_0sQ4ADZQ1SHENB, 5710285]
[paragraph, [44.0, 129.0, 761.0, 18.0], 8u9L7o0ejz, 5710285]
[paragraph, [44.0, 147.0, 761.0, 18.0], 8u9L7o0ejz, 5710285]
[paragraph, [44.0, 165.0, 761.0, 18.0], 8u9L7o0ejz, 5710285]
[paragraph, [44.0, 183.0, 761.0, 18.0], 8u9L7o0ejz, 5710285]
[paragraph, [44.0, 201.0, 761.0, 18.0], 8u9L7o0ejz, 5710285]
[paragraph, [44.0, 219.0, 761.0, 18.0], 8u9L7o0ejz, 5710285]
[paragraph, [44.0, 237.0, 761.0, 18.0], 8u9L7o0ejz, 5710285]
[paragraph, [44.0, 258.0, 765.0, 18.0], shoonya_2s6C1DR5T2NNJB, 5710285]
[paragraph, [44.0, 276.0, 765.0, 18.0], shoonya_2s6C1DR5T2NNJB, 5710285]
[paragraph, [44.0, 294.0, 765.0, 18.0], shoonya_2s6C1DR5T2NNJB, 5710285]
[paragraph, [44.0, 312.0, 765.0, 18.0], shoonya_2s6C1DR5T2NNJB, 5710285]
[paragraph, [44.0, 330.0, 765.0, 18.0], shoonya_2s6C1DR5T2NNJB, 5710285]
[paragraph, [44.0, 348.0, 765.0, 18.0], shoonya_2s6C1DR5T2NNJB, 5710285]
[paragraph, [44.0, 366.0, 765.0, 18.0], shoonya_2s6C1DR5T2NNJB, 5710285]
[paragraph, [44.0, 384.0, 765.0, 18.0], shoonya_2s6C1DR5T2NNJB, 5710285]
[paragraph, [44.0, 402.0, 765.0, 18.0], shoonya_2s6C1DR5T2NNJB, 5710285]
[paragraph, [44.0, 420.0, 765.0, 18.0], shoonya_2s6C1DR5T2NNJB, 5710285]
[paragraph, [44.0, 438.0, 765.0, 18.0], shoonya_2s6C1DR5T2NNJB, 5710285]
[paragraph, [44.0, 456.0, 765.0, 18.0], shoonya_2s6C1DR5T2NNJB, 5710285]
[paragraph, [44.0, 474.0, 765.0, 18.0], shoonya_2s6C1DR5T2NNJB, 5710285]
[paragraph, [44.0, 492.0, 765.0, 18.0], shoonya_2s6C1DR5T2NNJB, 5710285]
[paragraph, [44.0, 510.0, 765.0, 18.0], shoonya_2s6C1DR5T2NNJB, 5710285]
[paragraph, [44.0, 528.0, 765.0, 18.0], shoonya_2s6C1DR5T2NNJB, 5710285]
[paragraph, [44.0, 546.0, 765.0, 18.0], shoonya_2s6C1DR5T2NNJB, 5710285]
[paragraph, [44.0, 564.0, 765.0, 18.0], shoonya_2s6C1DR5T2NNJB, 5710285]
[paragraph, [44.0, 582.0, 765.0, 18.0], shoonya_2s6C1DR5T2NNJB, 5710285]
[paragraph, [44.0, 600.0, 765.0, 18.0], shoonya_2s6C1DR5T2NNJB, 5710285]
[paragraph, [44.0, 618.0, 765.0, 18.0], shoonya_2s6C1DR5T2NNJB, 5710285]
[paragraph, [44.0, 636.0, 765.0, 18.0], shoonya_2s6C1DR5T2NNJB, 5710285]
[paragraph, [44.0, 654.0, 765.0, 18.0], shoonya_2s6C1DR5T2NNJB, 5710285]
[paragraph, [44.0, 672.0, 765.0, 18.0], shoonya_2s6C1DR5T2NNJB, 5710285]
[paragraph, [44.0, 690.0, 765.0, 18.0], shoonya_2s6C1DR5T2NNJB, 5710285]
[paragraph, [44.0, 708.0, 765.0, 18.0], shoonya_2s6C1DR5T2NNJB, 5710285]
[paragraph, [44.0, 726.0, 765.0, 18.0], shoonya_2s6C1DR5T2NNJB, 5710285]
[paragraph, [44.0, 744.0, 765.0, 18.0], shoonya_2s6C1DR5T2NNJB, 5710285]
[paragraph, [44.0, 762.0, 765.0, 18.0], shoonya_2s6C1DR5T2NNJB, 5710285]
[paragraph, [44.0, 780.0, 765.0, 18.0], shoonya_2s6C1DR5T2NNJB, 5710285]
[paragraph, [44.0, 798.0, 765.0, 18.0], shoonya_2s6C1DR5T2NNJB, 5710285]
[paragraph, [44.0, 816.0, 765.0, 18.0], shoonya_2s6C1DR5T2NNJB, 5710285]
[paragraph, [44.0, 834.0, 765.0, 18.0], shoonya_2s6C1DR5T2NNJB, 5710285]
[paragraph, [44.0, 852.0, 765.0, 18.0], shoonya_2s6C1DR5T2NNJB, 5710285]
[paragraph, [44.0, 870.0, 765.0, 18.0], shoonya_2s6C1DR5T2NNJB, 5710285]
[paragraph, [44.0, 888.0, 765.0, 18.0], shoonya_2s6C1DR5T2NNJB, 5710285]
[paragraph, [44.0, 906.0, 765.0, 18.0], shoonya_2s6C1DR5T2NNJB, 5710285]
[paragraph, [47.0, 930.0, 763.0, 18.0], shoonya_3sL652H3U7FWRV, 5710285]
[paragraph, [47.0, 948.0, 763.0, 18.0], shoonya_3sL652H3U7FWRV, 5710285]
[paragraph, [47.0, 966.0, 763.0, 18.0], shoonya_3sL652H3U7FWRV, 5710285]
[paragraph, [47.0, 984.0, 763.0, 18.0], shoonya_3sL652H3U7FWRV, 5710285]
[paragraph, [47.0, 1002.0, 763.0, 18.0], shoonya_3sL652H3U7FWRV, 5710285]
[paragraph, [47.0, 1020.0, 763.0, 18.0], shoonya_3sL652H3U7FWRV, 5710285]
[paragraph, [47.0, 1038.0, 763.0, 18.0], shoonya_3sL652H3U7FWRV, 5710285]
[paragraph, [47.0, 1056.0, 763.0, 18.0], shoonya_3sL652H3U7FWRV, 5710285]
[paragraph, [47.0, 1074.0, 763.0, 18.0], shoonya_3sL652H3U7FWRV, 5710285]
[paragraph, [47.0, 1092.0, 763.0, 18.0], shoonya_3sL652H3U7FWRV, 5710285]
[paragraph, [47.0, 1110.0, 763.0, 18.0], shoonya_3sL652H3U7FWRV, 5710285]
[paragraph, [47.0, 1128.0, 763.0, 18.0], shoonya_3sL652H3U7FWRV, 5710285]
[paragraph, [47.0, 1146.0, 763.0, 18.0], shoonya_3sL652H3U7FWRV, 5710285]
[paragraph, [47.0, 1164.0, 763.0, 18.0], shoonya_3sL652H3U7FWRV, 5710285]
[paragraph, [47.0, 1182.0, 763.0, 18.0], shoonya_3sL652H3U7FWRV, 5710285]
[paragraph, [47.0, 1200.0, 763.0, 18.0], shoonya_3sL652H3U7FWRV, 5710285]
[paragraph, [47.0, 1218.0, 763.0, 18.0], shoonya_3sL652H3U7FWRV, 5710285]
[paragraph, [47.0, 1236.0, 763.0, 18.0], shoonya_3sL652H3U7FWRV, 5710285]
[paragraph, [47.0, 1254.0, 763.0, 18.0], shoonya_3sL652H3U7FWRV, 5710285]
[paragraph, [47.0, 1272.0, 763.0, 18.0], shoonya_3sL652H3U7FWRV, 5710285]
