[1298, 853]
[section-title, [300.0, 69.0, 235.0, 30.0], shoonya_1sOWJS8K0K0FZ5, 5710418]
[paragraph, [51.0, 120.0, 737.0, 18.0], shoonya_3sW9A1N0OJB78V, 5710418]
[paragraph, [51.0, 138.0, 737.0, 18.0], shoonya_3sW9A1N0OJB78V, 5710418]
[paragraph, [51.0, 156.0, 737.0, 18.0], shoonya_3sW9A1N0OJB78V, 5710418]
[paragraph, [51.0, 174.0, 737.0, 18.0], shoonya_3sW9A1N0OJB78V, 5710418]
[paragraph, [51.0, 192.0, 737.0, 18.0], shoonya_3sW9A1N0OJB78V, 5710418]
[paragraph, [51.0, 210.0, 737.0, 18.0], shoonya_3sW9A1N0OJB78V, 5710418]
[paragraph, [51.0, 241.0, 738.0, 18.0], shoonya_4sDWYN0TEMFI0B, 5710418]
[paragraph, [51.0, 259.0, 738.0, 18.0], shoonya_4sDWYN0TEMFI0B, 5710418]
[paragraph, [51.0, 277.0, 738.0, 18.0], shoonya_4sDWYN0TEMFI0B, 5710418]
[paragraph, [51.0, 295.0, 738.0, 18.0], shoonya_4sDWYN0TEMFI0B, 5710418]
[paragraph, [51.0, 313.0, 738.0, 18.0], shoonya_4sDWYN0TEMFI0B, 5710418]
[paragraph, [51.0, 331.0, 738.0, 18.0], shoonya_4sDWYN0TEMFI0B, 5710418]
[paragraph, [51.0, 349.0, 738.0, 18.0], shoonya_4sDWYN0TEMFI0B, 5710418]
[paragraph, [51.0, 367.0, 738.0, 18.0], shoonya_4sDWYN0TEMFI0B, 5710418]
[section-title, [223.0, 431.0, 399.0, 30.0], shoonya_5sCVBUVPRYJ794, 5710418]
[paragraph, [41.0, 484.0, 754.0, 18.0], Q4AkR1shbI, 5710418]
[paragraph, [41.0, 502.0, 754.0, 18.0], Q4AkR1shbI, 5710418]
[paragraph, [41.0, 520.0, 754.0, 18.0], Q4AkR1shbI, 5710418]
[paragraph, [41.0, 538.0, 754.0, 18.0], Q4AkR1shbI, 5710418]
[paragraph, [41.0, 556.0, 754.0, 18.0], Q4AkR1shbI, 5710418]
[paragraph, [41.0, 574.0, 754.0, 18.0], Q4AkR1shbI, 5710418]
[paragraph, [41.0, 592.0, 754.0, 18.0], Q4AkR1shbI, 5710418]
[paragraph, [41.0, 610.0, 754.0, 18.0], Q4AkR1shbI, 5710418]
[paragraph, [41.0, 628.0, 754.0, 18.0], Q4AkR1shbI, 5710418]
[paragraph, [41.0, 646.0, 754.0, 18.0], Q4AkR1shbI, 5710418]
[paragraph, [41.0, 664.0, 754.0, 18.0], Q4AkR1shbI, 5710418]
[paragraph, [41.0, 682.0, 754.0, 18.0], Q4AkR1shbI, 5710418]
[paragraph, [41.0, 700.0, 754.0, 18.0], Q4AkR1shbI, 5710418]
[paragraph, [41.0, 718.0, 754.0, 18.0], Q4AkR1shbI, 5710418]
[paragraph, [41.0, 736.0, 754.0, 18.0], Q4AkR1shbI, 5710418]
[paragraph, [41.0, 754.0, 754.0, 18.0], Q4AkR1shbI, 5710418]
[paragraph, [41.0, 772.0, 754.0, 18.0], Q4AkR1shbI, 5710418]
[paragraph, [41.0, 790.0, 754.0, 18.0], Q4AkR1shbI, 5710418]
[paragraph, [41.0, 808.0, 754.0, 18.0], Q4AkR1shbI, 5710418]
[paragraph, [41.0, 826.0, 754.0, 18.0], Q4AkR1shbI, 5710418]
[paragraph, [41.0, 844.0, 754.0, 18.0], Q4AkR1shbI, 5710418]
[paragraph, [41.0, 862.0, 754.0, 18.0], Q4AkR1shbI, 5710418]
[paragraph, [41.0, 880.0, 754.0, 18.0], Q4AkR1shbI, 5710418]
[paragraph, [41.0, 898.0, 754.0, 18.0], Q4AkR1shbI, 5710418]
[paragraph, [44.0, 936.0, 753.0, 18.0], yTYVSx5iKt, 5710418]
[paragraph, [44.0, 954.0, 753.0, 18.0], yTYVSx5iKt, 5710418]
[paragraph, [44.0, 972.0, 753.0, 18.0], yTYVSx5iKt, 5710418]
[paragraph, [44.0, 990.0, 753.0, 18.0], yTYVSx5iKt, 5710418]
[paragraph, [44.0, 1008.0, 753.0, 18.0], yTYVSx5iKt, 5710418]
[paragraph, [44.0, 1026.0, 753.0, 18.0], yTYVSx5iKt, 5710418]
[paragraph, [44.0, 1044.0, 753.0, 18.0], yTYVSx5iKt, 5710418]
[paragraph, [44.0, 1062.0, 753.0, 18.0], yTYVSx5iKt, 5710418]
[paragraph, [44.0, 1080.0, 753.0, 18.0], yTYVSx5iKt, 5710418]
[paragraph, [44.0, 1098.0, 753.0, 18.0], yTYVSx5iKt, 5710418]
[paragraph, [44.0, 1116.0, 753.0, 18.0], yTYVSx5iKt, 5710418]
[paragraph, [44.0, 1134.0, 753.0, 18.0], yTYVSx5iKt, 5710418]
[paragraph, [44.0, 1152.0, 753.0, 18.0], yTYVSx5iKt, 5710418]
[paragraph, [44.0, 1170.0, 753.0, 18.0], yTYVSx5iKt, 5710418]
[paragraph, [44.0, 1188.0, 753.0, 18.0], yTYVSx5iKt, 5710418]
[paragraph, [44.0, 1206.0, 753.0, 18.0], yTYVSx5iKt, 5710418]
