[1625, 1211]
[section-title, [209.0, 83.0, 395.0, 49.5], 8Mb7iIrYHS, 5742352]
[paragraph, [788.0, 86.0, 341.0, 36.0], 0qgvAFiufL, 5742352]
[paragraph, [788.0, 122.0, 341.0, 36.0], 0qgvAFiufL, 5742352]
[paragraph, [788.0, 158.0, 341.0, 36.0], 0qgvAFiufL, 5742352]
[paragraph, [788.0, 194.0, 341.0, 36.0], 0qgvAFiufL, 5742352]
[paragraph, [788.0, 230.0, 341.0, 36.0], 0qgvAFiufL, 5742352]
[paragraph, [788.0, 266.0, 341.0, 36.0], 0qgvAFiufL, 5742352]
[paragraph, [788.0, 302.0, 341.0, 36.0], 0qgvAFiufL, 5742352]
[paragraph, [788.0, 338.0, 341.0, 36.0], 0qgvAFiufL, 5742352]
[paragraph, [788.0, 374.0, 341.0, 36.0], 0qgvAFiufL, 5742352]
[paragraph, [788.0, 410.0, 341.0, 36.0], 0qgvAFiufL, 5742352]
[paragraph, [788.0, 446.0, 341.0, 36.0], 0qgvAFiufL, 5742352]
[paragraph, [788.0, 482.0, 341.0, 36.0], 0qgvAFiufL, 5742352]
[author, [316.0, 180.0, 203.0, 36.0], ETxUscQIcC, 5742352]
[paragraph, [436.0, 245.0, 342.0, 36.0], MTOSDmgeNL, 5742352]
[paragraph, [436.0, 281.0, 342.0, 36.0], MTOSDmgeNL, 5742352]
[paragraph, [436.0, 317.0, 342.0, 36.0], MTOSDmgeNL, 5742352]
[paragraph, [436.0, 353.0, 342.0, 36.0], MTOSDmgeNL, 5742352]
[paragraph, [436.0, 389.0, 342.0, 36.0], MTOSDmgeNL, 5742352]
[paragraph, [436.0, 425.0, 342.0, 36.0], MTOSDmgeNL, 5742352]
[paragraph, [436.0, 461.0, 342.0, 36.0], MTOSDmgeNL, 5742352]
[paragraph, [436.0, 497.0, 342.0, 36.0], MTOSDmgeNL, 5742352]
[paragraph, [436.0, 533.0, 342.0, 36.0], MTOSDmgeNL, 5742352]
[paragraph, [436.0, 569.0, 342.0, 36.0], MTOSDmgeNL, 5742352]
[paragraph, [71.0, 248.0, 342.0, 36.0], shoonya_1sYS0FJYV6OSSK, 5742352]
[paragraph, [71.0, 284.0, 342.0, 36.0], shoonya_1sYS0FJYV6OSSK, 5742352]
[paragraph, [71.0, 320.0, 342.0, 36.0], shoonya_1sYS0FJYV6OSSK, 5742352]
[paragraph, [75.0, 381.0, 334.0, 36.0], v7SA1Ltd4z, 5742352]
[paragraph, [75.0, 417.0, 334.0, 36.0], v7SA1Ltd4z, 5742352]
[paragraph, [75.0, 453.0, 334.0, 36.0], v7SA1Ltd4z, 5742352]
[paragraph, [75.0, 489.0, 334.0, 36.0], v7SA1Ltd4z, 5742352]
[paragraph, [75.0, 525.0, 334.0, 36.0], v7SA1Ltd4z, 5742352]
[paragraph, [75.0, 561.0, 334.0, 36.0], v7SA1Ltd4z, 5742352]
[paragraph, [789.0, 525.0, 341.0, 36.0], XzVcnzvEFE, 5742352]
[paragraph, [789.0, 561.0, 341.0, 36.0], XzVcnzvEFE, 5742352]
[paragraph, [789.0, 597.0, 341.0, 36.0], XzVcnzvEFE, 5742352]
[paragraph, [789.0, 633.0, 341.0, 36.0], XzVcnzvEFE, 5742352]
[paragraph, [789.0, 669.0, 341.0, 36.0], XzVcnzvEFE, 5742352]
[paragraph, [789.0, 705.0, 341.0, 36.0], XzVcnzvEFE, 5742352]
[paragraph, [789.0, 741.0, 341.0, 36.0], XzVcnzvEFE, 5742352]
[paragraph, [789.0, 777.0, 341.0, 36.0], XzVcnzvEFE, 5742352]
[paragraph, [789.0, 813.0, 341.0, 36.0], XzVcnzvEFE, 5742352]
[paragraph, [789.0, 849.0, 341.0, 36.0], XzVcnzvEFE, 5742352]
[paragraph, [789.0, 885.0, 341.0, 36.0], XzVcnzvEFE, 5742352]
[paragraph, [789.0, 921.0, 341.0, 36.0], XzVcnzvEFE, 5742352]
[paragraph, [438.0, 633.0, 342.0, 36.0], bIZYY9RHM6, 5742352]
[paragraph, [438.0, 669.0, 342.0, 36.0], bIZYY9RHM6, 5742352]
[paragraph, [438.0, 705.0, 342.0, 36.0], bIZYY9RHM6, 5742352]
[paragraph, [438.0, 741.0, 342.0, 36.0], bIZYY9RHM6, 5742352]
[paragraph, [438.0, 777.0, 342.0, 36.0], bIZYY9RHM6, 5742352]
[paragraph, [438.0, 813.0, 342.0, 36.0], bIZYY9RHM6, 5742352]
[paragraph, [438.0, 849.0, 342.0, 36.0], bIZYY9RHM6, 5742352]
[paragraph, [438.0, 885.0, 342.0, 36.0], bIZYY9RHM6, 5742352]
[paragraph, [438.0, 921.0, 342.0, 36.0], bIZYY9RHM6, 5742352]
[paragraph, [77.0, 644.0, 333.0, 36.0], EAgiL7DhfJ, 5742352]
[paragraph, [77.0, 680.0, 333.0, 36.0], EAgiL7DhfJ, 5742352]
[paragraph, [77.0, 716.0, 333.0, 36.0], EAgiL7DhfJ, 5742352]
[paragraph, [200.0, 776.0, 213.0, 36.0], 5j_6f52La0, 5742352]
[paragraph, [200.0, 812.0, 213.0, 36.0], 5j_6f52La0, 5742352]
[paragraph, [200.0, 848.0, 213.0, 36.0], 5j_6f52La0, 5742352]
[paragraph, [75.0, 904.0, 337.0, 36.0], KkwztPHgMS, 5742352]
[paragraph, [75.0, 940.0, 337.0, 36.0], KkwztPHgMS, 5742352]
[paragraph, [75.0, 976.0, 337.0, 36.0], KkwztPHgMS, 5742352]
[paragraph, [75.0, 1012.0, 337.0, 36.0], KkwztPHgMS, 5742352]
[paragraph, [75.0, 1048.0, 337.0, 36.0], KkwztPHgMS, 5742352]
[paragraph, [75.0, 1084.0, 337.0, 36.0], KkwztPHgMS, 5742352]
[paragraph, [75.0, 1120.0, 337.0, 36.0], KkwztPHgMS, 5742352]
[paragraph, [75.0, 1156.0, 337.0, 36.0], KkwztPHgMS, 5742352]
[paragraph, [75.0, 1192.0, 337.0, 36.0], KkwztPHgMS, 5742352]
[paragraph, [75.0, 1228.0, 337.0, 36.0], KkwztPHgMS, 5742352]
[paragraph, [75.0, 1264.0, 337.0, 36.0], KkwztPHgMS, 5742352]
[paragraph, [75.0, 1300.0, 337.0, 36.0], KkwztPHgMS, 5742352]
[paragraph, [75.0, 1336.0, 337.0, 36.0], KkwztPHgMS, 5742352]
[paragraph, [75.0, 1372.0, 337.0, 36.0], KkwztPHgMS, 5742352]
[paragraph, [75.0, 1408.0, 337.0, 36.0], KkwztPHgMS, 5742352]
[paragraph, [75.0, 1444.0, 337.0, 36.0], KkwztPHgMS, 5742352]
[paragraph, [792.0, 961.0, 334.0, 36.0], DH4ifjRXvK, 5742352]
[paragraph, [792.0, 997.0, 334.0, 36.0], DH4ifjRXvK, 5742352]
[paragraph, [433.0, 974.0, 345.0, 36.0], JCiy_4lLKT, 5742352]
