[3509, 2482]
[folio, [850.0, 214.0, 490.0, 52.5], V4eRoan5U5, 5692416]
[paragraph, [182.0, 324.0, 1845.0, 52.5], shoonya_3sI6AV5T6PX26N, 5692416]
[paragraph, [182.0, 376.5, 1845.0, 52.5], shoonya_3sI6AV5T6PX26N, 5692416]
[paragraph, [182.0, 429.0, 1845.0, 52.5], shoonya_3sI6AV5T6PX26N, 5692416]
[paragraph, [182.0, 481.5, 1845.0, 52.5], shoonya_3sI6AV5T6PX26N, 5692416]
[paragraph, [182.0, 534.0, 1845.0, 52.5], shoonya_3sI6AV5T6PX26N, 5692416]
[paragraph, [182.0, 586.5, 1845.0, 52.5], shoonya_3sI6AV5T6PX26N, 5692416]
[paragraph, [182.0, 639.0, 1845.0, 52.5], shoonya_3sI6AV5T6PX26N, 5692416]
[paragraph, [182.0, 691.5, 1845.0, 52.5], shoonya_3sI6AV5T6PX26N, 5692416]
[section-title, [995.0, 828.0, 210.0, 93.0], -jvk7ZjK6R, 5692416]
[paragraph, [198.0, 968.0, 949.0, 52.5], 5nwWzClSIa, 5692416]
[paragraph, [202.0, 1048.0, 1822.0, 52.5], shoonya_1s651BGIAZJ5ES, 5692416]
[paragraph, [202.0, 1100.5, 1822.0, 52.5], shoonya_1s651BGIAZJ5ES, 5692416]
[paragraph, [202.0, 1153.0, 1822.0, 52.5], shoonya_1s651BGIAZJ5ES, 5692416]
[paragraph, [202.0, 1205.5, 1822.0, 52.5], shoonya_1s651BGIAZJ5ES, 5692416]
[paragraph, [312.0, 1289.0, 376.0, 52.5], shoonya_2sB2FLF56B4NBO, 5692416]
[paragraph, [282.0, 1362.0, 986.0, 52.5], qozCmbEGv2, 5692416]
[paragraph, [172.0, 1445.0, 1862.0, 52.5], shoonya_0sQELZMFUZN3YV, 5692416]
[paragraph, [172.0, 1497.5, 1862.0, 52.5], shoonya_0sQELZMFUZN3YV, 5692416]
[paragraph, [172.0, 1550.0, 1862.0, 52.5], shoonya_0sQELZMFUZN3YV, 5692416]
[paragraph, [172.0, 1602.5, 1862.0, 52.5], shoonya_0sQELZMFUZN3YV, 5692416]
[paragraph, [172.0, 1655.0, 1862.0, 52.5], shoonya_0sQELZMFUZN3YV, 5692416]
[paragraph, [172.0, 1707.5, 1862.0, 52.5], shoonya_0sQELZMFUZN3YV, 5692416]
[paragraph, [172.0, 1760.0, 1862.0, 52.5], shoonya_0sQELZMFUZN3YV, 5692416]
[paragraph, [172.0, 1812.5, 1862.0, 52.5], shoonya_0sQELZMFUZN3YV, 5692416]
[paragraph, [172.0, 1865.0, 1862.0, 52.5], shoonya_0sQELZMFUZN3YV, 5692416]
[paragraph, [172.0, 1917.5, 1862.0, 52.5], shoonya_0sQELZMFUZN3YV, 5692416]
[paragraph, [172.0, 1970.0, 1862.0, 52.5], shoonya_0sQELZMFUZN3YV, 5692416]
[paragraph, [172.0, 2022.5, 1862.0, 52.5], shoonya_0sQELZMFUZN3YV, 5692416]
[paragraph, [172.0, 2075.0, 1862.0, 52.5], shoonya_0sQELZMFUZN3YV, 5692416]
[paragraph, [172.0, 2127.5, 1862.0, 52.5], shoonya_0sQELZMFUZN3YV, 5692416]
[paragraph, [172.0, 2180.0, 1862.0, 52.5], shoonya_0sQELZMFUZN3YV, 5692416]
[paragraph, [172.0, 2232.5, 1862.0, 52.5], shoonya_0sQELZMFUZN3YV, 5692416]
[paragraph, [172.0, 2285.0, 1862.0, 52.5], shoonya_0sQELZMFUZN3YV, 5692416]
[paragraph, [172.0, 2337.5, 1862.0, 52.5], shoonya_0sQELZMFUZN3YV, 5692416]
[paragraph, [172.0, 2390.0, 1862.0, 52.5], shoonya_0sQELZMFUZN3YV, 5692416]
[paragraph, [172.0, 2442.5, 1862.0, 52.5], shoonya_0sQELZMFUZN3YV, 5692416]
[paragraph, [172.0, 2495.0, 1862.0, 52.5], shoonya_0sQELZMFUZN3YV, 5692416]
[paragraph, [172.0, 2547.5, 1862.0, 52.5], shoonya_0sQELZMFUZN3YV, 5692416]
[paragraph, [173.0, 2609.0, 1858.0, 52.5], SdHt_cwSur, 5692416]
[paragraph, [173.0, 2661.5, 1858.0, 52.5], SdHt_cwSur, 5692416]
[paragraph, [173.0, 2714.0, 1858.0, 52.5], SdHt_cwSur, 5692416]
[paragraph, [273.0, 2764.0, 428.0, 52.5], eqPN_ukUi6, 5692416]
[paragraph, [294.0, 3074.0, 539.0, 52.5], NRvBAdh0Rq, 5692416]
[paragraph, [204.0, 3155.0, 1830.0, 52.5], DwW2C5ug0O, 5692416]
[paragraph, [204.0, 3207.5, 1830.0, 52.5], DwW2C5ug0O, 5692416]
[paragraph, [204.0, 3260.0, 1830.0, 52.5], DwW2C5ug0O, 5692416]
