[1725, 1275]
[headline, [147.0, 662.0, 1064.0, 37.5], shoonya_7sVK9DC0V5LRIJ, 5713253]
[headline, [147.0, 699.5, 1064.0, 37.5], shoonya_7sVK9DC0V5LRIJ, 5713253]
[headline, [147.0, 737.0, 1064.0, 37.5], shoonya_7sVK9DC0V5LRIJ, 5713253]
[headline, [147.0, 774.5, 1064.0, 37.5], shoonya_7sVK9DC0V5LRIJ, 5713253]
[headline, [147.0, 812.0, 1064.0, 37.5], shoonya_7sVK9DC0V5LRIJ, 5713253]
[headline, [147.0, 849.5, 1064.0, 37.5], shoonya_7sVK9DC0V5LRIJ, 5713253]
[headline, [147.0, 887.0, 1064.0, 37.5], shoonya_7sVK9DC0V5LRIJ, 5713253]
[author, [510.0, 964.0, 247.0, 36.0], shoonya_6sDPXL6K8DDFDR, 5713253]
[author, [511.0, 964.0, 247.0, 36.0], shoonya_8sAOQHYZYA93O3, 5713253]
[paragraph, [102.0, 1027.0, 1058.0, 36.0], shoonya_1s1MZ3O4TX26EW, 5713253]
[paragraph, [102.0, 1063.0, 1058.0, 36.0], shoonya_1s1MZ3O4TX26EW, 5713253]
[paragraph, [102.0, 1099.0, 1058.0, 36.0], shoonya_1s1MZ3O4TX26EW, 5713253]
[paragraph, [54.0, 1169.0, 579.0, 36.0], shoonya_0s6I9TTS4EC4C3, 5713253]
[paragraph, [54.0, 1205.0, 579.0, 36.0], shoonya_0s6I9TTS4EC4C3, 5713253]
[paragraph, [54.0, 1241.0, 579.0, 36.0], shoonya_0s6I9TTS4EC4C3, 5713253]
[paragraph, [54.0, 1277.0, 579.0, 36.0], shoonya_0s6I9TTS4EC4C3, 5713253]
[paragraph, [54.0, 1313.0, 579.0, 36.0], shoonya_0s6I9TTS4EC4C3, 5713253]
[paragraph, [54.0, 1349.0, 579.0, 36.0], shoonya_0s6I9TTS4EC4C3, 5713253]
[paragraph, [54.0, 1385.0, 579.0, 36.0], shoonya_0s6I9TTS4EC4C3, 5713253]
[paragraph, [54.0, 1421.0, 579.0, 36.0], shoonya_0s6I9TTS4EC4C3, 5713253]
[paragraph, [54.0, 1457.0, 579.0, 36.0], shoonya_0s6I9TTS4EC4C3, 5713253]
[paragraph, [54.0, 1493.0, 579.0, 36.0], shoonya_0s6I9TTS4EC4C3, 5713253]
[paragraph, [54.0, 1529.0, 579.0, 36.0], shoonya_0s6I9TTS4EC4C3, 5713253]
[paragraph, [54.0, 1565.0, 579.0, 36.0], shoonya_0s6I9TTS4EC4C3, 5713253]
[paragraph, [54.0, 1601.0, 579.0, 36.0], shoonya_0s6I9TTS4EC4C3, 5713253]
[paragraph, [634.0, 1175.0, 585.0, 36.0], shoonya_5sZF24RY4T1KRP, 5713253]
[paragraph, [634.0, 1211.0, 585.0, 36.0], shoonya_5sZF24RY4T1KRP, 5713253]
[paragraph, [634.0, 1247.0, 585.0, 36.0], shoonya_5sZF24RY4T1KRP, 5713253]
[paragraph, [634.0, 1283.0, 585.0, 36.0], shoonya_5sZF24RY4T1KRP, 5713253]
[paragraph, [634.0, 1319.0, 585.0, 36.0], shoonya_5sZF24RY4T1KRP, 5713253]
[paragraph, [637.0, 1360.0, 583.0, 36.0], shoonya_4sD09M7TLP7URN, 5713253]
[paragraph, [637.0, 1396.0, 583.0, 36.0], shoonya_4sD09M7TLP7URN, 5713253]
[paragraph, [637.0, 1432.0, 583.0, 36.0], shoonya_4sD09M7TLP7URN, 5713253]
[paragraph, [637.0, 1468.0, 583.0, 36.0], shoonya_4sD09M7TLP7URN, 5713253]
[paragraph, [637.0, 1504.0, 583.0, 36.0], shoonya_4sD09M7TLP7URN, 5713253]
[paragraph, [637.0, 1540.0, 583.0, 36.0], shoonya_4sD09M7TLP7URN, 5713253]
[paragraph, [637.0, 1576.0, 583.0, 36.0], shoonya_4sD09M7TLP7URN, 5713253]
