[1650, 1275]
[chapter-title, [886.0, 25.0, 246.0, 58.5], shoonya_0sUML75WSHNFCD, 5774647]
[unordered-list, [157.0, 188.0, 973.0, 36.0], CH1S81NAg7, 5774647]
[unordered-list, [157.0, 224.0, 973.0, 36.0], CH1S81NAg7, 5774647]
[unordered-list, [157.0, 260.0, 973.0, 36.0], CH1S81NAg7, 5774647]
[unordered-list, [157.0, 296.0, 973.0, 36.0], CH1S81NAg7, 5774647]
[unordered-list, [157.0, 332.0, 973.0, 36.0], CH1S81NAg7, 5774647]
[unordered-list, [157.0, 368.0, 973.0, 36.0], CH1S81NAg7, 5774647]
[unordered-list, [157.0, 404.0, 973.0, 36.0], CH1S81NAg7, 5774647]
[unordered-list, [157.0, 440.0, 973.0, 36.0], CH1S81NAg7, 5774647]
[unordered-list, [157.0, 476.0, 973.0, 36.0], CH1S81NAg7, 5774647]
[unordered-list, [157.0, 512.0, 973.0, 36.0], CH1S81NAg7, 5774647]
[unordered-list, [157.0, 548.0, 973.0, 36.0], CH1S81NAg7, 5774647]
[unordered-list, [157.0, 584.0, 973.0, 36.0], CH1S81NAg7, 5774647]
[paragraph, [138.0, 645.0, 997.0, 36.0], By47EK9dV7, 5774647]
[paragraph, [138.0, 681.0, 997.0, 36.0], By47EK9dV7, 5774647]
[paragraph, [138.0, 717.0, 997.0, 36.0], By47EK9dV7, 5774647]
[paragraph, [135.0, 782.0, 1002.0, 36.0], I5CYxQLZIG, 5774647]
[paragraph, [135.0, 818.0, 1002.0, 36.0], I5CYxQLZIG, 5774647]
[paragraph, [135.0, 854.0, 1002.0, 36.0], I5CYxQLZIG, 5774647]
[paragraph, [135.0, 890.0, 1002.0, 36.0], I5CYxQLZIG, 5774647]
[paragraph, [135.0, 926.0, 1002.0, 36.0], I5CYxQLZIG, 5774647]
[paragraph, [135.0, 962.0, 1002.0, 36.0], I5CYxQLZIG, 5774647]
[paragraph, [135.0, 998.0, 1002.0, 36.0], I5CYxQLZIG, 5774647]
[ordered-list, [133.0, 1090.0, 1005.0, 36.0], ICwo49H1rj, 5774647]
[ordered-list, [133.0, 1126.0, 1005.0, 36.0], ICwo49H1rj, 5774647]
[ordered-list, [133.0, 1162.0, 1005.0, 36.0], ICwo49H1rj, 5774647]
[ordered-list, [133.0, 1198.0, 1005.0, 36.0], ICwo49H1rj, 5774647]
[ordered-list, [133.0, 1234.0, 1005.0, 36.0], ICwo49H1rj, 5774647]
[ordered-list, [133.0, 1270.0, 1005.0, 36.0], ICwo49H1rj, 5774647]
[ordered-list, [133.0, 1306.0, 1005.0, 36.0], ICwo49H1rj, 5774647]
[ordered-list, [133.0, 1342.0, 1005.0, 36.0], ICwo49H1rj, 5774647]
[ordered-list, [133.0, 1378.0, 1005.0, 36.0], ICwo49H1rj, 5774647]
[ordered-list, [133.0, 1414.0, 1005.0, 36.0], ICwo49H1rj, 5774647]
[ordered-list, [133.0, 1450.0, 1005.0, 36.0], ICwo49H1rj, 5774647]
[ordered-list, [133.0, 1486.0, 1005.0, 36.0], ICwo49H1rj, 5774647]
[website-link, [895.0, 1095.0, 239.0, 18.0], Yi9xhJWbZf, 5774647]
[website-link, [733.0, 1130.0, 382.0, 18.0], jrt-kI91wo, 5774647]
[website-link, [733.0, 1148.0, 382.0, 18.0], jrt-kI91wo, 5774647]
[website-link, [733.0, 1178.0, 380.0, 18.0], Ccfcp7v2TE, 5774647]
[website-link, [806.0, 1225.0, 328.0, 18.0], LI0_15dpNa, 5774647]
[website-link, [806.0, 1243.0, 328.0, 18.0], LI0_15dpNa, 5774647]
[website-link, [801.0, 1267.0, 326.0, 18.0], 3AsqXViabb, 5774647]
[website-link, [801.0, 1285.0, 326.0, 18.0], 3AsqXViabb, 5774647]
[website-link, [804.0, 1308.0, 320.0, 18.0], PideXq7yYI, 5774647]
[website-link, [808.0, 1347.0, 320.0, 18.0], pHlVm5xdzD, 5774647]
[website-link, [808.0, 1365.0, 320.0, 18.0], pHlVm5xdzD, 5774647]
[website-link, [806.0, 1420.0, 321.0, 18.0], sj-FpVB5HV, 5774647]
[website-link, [466.0, 1498.0, 194.0, 18.0], 63OA7JHV_-, 5774647]
[website-link, [466.0, 1516.0, 194.0, 18.0], 63OA7JHV_-, 5774647]
[website-link, [427.0, 1560.0, 248.0, 18.0], QCYSrH6Cju, 5774647]
[website-link, [427.0, 1578.0, 248.0, 18.0], QCYSrH6Cju, 5774647]
[folio, [122.0, 1562.0, 581.0, 36.0], VVXaFoO3HA, 5774647]
