[2339, 1656]
[paragraph, [189.0, 191.0, 1273.0, 36.0], shoonya_3sASPKSGSOX45R, 5753033]
[paragraph, [189.0, 227.0, 1273.0, 36.0], shoonya_3sASPKSGSOX45R, 5753033]
[paragraph, [189.0, 263.0, 1273.0, 36.0], shoonya_3sASPKSGSOX45R, 5753033]
[paragraph, [182.0, 375.0, 1289.0, 36.0], shoonya_1sWUVTFTLP6TTE, 5753033]
[paragraph, [182.0, 411.0, 1289.0, 36.0], shoonya_1sWUVTFTLP6TTE, 5753033]
[paragraph, [182.0, 447.0, 1289.0, 36.0], shoonya_1sWUVTFTLP6TTE, 5753033]
[paragraph, [182.0, 483.0, 1289.0, 36.0], shoonya_1sWUVTFTLP6TTE, 5753033]
[paragraph, [182.0, 519.0, 1289.0, 36.0], shoonya_1sWUVTFTLP6TTE, 5753033]
[paragraph, [182.0, 555.0, 1289.0, 36.0], shoonya_1sWUVTFTLP6TTE, 5753033]
[paragraph, [182.0, 591.0, 1289.0, 36.0], shoonya_1sWUVTFTLP6TTE, 5753033]
[paragraph, [182.0, 627.0, 1289.0, 36.0], shoonya_1sWUVTFTLP6TTE, 5753033]
[paragraph, [182.0, 663.0, 1289.0, 36.0], shoonya_1sWUVTFTLP6TTE, 5753033]
[paragraph, [182.0, 699.0, 1289.0, 36.0], shoonya_1sWUVTFTLP6TTE, 5753033]
[paragraph, [182.0, 735.0, 1289.0, 36.0], shoonya_1sWUVTFTLP6TTE, 5753033]
[paragraph, [182.0, 771.0, 1289.0, 36.0], shoonya_1sWUVTFTLP6TTE, 5753033]
[paragraph, [182.0, 807.0, 1289.0, 36.0], shoonya_1sWUVTFTLP6TTE, 5753033]
[paragraph, [182.0, 843.0, 1289.0, 36.0], shoonya_1sWUVTFTLP6TTE, 5753033]
[paragraph, [182.0, 879.0, 1289.0, 36.0], shoonya_1sWUVTFTLP6TTE, 5753033]
[paragraph, [182.0, 915.0, 1289.0, 36.0], shoonya_1sWUVTFTLP6TTE, 5753033]
[paragraph, [182.0, 951.0, 1289.0, 36.0], shoonya_1sWUVTFTLP6TTE, 5753033]
[paragraph, [182.0, 987.0, 1289.0, 36.0], shoonya_1sWUVTFTLP6TTE, 5753033]
[paragraph, [182.0, 1023.0, 1289.0, 36.0], shoonya_1sWUVTFTLP6TTE, 5753033]
[paragraph, [182.0, 1059.0, 1289.0, 36.0], shoonya_1sWUVTFTLP6TTE, 5753033]
[paragraph, [182.0, 1095.0, 1289.0, 36.0], shoonya_1sWUVTFTLP6TTE, 5753033]
[paragraph, [182.0, 1131.0, 1289.0, 36.0], shoonya_1sWUVTFTLP6TTE, 5753033]
[paragraph, [182.0, 1167.0, 1289.0, 36.0], shoonya_1sWUVTFTLP6TTE, 5753033]
[paragraph, [182.0, 1203.0, 1289.0, 36.0], shoonya_1sWUVTFTLP6TTE, 5753033]
[paragraph, [182.0, 1239.0, 1289.0, 36.0], shoonya_1sWUVTFTLP6TTE, 5753033]
[paragraph, [185.0, 1329.0, 1284.0, 36.0], shoonya_0sK8M6GD3M2OWD, 5753033]
[paragraph, [185.0, 1365.0, 1284.0, 36.0], shoonya_0sK8M6GD3M2OWD, 5753033]
[paragraph, [185.0, 1401.0, 1284.0, 36.0], shoonya_0sK8M6GD3M2OWD, 5753033]
[paragraph, [185.0, 1437.0, 1284.0, 36.0], shoonya_0sK8M6GD3M2OWD, 5753033]
[paragraph, [185.0, 1473.0, 1284.0, 36.0], shoonya_0sK8M6GD3M2OWD, 5753033]
[paragraph, [185.0, 1509.0, 1284.0, 36.0], shoonya_0sK8M6GD3M2OWD, 5753033]
[paragraph, [185.0, 1545.0, 1284.0, 36.0], shoonya_0sK8M6GD3M2OWD, 5753033]
[paragraph, [185.0, 1581.0, 1284.0, 36.0], shoonya_0sK8M6GD3M2OWD, 5753033]
[paragraph, [185.0, 1617.0, 1284.0, 36.0], shoonya_0sK8M6GD3M2OWD, 5753033]
[paragraph, [185.0, 1653.0, 1284.0, 36.0], shoonya_0sK8M6GD3M2OWD, 5753033]
[paragraph, [185.0, 1689.0, 1284.0, 36.0], shoonya_0sK8M6GD3M2OWD, 5753033]
[paragraph, [185.0, 1725.0, 1284.0, 36.0], shoonya_0sK8M6GD3M2OWD, 5753033]
[paragraph, [185.0, 1761.0, 1284.0, 36.0], shoonya_0sK8M6GD3M2OWD, 5753033]
[paragraph, [185.0, 1797.0, 1284.0, 36.0], shoonya_0sK8M6GD3M2OWD, 5753033]
[paragraph, [185.0, 1833.0, 1284.0, 36.0], shoonya_0sK8M6GD3M2OWD, 5753033]
[paragraph, [185.0, 1869.0, 1284.0, 36.0], shoonya_0sK8M6GD3M2OWD, 5753033]
[paragraph, [185.0, 1905.0, 1284.0, 36.0], shoonya_0sK8M6GD3M2OWD, 5753033]
[paragraph, [185.0, 1941.0, 1284.0, 36.0], shoonya_0sK8M6GD3M2OWD, 5753033]
[paragraph, [185.0, 1977.0, 1284.0, 36.0], shoonya_0sK8M6GD3M2OWD, 5753033]
[paragraph, [185.0, 2013.0, 1284.0, 36.0], shoonya_0sK8M6GD3M2OWD, 5753033]
[paragraph, [185.0, 2049.0, 1284.0, 36.0], shoonya_0sK8M6GD3M2OWD, 5753033]
[folio, [281.0, 2135.0, 497.0, 36.0], V_lp7Pfz_9, 5753033]
