[911, 559]
[chapter-title, [166.0, 14.0, 229.0, 30.0], shoonya_0s97CWXMUP3F96, 5776195]
[paragraph, [15.0, 57.0, 530.0, 18.0], RBFVujX51r, 5776195]
[paragraph, [15.0, 75.0, 530.0, 18.0], RBFVujX51r, 5776195]
[paragraph, [15.0, 93.0, 530.0, 18.0], RBFVujX51r, 5776195]
[paragraph, [15.0, 111.0, 530.0, 18.0], RBFVujX51r, 5776195]
[paragraph, [15.0, 129.0, 530.0, 18.0], RBFVujX51r, 5776195]
[paragraph, [15.0, 147.0, 530.0, 18.0], RBFVujX51r, 5776195]
[paragraph, [16.0, 176.0, 529.0, 18.0], ouOcfB-EX_, 5776195]
[paragraph, [16.0, 194.0, 529.0, 18.0], ouOcfB-EX_, 5776195]
[paragraph, [16.0, 212.0, 529.0, 18.0], ouOcfB-EX_, 5776195]
[paragraph, [16.0, 230.0, 529.0, 18.0], ouOcfB-EX_, 5776195]
[paragraph, [16.0, 248.0, 529.0, 18.0], ouOcfB-EX_, 5776195]
[paragraph, [16.0, 266.0, 529.0, 18.0], ouOcfB-EX_, 5776195]
[paragraph, [16.0, 284.0, 529.0, 18.0], ouOcfB-EX_, 5776195]
[paragraph, [16.0, 302.0, 529.0, 18.0], ouOcfB-EX_, 5776195]
[paragraph, [16.0, 320.0, 529.0, 18.0], ouOcfB-EX_, 5776195]
[paragraph, [16.0, 338.0, 529.0, 18.0], ouOcfB-EX_, 5776195]
[paragraph, [16.0, 356.0, 529.0, 18.0], ouOcfB-EX_, 5776195]
[paragraph, [16.0, 374.0, 529.0, 18.0], ouOcfB-EX_, 5776195]
[paragraph, [16.0, 392.0, 529.0, 18.0], ouOcfB-EX_, 5776195]
[paragraph, [16.0, 410.0, 529.0, 18.0], ouOcfB-EX_, 5776195]
[paragraph, [16.0, 428.0, 529.0, 18.0], ouOcfB-EX_, 5776195]
[paragraph, [16.0, 446.0, 529.0, 18.0], ouOcfB-EX_, 5776195]
[paragraph, [16.0, 464.0, 529.0, 18.0], ouOcfB-EX_, 5776195]
[paragraph, [16.0, 482.0, 529.0, 18.0], ouOcfB-EX_, 5776195]
[paragraph, [16.0, 500.0, 529.0, 18.0], ouOcfB-EX_, 5776195]
[paragraph, [16.0, 518.0, 529.0, 18.0], ouOcfB-EX_, 5776195]
[paragraph, [16.0, 536.0, 529.0, 18.0], ouOcfB-EX_, 5776195]
[paragraph, [16.0, 554.0, 529.0, 18.0], ouOcfB-EX_, 5776195]
[paragraph, [16.0, 572.0, 529.0, 18.0], ouOcfB-EX_, 5776195]
[paragraph, [16.0, 590.0, 529.0, 18.0], ouOcfB-EX_, 5776195]
[paragraph, [16.0, 608.0, 529.0, 18.0], ouOcfB-EX_, 5776195]
[paragraph, [16.0, 626.0, 529.0, 18.0], ouOcfB-EX_, 5776195]
[paragraph, [13.0, 659.0, 532.0, 18.0], ioFXQJd9_P, 5776195]
[paragraph, [13.0, 677.0, 532.0, 18.0], ioFXQJd9_P, 5776195]
[paragraph, [13.0, 695.0, 532.0, 18.0], ioFXQJd9_P, 5776195]
[paragraph, [13.0, 713.0, 532.0, 18.0], ioFXQJd9_P, 5776195]
[paragraph, [13.0, 731.0, 532.0, 18.0], ioFXQJd9_P, 5776195]
[paragraph, [13.0, 749.0, 532.0, 18.0], ioFXQJd9_P, 5776195]
[paragraph, [13.0, 767.0, 532.0, 18.0], ioFXQJd9_P, 5776195]
[paragraph, [13.0, 785.0, 532.0, 18.0], ioFXQJd9_P, 5776195]
[paragraph, [13.0, 803.0, 532.0, 18.0], ioFXQJd9_P, 5776195]
[paragraph, [13.0, 821.0, 532.0, 18.0], ioFXQJd9_P, 5776195]
[paragraph, [13.0, 839.0, 532.0, 18.0], ioFXQJd9_P, 5776195]
[paragraph, [13.0, 857.0, 532.0, 18.0], ioFXQJd9_P, 5776195]
[paragraph, [13.0, 875.0, 532.0, 18.0], ioFXQJd9_P, 5776195]
