[1387, 987]
[paragraph, [20.0, 71.0, 893.0, 18.0], shoonya_0sF75JXXHZUD45, 5652637]
[paragraph, [20.0, 89.0, 893.0, 18.0], shoonya_0sF75JXXHZUD45, 5652637]
[paragraph, [20.0, 107.0, 893.0, 18.0], shoonya_0sF75JXXHZUD45, 5652637]
[paragraph, [20.0, 125.0, 893.0, 18.0], shoonya_0sF75JXXHZUD45, 5652637]
[paragraph, [20.0, 143.0, 893.0, 18.0], shoonya_0sF75JXXHZUD45, 5652637]
[paragraph, [20.0, 161.0, 893.0, 18.0], shoonya_0sF75JXXHZUD45, 5652637]
[paragraph, [20.0, 179.0, 893.0, 18.0], shoonya_0sF75JXXHZUD45, 5652637]
[paragraph, [20.0, 197.0, 893.0, 18.0], shoonya_0sF75JXXHZUD45, 5652637]
[paragraph, [20.0, 215.0, 893.0, 18.0], shoonya_0sF75JXXHZUD45, 5652637]
[paragraph, [20.0, 233.0, 893.0, 18.0], shoonya_0sF75JXXHZUD45, 5652637]
[paragraph, [20.0, 251.0, 893.0, 18.0], shoonya_0sF75JXXHZUD45, 5652637]
[paragraph, [27.0, 277.0, 924.0, 18.0], ah70g1NK0j, 5652637]
[paragraph, [27.0, 295.0, 924.0, 18.0], ah70g1NK0j, 5652637]
[paragraph, [27.0, 313.0, 924.0, 18.0], ah70g1NK0j, 5652637]
[paragraph, [27.0, 331.0, 924.0, 18.0], ah70g1NK0j, 5652637]
[paragraph, [27.0, 349.0, 924.0, 18.0], ah70g1NK0j, 5652637]
[paragraph, [27.0, 367.0, 924.0, 18.0], ah70g1NK0j, 5652637]
[paragraph, [27.0, 385.0, 924.0, 18.0], ah70g1NK0j, 5652637]
[paragraph, [27.0, 403.0, 924.0, 18.0], ah70g1NK0j, 5652637]
[paragraph, [27.0, 421.0, 924.0, 18.0], ah70g1NK0j, 5652637]
[paragraph, [27.0, 439.0, 924.0, 18.0], ah70g1NK0j, 5652637]
[paragraph, [27.0, 457.0, 924.0, 18.0], ah70g1NK0j, 5652637]
[paragraph, [27.0, 475.0, 924.0, 18.0], ah70g1NK0j, 5652637]
[paragraph, [27.0, 493.0, 924.0, 18.0], ah70g1NK0j, 5652637]
[paragraph, [27.0, 511.0, 924.0, 18.0], ah70g1NK0j, 5652637]
[paragraph, [27.0, 529.0, 924.0, 18.0], ah70g1NK0j, 5652637]
[paragraph, [27.0, 547.0, 924.0, 18.0], ah70g1NK0j, 5652637]
[paragraph, [27.0, 565.0, 924.0, 18.0], ah70g1NK0j, 5652637]
[paragraph, [27.0, 583.0, 924.0, 18.0], ah70g1NK0j, 5652637]
[paragraph, [27.0, 601.0, 924.0, 18.0], ah70g1NK0j, 5652637]
[paragraph, [33.0, 634.0, 910.0, 18.0], HjJttVU1ZO, 5652637]
[paragraph, [33.0, 652.0, 910.0, 18.0], HjJttVU1ZO, 5652637]
[paragraph, [33.0, 670.0, 910.0, 18.0], HjJttVU1ZO, 5652637]
[paragraph, [33.0, 688.0, 910.0, 18.0], HjJttVU1ZO, 5652637]
[paragraph, [33.0, 706.0, 910.0, 18.0], HjJttVU1ZO, 5652637]
[paragraph, [33.0, 724.0, 910.0, 18.0], HjJttVU1ZO, 5652637]
[paragraph, [54.0, 758.0, 914.0, 18.0], x6lu03WkGf, 5652637]
[paragraph, [54.0, 776.0, 914.0, 18.0], x6lu03WkGf, 5652637]
[paragraph, [54.0, 794.0, 914.0, 18.0], x6lu03WkGf, 5652637]
[paragraph, [54.0, 812.0, 914.0, 18.0], x6lu03WkGf, 5652637]
[paragraph, [54.0, 830.0, 914.0, 18.0], x6lu03WkGf, 5652637]
[paragraph, [54.0, 848.0, 914.0, 18.0], x6lu03WkGf, 5652637]
[paragraph, [54.0, 866.0, 914.0, 18.0], x6lu03WkGf, 5652637]
[paragraph, [54.0, 886.0, 916.0, 18.0], oizC6VR-qJ, 5652637]
[paragraph, [54.0, 904.0, 916.0, 18.0], oizC6VR-qJ, 5652637]
[paragraph, [54.0, 922.0, 916.0, 18.0], oizC6VR-qJ, 5652637]
[paragraph, [54.0, 940.0, 916.0, 18.0], oizC6VR-qJ, 5652637]
[paragraph, [54.0, 958.0, 916.0, 18.0], oizC6VR-qJ, 5652637]
[paragraph, [54.0, 976.0, 916.0, 18.0], oizC6VR-qJ, 5652637]
[paragraph, [54.0, 994.0, 916.0, 18.0], oizC6VR-qJ, 5652637]
[paragraph, [54.0, 1012.0, 916.0, 18.0], oizC6VR-qJ, 5652637]
[paragraph, [54.0, 1030.0, 916.0, 18.0], oizC6VR-qJ, 5652637]
[paragraph, [18.0, 1059.0, 964.0, 18.0], M-Tnc0d8rJ, 5652637]
[paragraph, [18.0, 1077.0, 964.0, 18.0], M-Tnc0d8rJ, 5652637]
[paragraph, [18.0, 1095.0, 964.0, 18.0], M-Tnc0d8rJ, 5652637]
[paragraph, [18.0, 1113.0, 964.0, 18.0], M-Tnc0d8rJ, 5652637]
[paragraph, [18.0, 1131.0, 964.0, 18.0], M-Tnc0d8rJ, 5652637]
[paragraph, [18.0, 1149.0, 964.0, 18.0], M-Tnc0d8rJ, 5652637]
[paragraph, [18.0, 1167.0, 964.0, 18.0], M-Tnc0d8rJ, 5652637]
