[2339, 1653]
[paragraph, [512.0, 189.0, 484.0, 36.0], shoonya_6sB7L1M0TP5UPQ, 5753352]
[paragraph, [512.0, 225.0, 484.0, 36.0], shoonya_6sB7L1M0TP5UPQ, 5753352]
[paragraph, [512.0, 261.0, 484.0, 36.0], shoonya_6sB7L1M0TP5UPQ, 5753352]
[paragraph, [512.0, 297.0, 484.0, 36.0], shoonya_6sB7L1M0TP5UPQ, 5753352]
[paragraph, [512.0, 333.0, 484.0, 36.0], shoonya_6sB7L1M0TP5UPQ, 5753352]
[paragraph, [237.0, 428.0, 1176.0, 36.0], shoonya_1sP09YGOKFFS5K, 5753352]
[paragraph, [237.0, 464.0, 1176.0, 36.0], shoonya_1sP09YGOKFFS5K, 5753352]
[paragraph, [237.0, 500.0, 1176.0, 36.0], shoonya_1sP09YGOKFFS5K, 5753352]
[paragraph, [237.0, 536.0, 1176.0, 36.0], shoonya_1sP09YGOKFFS5K, 5753352]
[paragraph, [237.0, 572.0, 1176.0, 36.0], shoonya_1sP09YGOKFFS5K, 5753352]
[paragraph, [237.0, 608.0, 1176.0, 36.0], shoonya_1sP09YGOKFFS5K, 5753352]
[paragraph, [237.0, 644.0, 1176.0, 36.0], shoonya_1sP09YGOKFFS5K, 5753352]
[paragraph, [237.0, 680.0, 1176.0, 36.0], shoonya_1sP09YGOKFFS5K, 5753352]
[paragraph, [237.0, 716.0, 1176.0, 36.0], shoonya_1sP09YGOKFFS5K, 5753352]
[paragraph, [237.0, 752.0, 1176.0, 36.0], shoonya_1sP09YGOKFFS5K, 5753352]
[paragraph, [237.0, 788.0, 1176.0, 36.0], shoonya_1sP09YGOKFFS5K, 5753352]
[paragraph, [237.0, 824.0, 1176.0, 36.0], shoonya_1sP09YGOKFFS5K, 5753352]
[paragraph, [515.0, 911.0, 433.0, 36.0], shoonya_8s5S5B2RT1F6VW, 5753352]
[paragraph, [515.0, 947.0, 433.0, 36.0], shoonya_8s5S5B2RT1F6VW, 5753352]
[paragraph, [515.0, 983.0, 433.0, 36.0], shoonya_8s5S5B2RT1F6VW, 5753352]
[paragraph, [515.0, 1019.0, 433.0, 36.0], shoonya_8s5S5B2RT1F6VW, 5753352]
[paragraph, [515.0, 1055.0, 433.0, 36.0], shoonya_8s5S5B2RT1F6VW, 5753352]
[paragraph, [233.0, 1154.0, 1181.0, 36.0], shoonya_3sPXRXY1SYCEDC, 5753352]
[paragraph, [233.0, 1190.0, 1181.0, 36.0], shoonya_3sPXRXY1SYCEDC, 5753352]
[paragraph, [233.0, 1226.0, 1181.0, 36.0], shoonya_3sPXRXY1SYCEDC, 5753352]
[paragraph, [233.0, 1262.0, 1181.0, 36.0], shoonya_3sPXRXY1SYCEDC, 5753352]
[paragraph, [511.0, 1368.0, 405.0, 36.0], shoonya_7s0FS374NJEPYK, 5753352]
[paragraph, [511.0, 1404.0, 405.0, 36.0], shoonya_7s0FS374NJEPYK, 5753352]
[paragraph, [511.0, 1440.0, 405.0, 36.0], shoonya_7s0FS374NJEPYK, 5753352]
[paragraph, [511.0, 1476.0, 405.0, 36.0], shoonya_7s0FS374NJEPYK, 5753352]
[paragraph, [511.0, 1512.0, 405.0, 36.0], shoonya_7s0FS374NJEPYK, 5753352]
[paragraph, [239.0, 1608.0, 1174.0, 36.0], shoonya_0sSU8Q4R7YX6NM, 5753352]
[paragraph, [239.0, 1644.0, 1174.0, 36.0], shoonya_0sSU8Q4R7YX6NM, 5753352]
[paragraph, [239.0, 1680.0, 1174.0, 36.0], shoonya_0sSU8Q4R7YX6NM, 5753352]
[paragraph, [239.0, 1716.0, 1174.0, 36.0], shoonya_0sSU8Q4R7YX6NM, 5753352]
[paragraph, [239.0, 1752.0, 1174.0, 36.0], shoonya_0sSU8Q4R7YX6NM, 5753352]
[paragraph, [239.0, 1788.0, 1174.0, 36.0], shoonya_0sSU8Q4R7YX6NM, 5753352]
[paragraph, [239.0, 1824.0, 1174.0, 36.0], shoonya_0sSU8Q4R7YX6NM, 5753352]
[paragraph, [239.0, 1860.0, 1174.0, 36.0], shoonya_0sSU8Q4R7YX6NM, 5753352]
[paragraph, [239.0, 1896.0, 1174.0, 36.0], shoonya_0sSU8Q4R7YX6NM, 5753352]
[reference, [248.0, 1980.0, 515.0, 36.0], shoonya_2sWHFSQH0KFPNK, 5753352]
[reference, [248.0, 2016.0, 515.0, 36.0], shoonya_2sWHFSQH0KFPNK, 5753352]
[reference, [248.0, 2052.0, 515.0, 36.0], shoonya_2sWHFSQH0KFPNK, 5753352]
[reference, [248.0, 2088.0, 515.0, 36.0], shoonya_2sWHFSQH0KFPNK, 5753352]
