[3960, 3060]
[paragraph, [787.0, 391.0, 1801.0, 52.5], shoonya_1s4SEV4UL44YTV, 5699097]
[paragraph, [787.0, 443.5, 1801.0, 52.5], shoonya_1s4SEV4UL44YTV, 5699097]
[paragraph, [787.0, 496.0, 1801.0, 52.5], shoonya_1s4SEV4UL44YTV, 5699097]
[paragraph, [787.0, 548.5, 1801.0, 52.5], shoonya_1s4SEV4UL44YTV, 5699097]
[paragraph, [787.0, 601.0, 1801.0, 52.5], shoonya_1s4SEV4UL44YTV, 5699097]
[paragraph, [787.0, 653.5, 1801.0, 52.5], shoonya_1s4SEV4UL44YTV, 5699097]
[paragraph, [787.0, 706.0, 1801.0, 52.5], shoonya_1s4SEV4UL44YTV, 5699097]
[paragraph, [787.0, 758.5, 1801.0, 52.5], shoonya_1s4SEV4UL44YTV, 5699097]
[answer, [536.0, 1088.0, 2122.0, 52.5], -WRH_t65rk, 5699097]
[answer, [536.0, 1140.5, 2122.0, 52.5], -WRH_t65rk, 5699097]
[answer, [536.0, 1193.0, 2122.0, 52.5], -WRH_t65rk, 5699097]
[answer, [536.0, 1245.5, 2122.0, 52.5], -WRH_t65rk, 5699097]
[answer, [517.0, 1582.0, 2222.0, 52.5], zC5jOVsWBr, 5699097]
[answer, [517.0, 1634.5, 2222.0, 52.5], zC5jOVsWBr, 5699097]
[answer, [517.0, 1687.0, 2222.0, 52.5], zC5jOVsWBr, 5699097]
[answer, [517.0, 1739.5, 2222.0, 52.5], zC5jOVsWBr, 5699097]
[answer, [517.0, 1792.0, 2222.0, 52.5], zC5jOVsWBr, 5699097]
[answer, [517.0, 1844.5, 2222.0, 52.5], zC5jOVsWBr, 5699097]
[answer, [517.0, 1897.0, 2222.0, 52.5], zC5jOVsWBr, 5699097]
[answer, [517.0, 1949.5, 2222.0, 52.5], zC5jOVsWBr, 5699097]
[answer, [517.0, 2002.0, 2222.0, 52.5], zC5jOVsWBr, 5699097]
[answer, [517.0, 2054.5, 2222.0, 52.5], zC5jOVsWBr, 5699097]
[answer, [517.0, 2107.0, 2222.0, 52.5], zC5jOVsWBr, 5699097]
[answer, [517.0, 2159.5, 2222.0, 52.5], zC5jOVsWBr, 5699097]
[answer, [517.0, 2212.0, 2222.0, 52.5], zC5jOVsWBr, 5699097]
[answer, [517.0, 2264.5, 2222.0, 52.5], zC5jOVsWBr, 5699097]
[answer, [517.0, 2317.0, 2222.0, 52.5], zC5jOVsWBr, 5699097]
[answer, [517.0, 2369.5, 2222.0, 52.5], zC5jOVsWBr, 5699097]
[answer, [517.0, 2422.0, 2222.0, 52.5], zC5jOVsWBr, 5699097]
[paragraph, [581.0, 1706.0, 2065.0, 52.5], shoonya_0sXV6ZE5A64ORU, 5699097]
[paragraph, [581.0, 1758.5, 2065.0, 52.5], shoonya_0sXV6ZE5A64ORU, 5699097]
[paragraph, [581.0, 1811.0, 2065.0, 52.5], shoonya_0sXV6ZE5A64ORU, 5699097]
[paragraph, [581.0, 1863.5, 2065.0, 52.5], shoonya_0sXV6ZE5A64ORU, 5699097]
[paragraph, [581.0, 1916.0, 2065.0, 52.5], shoonya_0sXV6ZE5A64ORU, 5699097]
[paragraph, [581.0, 1968.5, 2065.0, 52.5], shoonya_0sXV6ZE5A64ORU, 5699097]
[paragraph, [581.0, 2021.0, 2065.0, 52.5], shoonya_0sXV6ZE5A64ORU, 5699097]
[paragraph, [581.0, 2073.5, 2065.0, 52.5], shoonya_0sXV6ZE5A64ORU, 5699097]
[paragraph, [581.0, 2126.0, 2065.0, 52.5], shoonya_0sXV6ZE5A64ORU, 5699097]
[paragraph, [581.0, 2178.5, 2065.0, 52.5], shoonya_0sXV6ZE5A64ORU, 5699097]
[paragraph, [581.0, 2231.0, 2065.0, 52.5], shoonya_0sXV6ZE5A64ORU, 5699097]
[paragraph, [581.0, 2283.5, 2065.0, 52.5], shoonya_0sXV6ZE5A64ORU, 5699097]
[paragraph, [581.0, 2336.0, 2065.0, 52.5], shoonya_0sXV6ZE5A64ORU, 5699097]
[answer, [605.0, 2644.0, 2037.0, 52.5], shoonya_3sEJKMNUAVDJ69, 5699097]
[answer, [605.0, 2696.5, 2037.0, 52.5], shoonya_3sEJKMNUAVDJ69, 5699097]
[answer, [605.0, 2749.0, 2037.0, 52.5], shoonya_3sEJKMNUAVDJ69, 5699097]
[answer, [605.0, 2801.5, 2037.0, 52.5], shoonya_3sEJKMNUAVDJ69, 5699097]
[answer, [605.0, 2854.0, 2037.0, 52.5], shoonya_3sEJKMNUAVDJ69, 5699097]
[answer, [605.0, 2906.5, 2037.0, 52.5], shoonya_3sEJKMNUAVDJ69, 5699097]
[answer, [605.0, 2959.0, 2037.0, 52.5], shoonya_3sEJKMNUAVDJ69, 5699097]
[answer, [605.0, 3011.5, 2037.0, 52.5], shoonya_3sEJKMNUAVDJ69, 5699097]
[answer, [605.0, 3064.0, 2037.0, 52.5], shoonya_3sEJKMNUAVDJ69, 5699097]
[answer, [605.0, 3116.5, 2037.0, 52.5], shoonya_3sEJKMNUAVDJ69, 5699097]
[answer, [571.0, 3388.0, 2133.0, 52.5], IvunV8TvAJ, 5699097]
[answer, [571.0, 3440.5, 2133.0, 52.5], IvunV8TvAJ, 5699097]
[answer, [571.0, 3493.0, 2133.0, 52.5], IvunV8TvAJ, 5699097]
[answer, [571.0, 3545.5, 2133.0, 52.5], IvunV8TvAJ, 5699097]
