[1565, 1152]
[answer, [418.0, 117.0, 298.0, 36.0], shoonya_6s344BH1Z90OCS, 5713382]
[paragraph, [103.0, 119.0, 299.0, 36.0], 2WssriRqUE, 5713382]
[paragraph, [103.0, 155.0, 299.0, 36.0], 2WssriRqUE, 5713382]
[paragraph, [103.0, 191.0, 299.0, 36.0], 2WssriRqUE, 5713382]
[answer, [736.0, 122.0, 270.0, 36.0], IyRdY-Jqpz, 5713382]
[answer, [422.0, 268.0, 302.0, 36.0], jCBPSXoYe5, 5713382]
[answer, [422.0, 304.0, 302.0, 36.0], jCBPSXoYe5, 5713382]
[answer, [422.0, 340.0, 302.0, 36.0], jCBPSXoYe5, 5713382]
[answer, [422.0, 376.0, 302.0, 36.0], jCBPSXoYe5, 5713382]
[answer, [422.0, 412.0, 302.0, 36.0], jCBPSXoYe5, 5713382]
[answer, [422.0, 448.0, 302.0, 36.0], jCBPSXoYe5, 5713382]
[answer, [422.0, 484.0, 302.0, 36.0], jCBPSXoYe5, 5713382]
[answer, [422.0, 520.0, 302.0, 36.0], jCBPSXoYe5, 5713382]
[answer, [422.0, 556.0, 302.0, 36.0], jCBPSXoYe5, 5713382]
[answer, [422.0, 592.0, 302.0, 36.0], jCBPSXoYe5, 5713382]
[answer, [422.0, 628.0, 302.0, 36.0], jCBPSXoYe5, 5713382]
[answer, [422.0, 664.0, 302.0, 36.0], jCBPSXoYe5, 5713382]
[answer, [422.0, 700.0, 302.0, 36.0], jCBPSXoYe5, 5713382]
[answer, [422.0, 736.0, 302.0, 36.0], jCBPSXoYe5, 5713382]
[answer, [422.0, 772.0, 302.0, 36.0], jCBPSXoYe5, 5713382]
[answer, [422.0, 808.0, 302.0, 36.0], jCBPSXoYe5, 5713382]
[answer, [422.0, 844.0, 302.0, 36.0], jCBPSXoYe5, 5713382]
[answer, [422.0, 880.0, 302.0, 36.0], jCBPSXoYe5, 5713382]
[answer, [422.0, 916.0, 302.0, 36.0], jCBPSXoYe5, 5713382]
[answer, [422.0, 952.0, 302.0, 36.0], jCBPSXoYe5, 5713382]
[answer, [422.0, 988.0, 302.0, 36.0], jCBPSXoYe5, 5713382]
[answer, [422.0, 1024.0, 302.0, 36.0], jCBPSXoYe5, 5713382]
[answer, [422.0, 1060.0, 302.0, 36.0], jCBPSXoYe5, 5713382]
[answer, [422.0, 1096.0, 302.0, 36.0], jCBPSXoYe5, 5713382]
[answer, [422.0, 1132.0, 302.0, 36.0], jCBPSXoYe5, 5713382]
[answer, [422.0, 1168.0, 302.0, 36.0], jCBPSXoYe5, 5713382]
[answer, [422.0, 1204.0, 302.0, 36.0], jCBPSXoYe5, 5713382]
[answer, [422.0, 1240.0, 302.0, 36.0], jCBPSXoYe5, 5713382]
[answer, [422.0, 1276.0, 302.0, 36.0], jCBPSXoYe5, 5713382]
[answer, [422.0, 1312.0, 302.0, 36.0], jCBPSXoYe5, 5713382]
[answer, [422.0, 1348.0, 302.0, 36.0], jCBPSXoYe5, 5713382]
[answer, [422.0, 1384.0, 302.0, 36.0], jCBPSXoYe5, 5713382]
[answer, [731.0, 300.0, 315.0, 36.0], shoonya_2sAHE6NMJZI2UC, 5713382]
[answer, [731.0, 336.0, 315.0, 36.0], shoonya_2sAHE6NMJZI2UC, 5713382]
[answer, [731.0, 372.0, 315.0, 36.0], shoonya_2sAHE6NMJZI2UC, 5713382]
[answer, [731.0, 408.0, 315.0, 36.0], shoonya_2sAHE6NMJZI2UC, 5713382]
[answer, [731.0, 444.0, 315.0, 36.0], shoonya_2sAHE6NMJZI2UC, 5713382]
[answer, [731.0, 480.0, 315.0, 36.0], shoonya_2sAHE6NMJZI2UC, 5713382]
[answer, [731.0, 516.0, 315.0, 36.0], shoonya_2sAHE6NMJZI2UC, 5713382]
[answer, [731.0, 552.0, 315.0, 36.0], shoonya_2sAHE6NMJZI2UC, 5713382]
[answer, [731.0, 588.0, 315.0, 36.0], shoonya_2sAHE6NMJZI2UC, 5713382]
[answer, [731.0, 624.0, 315.0, 36.0], shoonya_2sAHE6NMJZI2UC, 5713382]
[answer, [731.0, 660.0, 315.0, 36.0], shoonya_2sAHE6NMJZI2UC, 5713382]
[answer, [731.0, 696.0, 315.0, 36.0], shoonya_2sAHE6NMJZI2UC, 5713382]
[answer, [731.0, 732.0, 315.0, 36.0], shoonya_2sAHE6NMJZI2UC, 5713382]
[answer, [731.0, 768.0, 315.0, 36.0], shoonya_2sAHE6NMJZI2UC, 5713382]
[answer, [731.0, 804.0, 315.0, 36.0], shoonya_2sAHE6NMJZI2UC, 5713382]
[answer, [731.0, 840.0, 315.0, 36.0], shoonya_2sAHE6NMJZI2UC, 5713382]
[answer, [731.0, 876.0, 315.0, 36.0], shoonya_2sAHE6NMJZI2UC, 5713382]
[answer, [731.0, 912.0, 315.0, 36.0], shoonya_2sAHE6NMJZI2UC, 5713382]
[answer, [104.0, 325.0, 288.0, 36.0], shoonya_4s9DO5IQWDSV3Y, 5713382]
[answer, [104.0, 361.0, 288.0, 36.0], shoonya_4s9DO5IQWDSV3Y, 5713382]
[answer, [104.0, 397.0, 288.0, 36.0], shoonya_4s9DO5IQWDSV3Y, 5713382]
[answer, [104.0, 433.0, 288.0, 36.0], shoonya_4s9DO5IQWDSV3Y, 5713382]
[answer, [104.0, 544.0, 316.0, 36.0], shoonya_1s0P8COO1DII3I, 5713382]
[answer, [104.0, 580.0, 316.0, 36.0], shoonya_1s0P8COO1DII3I, 5713382]
[answer, [104.0, 616.0, 316.0, 36.0], shoonya_1s0P8COO1DII3I, 5713382]
[answer, [104.0, 652.0, 316.0, 36.0], shoonya_1s0P8COO1DII3I, 5713382]
[answer, [104.0, 688.0, 316.0, 36.0], shoonya_1s0P8COO1DII3I, 5713382]
[answer, [104.0, 724.0, 316.0, 36.0], shoonya_1s0P8COO1DII3I, 5713382]
[answer, [104.0, 760.0, 316.0, 36.0], shoonya_1s0P8COO1DII3I, 5713382]
[answer, [104.0, 796.0, 316.0, 36.0], shoonya_1s0P8COO1DII3I, 5713382]
[answer, [104.0, 832.0, 316.0, 36.0], shoonya_1s0P8COO1DII3I, 5713382]
[answer, [104.0, 868.0, 316.0, 36.0], shoonya_1s0P8COO1DII3I, 5713382]
[answer, [104.0, 904.0, 316.0, 36.0], shoonya_1s0P8COO1DII3I, 5713382]
[answer, [104.0, 940.0, 316.0, 36.0], shoonya_1s0P8COO1DII3I, 5713382]
[answer, [731.0, 1045.0, 325.0, 36.0], shoonya_0s3XDT04QWJUJQ, 5713382]
[answer, [731.0, 1081.0, 325.0, 36.0], shoonya_0s3XDT04QWJUJQ, 5713382]
[answer, [731.0, 1117.0, 325.0, 36.0], shoonya_0s3XDT04QWJUJQ, 5713382]
[answer, [731.0, 1153.0, 325.0, 36.0], shoonya_0s3XDT04QWJUJQ, 5713382]
[answer, [731.0, 1189.0, 325.0, 36.0], shoonya_0s3XDT04QWJUJQ, 5713382]
[answer, [731.0, 1225.0, 325.0, 36.0], shoonya_0s3XDT04QWJUJQ, 5713382]
[answer, [731.0, 1261.0, 325.0, 36.0], shoonya_0s3XDT04QWJUJQ, 5713382]
[answer, [731.0, 1297.0, 325.0, 36.0], shoonya_0s3XDT04QWJUJQ, 5713382]
[answer, [731.0, 1333.0, 325.0, 36.0], shoonya_0s3XDT04QWJUJQ, 5713382]
[answer, [731.0, 1369.0, 325.0, 36.0], shoonya_0s3XDT04QWJUJQ, 5713382]
[answer, [731.0, 1405.0, 325.0, 36.0], shoonya_0s3XDT04QWJUJQ, 5713382]
[answer, [105.0, 1056.0, 312.0, 36.0], shoonya_8sP3FFYMODDFKV, 5713382]
[answer, [105.0, 1092.0, 312.0, 36.0], shoonya_8sP3FFYMODDFKV, 5713382]
[answer, [105.0, 1128.0, 312.0, 36.0], shoonya_8sP3FFYMODDFKV, 5713382]
[answer, [105.0, 1164.0, 312.0, 36.0], shoonya_8sP3FFYMODDFKV, 5713382]
[answer, [105.0, 1200.0, 312.0, 36.0], shoonya_8sP3FFYMODDFKV, 5713382]
[answer, [105.0, 1236.0, 312.0, 36.0], shoonya_8sP3FFYMODDFKV, 5713382]
[answer, [105.0, 1272.0, 312.0, 36.0], shoonya_8sP3FFYMODDFKV, 5713382]
[answer, [105.0, 1308.0, 312.0, 36.0], shoonya_8sP3FFYMODDFKV, 5713382]
[answer, [105.0, 1344.0, 312.0, 36.0], shoonya_8sP3FFYMODDFKV, 5713382]
[answer, [105.0, 1380.0, 312.0, 36.0], shoonya_8sP3FFYMODDFKV, 5713382]
[folio, [905.0, 1450.0, 130.0, 36.0], YK_CUPF8Ki, 5713382]
