[2200, 1700]
[paragraph, [289.0, 79.0, 1108.0, 36.0], shoonya_1sHB083KZH6QT9, 5730753]
[paragraph, [289.0, 115.0, 1108.0, 36.0], shoonya_1sHB083KZH6QT9, 5730753]
[paragraph, [289.0, 151.0, 1108.0, 36.0], shoonya_1sHB083KZH6QT9, 5730753]
[paragraph, [289.0, 187.0, 1108.0, 36.0], shoonya_1sHB083KZH6QT9, 5730753]
[paragraph, [289.0, 223.0, 1108.0, 36.0], shoonya_1sHB083KZH6QT9, 5730753]
[paragraph, [289.0, 259.0, 1108.0, 36.0], shoonya_1sHB083KZH6QT9, 5730753]
[paragraph, [289.0, 295.0, 1108.0, 36.0], shoonya_1sHB083KZH6QT9, 5730753]
[paragraph, [289.0, 331.0, 1108.0, 36.0], shoonya_1sHB083KZH6QT9, 5730753]
[paragraph, [289.0, 367.0, 1108.0, 36.0], shoonya_1sHB083KZH6QT9, 5730753]
[paragraph, [289.0, 403.0, 1108.0, 36.0], shoonya_1sHB083KZH6QT9, 5730753]
[paragraph, [289.0, 439.0, 1108.0, 36.0], shoonya_1sHB083KZH6QT9, 5730753]
[paragraph, [289.0, 475.0, 1108.0, 36.0], shoonya_1sHB083KZH6QT9, 5730753]
[paragraph, [289.0, 511.0, 1108.0, 36.0], shoonya_1sHB083KZH6QT9, 5730753]
[paragraph, [289.0, 547.0, 1108.0, 36.0], shoonya_1sHB083KZH6QT9, 5730753]
[paragraph, [289.0, 583.0, 1108.0, 36.0], shoonya_1sHB083KZH6QT9, 5730753]
[paragraph, [289.0, 619.0, 1108.0, 36.0], shoonya_1sHB083KZH6QT9, 5730753]
[paragraph, [289.0, 655.0, 1108.0, 36.0], shoonya_1sHB083KZH6QT9, 5730753]
[paragraph, [289.0, 691.0, 1108.0, 36.0], shoonya_1sHB083KZH6QT9, 5730753]
[paragraph, [289.0, 727.0, 1108.0, 36.0], shoonya_1sHB083KZH6QT9, 5730753]
[paragraph, [289.0, 763.0, 1108.0, 36.0], shoonya_1sHB083KZH6QT9, 5730753]
[paragraph, [289.0, 799.0, 1108.0, 36.0], shoonya_1sHB083KZH6QT9, 5730753]
[paragraph, [289.0, 835.0, 1108.0, 36.0], shoonya_1sHB083KZH6QT9, 5730753]
[paragraph, [289.0, 871.0, 1108.0, 36.0], shoonya_1sHB083KZH6QT9, 5730753]
[paragraph, [289.0, 907.0, 1108.0, 36.0], shoonya_1sHB083KZH6QT9, 5730753]
[paragraph, [289.0, 943.0, 1108.0, 36.0], shoonya_1sHB083KZH6QT9, 5730753]
[paragraph, [289.0, 979.0, 1108.0, 36.0], shoonya_1sHB083KZH6QT9, 5730753]
[paragraph, [282.0, 1052.0, 1100.0, 36.0], shoonya_0s1F2JQ7MZG604, 5730753]
[paragraph, [282.0, 1088.0, 1100.0, 36.0], shoonya_0s1F2JQ7MZG604, 5730753]
[paragraph, [282.0, 1124.0, 1100.0, 36.0], shoonya_0s1F2JQ7MZG604, 5730753]
[paragraph, [282.0, 1160.0, 1100.0, 36.0], shoonya_0s1F2JQ7MZG604, 5730753]
[paragraph, [282.0, 1196.0, 1100.0, 36.0], shoonya_0s1F2JQ7MZG604, 5730753]
[paragraph, [282.0, 1232.0, 1100.0, 36.0], shoonya_0s1F2JQ7MZG604, 5730753]
[paragraph, [282.0, 1268.0, 1100.0, 36.0], shoonya_0s1F2JQ7MZG604, 5730753]
[paragraph, [282.0, 1304.0, 1100.0, 36.0], shoonya_0s1F2JQ7MZG604, 5730753]
[paragraph, [282.0, 1340.0, 1100.0, 36.0], shoonya_0s1F2JQ7MZG604, 5730753]
[paragraph, [282.0, 1376.0, 1100.0, 36.0], shoonya_0s1F2JQ7MZG604, 5730753]
[paragraph, [282.0, 1412.0, 1100.0, 36.0], shoonya_0s1F2JQ7MZG604, 5730753]
[paragraph, [282.0, 1448.0, 1100.0, 36.0], shoonya_0s1F2JQ7MZG604, 5730753]
[paragraph, [282.0, 1484.0, 1100.0, 36.0], shoonya_0s1F2JQ7MZG604, 5730753]
[paragraph, [282.0, 1520.0, 1100.0, 36.0], shoonya_0s1F2JQ7MZG604, 5730753]
[paragraph, [282.0, 1556.0, 1100.0, 36.0], shoonya_0s1F2JQ7MZG604, 5730753]
[paragraph, [282.0, 1592.0, 1100.0, 36.0], shoonya_0s1F2JQ7MZG604, 5730753]
[paragraph, [282.0, 1628.0, 1100.0, 36.0], shoonya_0s1F2JQ7MZG604, 5730753]
[paragraph, [282.0, 1664.0, 1100.0, 36.0], shoonya_0s1F2JQ7MZG604, 5730753]
[paragraph, [282.0, 1700.0, 1100.0, 36.0], shoonya_0s1F2JQ7MZG604, 5730753]
[paragraph, [282.0, 1736.0, 1100.0, 36.0], shoonya_0s1F2JQ7MZG604, 5730753]
[paragraph, [282.0, 1772.0, 1100.0, 36.0], shoonya_0s1F2JQ7MZG604, 5730753]
[paragraph, [282.0, 1808.0, 1100.0, 36.0], shoonya_0s1F2JQ7MZG604, 5730753]
[paragraph, [282.0, 1844.0, 1100.0, 36.0], shoonya_0s1F2JQ7MZG604, 5730753]
[paragraph, [282.0, 1880.0, 1100.0, 36.0], shoonya_0s1F2JQ7MZG604, 5730753]
[paragraph, [282.0, 1916.0, 1100.0, 36.0], shoonya_0s1F2JQ7MZG604, 5730753]
[folio, [278.0, 2027.0, 365.0, 36.0], iG3kHNJQfh, 5730753]
