[2806, 1983]
[paragraph, [222.0, 227.0, 1549.0, 46.5], shoonya_0sIV11GY04FE1L, 5682340]
[paragraph, [222.0, 273.5, 1549.0, 46.5], shoonya_0sIV11GY04FE1L, 5682340]
[paragraph, [222.0, 320.0, 1549.0, 46.5], shoonya_0sIV11GY04FE1L, 5682340]
[paragraph, [222.0, 366.5, 1549.0, 46.5], shoonya_0sIV11GY04FE1L, 5682340]
[paragraph, [222.0, 413.0, 1549.0, 46.5], shoonya_0sIV11GY04FE1L, 5682340]
[paragraph, [222.0, 459.5, 1549.0, 46.5], shoonya_0sIV11GY04FE1L, 5682340]
[paragraph, [222.0, 506.0, 1549.0, 46.5], shoonya_0sIV11GY04FE1L, 5682340]
[paragraph, [222.0, 552.5, 1549.0, 46.5], shoonya_0sIV11GY04FE1L, 5682340]
[paragraph, [222.0, 599.0, 1549.0, 46.5], shoonya_0sIV11GY04FE1L, 5682340]
[paragraph, [222.0, 645.5, 1549.0, 46.5], shoonya_0sIV11GY04FE1L, 5682340]
[paragraph, [222.0, 692.0, 1549.0, 46.5], shoonya_0sIV11GY04FE1L, 5682340]
[paragraph, [222.0, 738.5, 1549.0, 46.5], shoonya_0sIV11GY04FE1L, 5682340]
[paragraph, [222.0, 785.0, 1549.0, 46.5], shoonya_0sIV11GY04FE1L, 5682340]
[paragraph, [222.0, 831.5, 1549.0, 46.5], shoonya_0sIV11GY04FE1L, 5682340]
[paragraph, [222.0, 878.0, 1549.0, 46.5], shoonya_0sIV11GY04FE1L, 5682340]
[paragraph, [222.0, 924.5, 1549.0, 46.5], shoonya_0sIV11GY04FE1L, 5682340]
[paragraph, [222.0, 971.0, 1549.0, 46.5], shoonya_0sIV11GY04FE1L, 5682340]
[paragraph, [222.0, 1017.5, 1549.0, 46.5], shoonya_0sIV11GY04FE1L, 5682340]
[paragraph, [216.0, 1175.0, 1560.0, 46.5], shoonya_1sPJBYE6TNPXVA, 5682340]
[paragraph, [216.0, 1221.5, 1560.0, 46.5], shoonya_1sPJBYE6TNPXVA, 5682340]
[paragraph, [216.0, 1268.0, 1560.0, 46.5], shoonya_1sPJBYE6TNPXVA, 5682340]
[paragraph, [216.0, 1314.5, 1560.0, 46.5], shoonya_1sPJBYE6TNPXVA, 5682340]
[paragraph, [216.0, 1361.0, 1560.0, 46.5], shoonya_1sPJBYE6TNPXVA, 5682340]
[paragraph, [216.0, 1407.5, 1560.0, 46.5], shoonya_1sPJBYE6TNPXVA, 5682340]
[paragraph, [216.0, 1454.0, 1560.0, 46.5], shoonya_1sPJBYE6TNPXVA, 5682340]
[paragraph, [216.0, 1500.5, 1560.0, 46.5], shoonya_1sPJBYE6TNPXVA, 5682340]
[paragraph, [216.0, 1547.0, 1560.0, 46.5], shoonya_1sPJBYE6TNPXVA, 5682340]
[paragraph, [216.0, 1593.5, 1560.0, 46.5], shoonya_1sPJBYE6TNPXVA, 5682340]
[paragraph, [216.0, 1640.0, 1560.0, 46.5], shoonya_1sPJBYE6TNPXVA, 5682340]
[paragraph, [216.0, 1686.5, 1560.0, 46.5], shoonya_1sPJBYE6TNPXVA, 5682340]
[paragraph, [216.0, 1733.0, 1560.0, 46.5], shoonya_1sPJBYE6TNPXVA, 5682340]
[paragraph, [216.0, 1779.5, 1560.0, 46.5], shoonya_1sPJBYE6TNPXVA, 5682340]
[paragraph, [216.0, 1826.0, 1560.0, 46.5], shoonya_1sPJBYE6TNPXVA, 5682340]
[paragraph, [216.0, 1872.5, 1560.0, 46.5], shoonya_1sPJBYE6TNPXVA, 5682340]
[paragraph, [216.0, 1919.0, 1560.0, 46.5], shoonya_1sPJBYE6TNPXVA, 5682340]
[paragraph, [216.0, 1965.5, 1560.0, 46.5], shoonya_1sPJBYE6TNPXVA, 5682340]
[paragraph, [216.0, 2012.0, 1560.0, 46.5], shoonya_1sPJBYE6TNPXVA, 5682340]
[paragraph, [216.0, 2058.5, 1560.0, 46.5], shoonya_1sPJBYE6TNPXVA, 5682340]
[paragraph, [216.0, 2105.0, 1560.0, 46.5], shoonya_1sPJBYE6TNPXVA, 5682340]
[paragraph, [216.0, 2151.5, 1560.0, 46.5], shoonya_1sPJBYE6TNPXVA, 5682340]
[paragraph, [228.0, 2335.0, 1529.0, 46.5], HkzLPHXrmh, 5682340]
[paragraph, [228.0, 2381.5, 1529.0, 46.5], HkzLPHXrmh, 5682340]
[paragraph, [228.0, 2428.0, 1529.0, 46.5], HkzLPHXrmh, 5682340]
[paragraph, [228.0, 2474.5, 1529.0, 46.5], HkzLPHXrmh, 5682340]
