[2067, 1567]
[folio, [185.0, 197.0, 178.0, 36.0], oquoqWa5su, 5735869]
[paragraph, [191.0, 249.0, 581.0, 36.0], shoonya_10sAOH46ISUBO0, 5735869]
[paragraph, [191.0, 285.0, 581.0, 36.0], shoonya_10sAOH46ISUBO0, 5735869]
[paragraph, [790.0, 250.0, 583.0, 36.0], shoonya_4sBX7XTVX267A5, 5735869]
[paragraph, [790.0, 286.0, 583.0, 36.0], shoonya_4sBX7XTVX267A5, 5735869]
[paragraph, [790.0, 322.0, 583.0, 36.0], shoonya_4sBX7XTVX267A5, 5735869]
[paragraph, [192.0, 343.0, 579.0, 36.0], shoonya_2sFPKACWII4U3U, 5735869]
[paragraph, [192.0, 379.0, 579.0, 36.0], shoonya_2sFPKACWII4U3U, 5735869]
[paragraph, [192.0, 415.0, 579.0, 36.0], shoonya_2sFPKACWII4U3U, 5735869]
[paragraph, [192.0, 451.0, 579.0, 36.0], shoonya_2sFPKACWII4U3U, 5735869]
[paragraph, [192.0, 487.0, 579.0, 36.0], shoonya_2sFPKACWII4U3U, 5735869]
[paragraph, [192.0, 523.0, 579.0, 36.0], shoonya_2sFPKACWII4U3U, 5735869]
[paragraph, [192.0, 559.0, 579.0, 36.0], shoonya_2sFPKACWII4U3U, 5735869]
[paragraph, [791.0, 388.0, 581.0, 36.0], shoonya_6sZLSFQNONQ9DD, 5735869]
[paragraph, [791.0, 424.0, 581.0, 36.0], shoonya_6sZLSFQNONQ9DD, 5735869]
[paragraph, [791.0, 460.0, 581.0, 36.0], shoonya_6sZLSFQNONQ9DD, 5735869]
[paragraph, [791.0, 496.0, 581.0, 36.0], shoonya_6sZLSFQNONQ9DD, 5735869]
[paragraph, [791.0, 532.0, 581.0, 36.0], shoonya_6sZLSFQNONQ9DD, 5735869]
[paragraph, [791.0, 568.0, 581.0, 36.0], shoonya_6sZLSFQNONQ9DD, 5735869]
[paragraph, [791.0, 604.0, 581.0, 36.0], shoonya_6sZLSFQNONQ9DD, 5735869]
[paragraph, [192.0, 604.0, 579.0, 36.0], shoonya_1s6OTH0SZOT3KA, 5735869]
[paragraph, [192.0, 640.0, 579.0, 36.0], shoonya_1s6OTH0SZOT3KA, 5735869]
[paragraph, [192.0, 676.0, 579.0, 36.0], shoonya_1s6OTH0SZOT3KA, 5735869]
[paragraph, [192.0, 712.0, 579.0, 36.0], shoonya_1s6OTH0SZOT3KA, 5735869]
[paragraph, [192.0, 748.0, 579.0, 36.0], shoonya_1s6OTH0SZOT3KA, 5735869]
[paragraph, [192.0, 784.0, 579.0, 36.0], shoonya_1s6OTH0SZOT3KA, 5735869]
[paragraph, [192.0, 820.0, 579.0, 36.0], shoonya_1s6OTH0SZOT3KA, 5735869]
[paragraph, [192.0, 856.0, 579.0, 36.0], shoonya_1s6OTH0SZOT3KA, 5735869]
[paragraph, [192.0, 892.0, 579.0, 36.0], shoonya_1s6OTH0SZOT3KA, 5735869]
[paragraph, [791.0, 660.0, 579.0, 36.0], shoonya_5sUGO5O86N7C26, 5735869]
[paragraph, [791.0, 696.0, 579.0, 36.0], shoonya_5sUGO5O86N7C26, 5735869]
[paragraph, [791.0, 732.0, 579.0, 36.0], shoonya_5sUGO5O86N7C26, 5735869]
[paragraph, [791.0, 768.0, 579.0, 36.0], shoonya_5sUGO5O86N7C26, 5735869]
[paragraph, [791.0, 804.0, 579.0, 36.0], shoonya_5sUGO5O86N7C26, 5735869]
[paragraph, [791.0, 840.0, 579.0, 36.0], shoonya_5sUGO5O86N7C26, 5735869]
[paragraph, [791.0, 876.0, 579.0, 36.0], shoonya_5sUGO5O86N7C26, 5735869]
[paragraph, [791.0, 912.0, 579.0, 36.0], shoonya_5sUGO5O86N7C26, 5735869]
[paragraph, [791.0, 948.0, 579.0, 36.0], shoonya_5sUGO5O86N7C26, 5735869]
[paragraph, [791.0, 984.0, 579.0, 36.0], shoonya_5sUGO5O86N7C26, 5735869]
[paragraph, [193.0, 964.0, 577.0, 36.0], cH3usBGmzJ, 5735869]
[paragraph, [193.0, 1000.0, 577.0, 36.0], cH3usBGmzJ, 5735869]
[paragraph, [193.0, 1036.0, 577.0, 36.0], cH3usBGmzJ, 5735869]
[paragraph, [193.0, 1072.0, 577.0, 36.0], cH3usBGmzJ, 5735869]
[paragraph, [193.0, 1108.0, 577.0, 36.0], cH3usBGmzJ, 5735869]
[paragraph, [193.0, 1144.0, 577.0, 36.0], cH3usBGmzJ, 5735869]
[paragraph, [193.0, 1180.0, 577.0, 36.0], cH3usBGmzJ, 5735869]
[paragraph, [193.0, 1216.0, 577.0, 36.0], cH3usBGmzJ, 5735869]
[paragraph, [193.0, 1252.0, 577.0, 36.0], cH3usBGmzJ, 5735869]
[paragraph, [193.0, 1288.0, 577.0, 36.0], cH3usBGmzJ, 5735869]
[author, [1201.0, 1049.0, 187.0, 36.0], shoonya_13sW0FX0GTH4SS, 5735869]
[paragraph, [790.0, 1184.0, 164.0, 36.0], shoonya_14sOQ1367NNEYU, 5735869]
[paragraph, [1043.0, 1272.0, 327.0, 36.0], shoonya_8s3ITS7HR58LTT, 5735869]
