[2200, 1700]
[paragraph, [316.0, 82.0, 1095.0, 36.0], shoonya_2sFEXONPJ2D1SE, 5731610]
[paragraph, [316.0, 118.0, 1095.0, 36.0], shoonya_2sFEXONPJ2D1SE, 5731610]
[paragraph, [316.0, 154.0, 1095.0, 36.0], shoonya_2sFEXONPJ2D1SE, 5731610]
[paragraph, [316.0, 190.0, 1095.0, 36.0], shoonya_2sFEXONPJ2D1SE, 5731610]
[paragraph, [316.0, 226.0, 1095.0, 36.0], shoonya_2sFEXONPJ2D1SE, 5731610]
[paragraph, [316.0, 262.0, 1095.0, 36.0], shoonya_2sFEXONPJ2D1SE, 5731610]
[paragraph, [316.0, 298.0, 1095.0, 36.0], shoonya_2sFEXONPJ2D1SE, 5731610]
[paragraph, [316.0, 334.0, 1095.0, 36.0], shoonya_2sFEXONPJ2D1SE, 5731610]
[paragraph, [316.0, 370.0, 1095.0, 36.0], shoonya_2sFEXONPJ2D1SE, 5731610]
[paragraph, [316.0, 406.0, 1095.0, 36.0], shoonya_2sFEXONPJ2D1SE, 5731610]
[paragraph, [316.0, 442.0, 1095.0, 36.0], shoonya_2sFEXONPJ2D1SE, 5731610]
[paragraph, [316.0, 478.0, 1095.0, 36.0], shoonya_2sFEXONPJ2D1SE, 5731610]
[paragraph, [316.0, 514.0, 1095.0, 36.0], shoonya_2sFEXONPJ2D1SE, 5731610]
[paragraph, [316.0, 550.0, 1095.0, 36.0], shoonya_2sFEXONPJ2D1SE, 5731610]
[section-title, [322.0, 620.0, 589.0, 52.5], shoonya_4sDMWM5QQH3OPD, 5731610]
[paragraph, [316.0, 678.0, 1089.0, 36.0], shoonya_1sQSAOE5UBM4C3, 5731610]
[paragraph, [316.0, 714.0, 1089.0, 36.0], shoonya_1sQSAOE5UBM4C3, 5731610]
[paragraph, [316.0, 750.0, 1089.0, 36.0], shoonya_1sQSAOE5UBM4C3, 5731610]
[paragraph, [316.0, 786.0, 1089.0, 36.0], shoonya_1sQSAOE5UBM4C3, 5731610]
[paragraph, [316.0, 822.0, 1089.0, 36.0], shoonya_1sQSAOE5UBM4C3, 5731610]
[paragraph, [316.0, 858.0, 1089.0, 36.0], shoonya_1sQSAOE5UBM4C3, 5731610]
[paragraph, [316.0, 894.0, 1089.0, 36.0], shoonya_1sQSAOE5UBM4C3, 5731610]
[paragraph, [316.0, 930.0, 1089.0, 36.0], shoonya_1sQSAOE5UBM4C3, 5731610]
[paragraph, [316.0, 966.0, 1089.0, 36.0], shoonya_1sQSAOE5UBM4C3, 5731610]
[paragraph, [316.0, 1002.0, 1089.0, 36.0], shoonya_1sQSAOE5UBM4C3, 5731610]
[paragraph, [316.0, 1038.0, 1089.0, 36.0], shoonya_1sQSAOE5UBM4C3, 5731610]
[paragraph, [316.0, 1074.0, 1089.0, 36.0], shoonya_1sQSAOE5UBM4C3, 5731610]
[paragraph, [316.0, 1110.0, 1089.0, 36.0], shoonya_1sQSAOE5UBM4C3, 5731610]
[paragraph, [316.0, 1146.0, 1089.0, 36.0], shoonya_1sQSAOE5UBM4C3, 5731610]
[paragraph, [316.0, 1182.0, 1089.0, 36.0], shoonya_1sQSAOE5UBM4C3, 5731610]
[paragraph, [316.0, 1218.0, 1089.0, 36.0], shoonya_1sQSAOE5UBM4C3, 5731610]
[paragraph, [316.0, 1254.0, 1089.0, 36.0], shoonya_1sQSAOE5UBM4C3, 5731610]
[paragraph, [314.0, 1319.0, 1093.0, 36.0], shoonya_0sE1WOUW7DKKIJ, 5731610]
[paragraph, [314.0, 1355.0, 1093.0, 36.0], shoonya_0sE1WOUW7DKKIJ, 5731610]
[paragraph, [314.0, 1391.0, 1093.0, 36.0], shoonya_0sE1WOUW7DKKIJ, 5731610]
[paragraph, [314.0, 1427.0, 1093.0, 36.0], shoonya_0sE1WOUW7DKKIJ, 5731610]
[paragraph, [314.0, 1463.0, 1093.0, 36.0], shoonya_0sE1WOUW7DKKIJ, 5731610]
[paragraph, [314.0, 1499.0, 1093.0, 36.0], shoonya_0sE1WOUW7DKKIJ, 5731610]
[paragraph, [314.0, 1535.0, 1093.0, 36.0], shoonya_0sE1WOUW7DKKIJ, 5731610]
[paragraph, [314.0, 1571.0, 1093.0, 36.0], shoonya_0sE1WOUW7DKKIJ, 5731610]
[paragraph, [314.0, 1607.0, 1093.0, 36.0], shoonya_0sE1WOUW7DKKIJ, 5731610]
[paragraph, [314.0, 1643.0, 1093.0, 36.0], shoonya_0sE1WOUW7DKKIJ, 5731610]
[paragraph, [314.0, 1679.0, 1093.0, 36.0], shoonya_0sE1WOUW7DKKIJ, 5731610]
[paragraph, [314.0, 1715.0, 1093.0, 36.0], shoonya_0sE1WOUW7DKKIJ, 5731610]
[paragraph, [314.0, 1751.0, 1093.0, 36.0], shoonya_0sE1WOUW7DKKIJ, 5731610]
[paragraph, [314.0, 1787.0, 1093.0, 36.0], shoonya_0sE1WOUW7DKKIJ, 5731610]
[paragraph, [314.0, 1823.0, 1093.0, 36.0], shoonya_0sE1WOUW7DKKIJ, 5731610]
[paragraph, [314.0, 1859.0, 1093.0, 36.0], shoonya_0sE1WOUW7DKKIJ, 5731610]
[paragraph, [314.0, 1895.0, 1093.0, 36.0], shoonya_0sE1WOUW7DKKIJ, 5731610]
[folio, [318.0, 2038.0, 360.0, 36.0], 5OftUuUMXK, 5731610]
