[2481, 1654]
[folio, [348.0, 107.0, 116.0, 36.0], shoonya_2sHSDAV9LNTPA8, 5721167]
[paragraph, [230.0, 216.0, 1259.0, 36.0], shoonya_1sEZJ6NWMGJW40, 5721167]
[paragraph, [230.0, 252.0, 1259.0, 36.0], shoonya_1sEZJ6NWMGJW40, 5721167]
[paragraph, [230.0, 288.0, 1259.0, 36.0], shoonya_1sEZJ6NWMGJW40, 5721167]
[paragraph, [231.0, 328.0, 1261.0, 36.0], 582u6Im4_d, 5721167]
[paragraph, [231.0, 364.0, 1261.0, 36.0], 582u6Im4_d, 5721167]
[paragraph, [219.0, 432.0, 1277.0, 36.0], tLakM00h60, 5721167]
[paragraph, [219.0, 468.0, 1277.0, 36.0], tLakM00h60, 5721167]
[paragraph, [219.0, 504.0, 1277.0, 36.0], tLakM00h60, 5721167]
[paragraph, [219.0, 540.0, 1277.0, 36.0], tLakM00h60, 5721167]
[paragraph, [219.0, 576.0, 1277.0, 36.0], tLakM00h60, 5721167]
[paragraph, [219.0, 634.0, 1279.0, 36.0], jj_gWVlGQS, 5721167]
[paragraph, [219.0, 670.0, 1279.0, 36.0], jj_gWVlGQS, 5721167]
[paragraph, [219.0, 706.0, 1279.0, 36.0], jj_gWVlGQS, 5721167]
[paragraph, [219.0, 742.0, 1279.0, 36.0], jj_gWVlGQS, 5721167]
[paragraph, [219.0, 778.0, 1279.0, 36.0], jj_gWVlGQS, 5721167]
[paragraph, [219.0, 814.0, 1279.0, 36.0], jj_gWVlGQS, 5721167]
[paragraph, [219.0, 850.0, 1279.0, 36.0], jj_gWVlGQS, 5721167]
[paragraph, [219.0, 886.0, 1279.0, 36.0], jj_gWVlGQS, 5721167]
[paragraph, [219.0, 922.0, 1279.0, 36.0], jj_gWVlGQS, 5721167]
[paragraph, [219.0, 958.0, 1279.0, 36.0], jj_gWVlGQS, 5721167]
[paragraph, [231.0, 1004.0, 1259.0, 36.0], m5YcqA2rpV, 5721167]
[paragraph, [231.0, 1040.0, 1259.0, 36.0], m5YcqA2rpV, 5721167]
[paragraph, [231.0, 1101.0, 771.0, 36.0], v19JRZFu6b, 5721167]
[paragraph, [221.0, 1155.0, 1267.0, 36.0], Ce5ru_eec4, 5721167]
[paragraph, [221.0, 1191.0, 1267.0, 36.0], Ce5ru_eec4, 5721167]
[paragraph, [221.0, 1227.0, 1267.0, 36.0], Ce5ru_eec4, 5721167]
[paragraph, [221.0, 1263.0, 1267.0, 36.0], Ce5ru_eec4, 5721167]
[paragraph, [225.0, 1308.0, 390.0, 36.0], zpSRl98QFj, 5721167]
[paragraph, [227.0, 1366.0, 1265.0, 36.0], PLTrpH8e5y, 5721167]
[paragraph, [227.0, 1402.0, 1265.0, 36.0], PLTrpH8e5y, 5721167]
[paragraph, [227.0, 1438.0, 1265.0, 36.0], PLTrpH8e5y, 5721167]
[paragraph, [227.0, 1474.0, 1265.0, 36.0], PLTrpH8e5y, 5721167]
[paragraph, [227.0, 1521.0, 1267.0, 36.0], wXhOs5yy3u, 5721167]
[paragraph, [227.0, 1557.0, 1267.0, 36.0], wXhOs5yy3u, 5721167]
[paragraph, [283.0, 1627.0, 541.0, 36.0], vCSOXQn0gm, 5721167]
[paragraph, [283.0, 1676.0, 920.0, 36.0], Yio2FmYQO7, 5721167]
[paragraph, [291.0, 1732.0, 312.0, 36.0], VfjuNXcZ4w, 5721167]
[paragraph, [289.0, 1780.0, 795.0, 36.0], gX254gsn5B, 5721167]
[paragraph, [287.0, 1831.0, 959.0, 36.0], 21MS-G7Lrs, 5721167]
[paragraph, [285.0, 1883.0, 446.0, 36.0], 0zDSlXUzs7, 5721167]
[paragraph, [227.0, 1941.0, 1261.0, 36.0], 3ZilWnbUIZ, 5721167]
[paragraph, [227.0, 1977.0, 1261.0, 36.0], 3ZilWnbUIZ, 5721167]
[paragraph, [223.0, 2042.0, 382.0, 36.0], 6IxNs4izrm, 5721167]
[paragraph, [221.0, 2096.0, 1269.0, 36.0], 7XZLIsMHtJ, 5721167]
[paragraph, [221.0, 2132.0, 1269.0, 36.0], 7XZLIsMHtJ, 5721167]
