[2339, 1653]
[chapter-title, [645.0, 371.0, 377.0, 70.5], grqzPQqHRt, 5735787]
[paragraph, [239.0, 612.0, 1175.0, 36.0], shoonya_3s0EIM89OLR1KV, 5735787]
[paragraph, [239.0, 648.0, 1175.0, 36.0], shoonya_3s0EIM89OLR1KV, 5735787]
[paragraph, [239.0, 684.0, 1175.0, 36.0], shoonya_3s0EIM89OLR1KV, 5735787]
[paragraph, [237.0, 742.0, 1178.0, 36.0], shoonya_2sETW9MT62WKTA, 5735787]
[paragraph, [237.0, 778.0, 1178.0, 36.0], shoonya_2sETW9MT62WKTA, 5735787]
[paragraph, [237.0, 814.0, 1178.0, 36.0], shoonya_2sETW9MT62WKTA, 5735787]
[paragraph, [237.0, 850.0, 1178.0, 36.0], shoonya_2sETW9MT62WKTA, 5735787]
[paragraph, [237.0, 886.0, 1178.0, 36.0], shoonya_2sETW9MT62WKTA, 5735787]
[paragraph, [237.0, 922.0, 1178.0, 36.0], shoonya_2sETW9MT62WKTA, 5735787]
[paragraph, [238.0, 990.0, 1176.0, 36.0], shoonya_0sGHY65CO17UWV, 5735787]
[paragraph, [238.0, 1026.0, 1176.0, 36.0], shoonya_0sGHY65CO17UWV, 5735787]
[paragraph, [238.0, 1062.0, 1176.0, 36.0], shoonya_0sGHY65CO17UWV, 5735787]
[paragraph, [238.0, 1098.0, 1176.0, 36.0], shoonya_0sGHY65CO17UWV, 5735787]
[paragraph, [238.0, 1134.0, 1176.0, 36.0], shoonya_0sGHY65CO17UWV, 5735787]
[paragraph, [238.0, 1170.0, 1176.0, 36.0], shoonya_0sGHY65CO17UWV, 5735787]
[paragraph, [238.0, 1206.0, 1176.0, 36.0], shoonya_0sGHY65CO17UWV, 5735787]
[paragraph, [238.0, 1242.0, 1176.0, 36.0], shoonya_0sGHY65CO17UWV, 5735787]
[paragraph, [238.0, 1278.0, 1176.0, 36.0], shoonya_0sGHY65CO17UWV, 5735787]
[paragraph, [238.0, 1314.0, 1176.0, 36.0], shoonya_0sGHY65CO17UWV, 5735787]
[paragraph, [238.0, 1350.0, 1176.0, 36.0], shoonya_0sGHY65CO17UWV, 5735787]
[paragraph, [237.0, 1408.0, 1177.0, 36.0], shoonya_1sT99ZWQANZYX6, 5735787]
[paragraph, [237.0, 1444.0, 1177.0, 36.0], shoonya_1sT99ZWQANZYX6, 5735787]
[paragraph, [237.0, 1480.0, 1177.0, 36.0], shoonya_1sT99ZWQANZYX6, 5735787]
[paragraph, [237.0, 1516.0, 1177.0, 36.0], shoonya_1sT99ZWQANZYX6, 5735787]
[paragraph, [237.0, 1552.0, 1177.0, 36.0], shoonya_1sT99ZWQANZYX6, 5735787]
[paragraph, [237.0, 1588.0, 1177.0, 36.0], shoonya_1sT99ZWQANZYX6, 5735787]
[paragraph, [237.0, 1624.0, 1177.0, 36.0], shoonya_1sT99ZWQANZYX6, 5735787]
[paragraph, [237.0, 1660.0, 1177.0, 36.0], shoonya_1sT99ZWQANZYX6, 5735787]
[paragraph, [237.0, 1696.0, 1177.0, 36.0], shoonya_1sT99ZWQANZYX6, 5735787]
[paragraph, [237.0, 1741.0, 1180.0, 36.0], shoonya_4sO1BXVHTKWI69, 5735787]
[paragraph, [237.0, 1777.0, 1180.0, 36.0], shoonya_4sO1BXVHTKWI69, 5735787]
[paragraph, [237.0, 1813.0, 1180.0, 36.0], shoonya_4sO1BXVHTKWI69, 5735787]
[paragraph, [237.0, 1849.0, 1180.0, 36.0], shoonya_4sO1BXVHTKWI69, 5735787]
[paragraph, [237.0, 1885.0, 1180.0, 36.0], shoonya_4sO1BXVHTKWI69, 5735787]
[folio, [1182.0, 1966.0, 231.0, 36.0], shoonya_5sP878Z83E4KOZ, 5735787]
[folio, [295.0, 1969.0, 156.0, 36.0], L7gAHSzT17, 5735787]
