[2339, 1656]
[paragraph, [189.0, 206.0, 1278.0, 36.0], shoonya_1sOMJB59AFUXNL, 5730758]
[paragraph, [189.0, 242.0, 1278.0, 36.0], shoonya_1sOMJB59AFUXNL, 5730758]
[paragraph, [189.0, 278.0, 1278.0, 36.0], shoonya_1sOMJB59AFUXNL, 5730758]
[paragraph, [189.0, 314.0, 1278.0, 36.0], shoonya_1sOMJB59AFUXNL, 5730758]
[paragraph, [189.0, 350.0, 1278.0, 36.0], shoonya_1sOMJB59AFUXNL, 5730758]
[paragraph, [189.0, 386.0, 1278.0, 36.0], shoonya_1sOMJB59AFUXNL, 5730758]
[paragraph, [189.0, 422.0, 1278.0, 36.0], shoonya_1sOMJB59AFUXNL, 5730758]
[paragraph, [189.0, 458.0, 1278.0, 36.0], shoonya_1sOMJB59AFUXNL, 5730758]
[paragraph, [189.0, 494.0, 1278.0, 36.0], shoonya_1sOMJB59AFUXNL, 5730758]
[paragraph, [189.0, 530.0, 1278.0, 36.0], shoonya_1sOMJB59AFUXNL, 5730758]
[paragraph, [189.0, 566.0, 1278.0, 36.0], shoonya_1sOMJB59AFUXNL, 5730758]
[paragraph, [189.0, 602.0, 1278.0, 36.0], shoonya_1sOMJB59AFUXNL, 5730758]
[paragraph, [189.0, 638.0, 1278.0, 36.0], shoonya_1sOMJB59AFUXNL, 5730758]
[paragraph, [189.0, 674.0, 1278.0, 36.0], shoonya_1sOMJB59AFUXNL, 5730758]
[paragraph, [189.0, 710.0, 1278.0, 36.0], shoonya_1sOMJB59AFUXNL, 5730758]
[paragraph, [189.0, 746.0, 1278.0, 36.0], shoonya_1sOMJB59AFUXNL, 5730758]
[paragraph, [189.0, 782.0, 1278.0, 36.0], shoonya_1sOMJB59AFUXNL, 5730758]
[paragraph, [184.0, 857.0, 1293.0, 36.0], shoonya_2s2C8D0RM170GN, 5730758]
[paragraph, [184.0, 893.0, 1293.0, 36.0], shoonya_2s2C8D0RM170GN, 5730758]
[paragraph, [184.0, 929.0, 1293.0, 36.0], shoonya_2s2C8D0RM170GN, 5730758]
[paragraph, [184.0, 965.0, 1293.0, 36.0], shoonya_2s2C8D0RM170GN, 5730758]
[paragraph, [184.0, 1001.0, 1293.0, 36.0], shoonya_2s2C8D0RM170GN, 5730758]
[paragraph, [184.0, 1037.0, 1293.0, 36.0], shoonya_2s2C8D0RM170GN, 5730758]
[paragraph, [184.0, 1073.0, 1293.0, 36.0], shoonya_2s2C8D0RM170GN, 5730758]
[paragraph, [184.0, 1109.0, 1293.0, 36.0], shoonya_2s2C8D0RM170GN, 5730758]
[paragraph, [184.0, 1145.0, 1293.0, 36.0], shoonya_2s2C8D0RM170GN, 5730758]
[paragraph, [184.0, 1181.0, 1293.0, 36.0], shoonya_2s2C8D0RM170GN, 5730758]
[paragraph, [184.0, 1217.0, 1293.0, 36.0], shoonya_2s2C8D0RM170GN, 5730758]
[paragraph, [184.0, 1253.0, 1293.0, 36.0], shoonya_2s2C8D0RM170GN, 5730758]
[paragraph, [184.0, 1289.0, 1293.0, 36.0], shoonya_2s2C8D0RM170GN, 5730758]
[paragraph, [184.0, 1325.0, 1293.0, 36.0], shoonya_2s2C8D0RM170GN, 5730758]
[paragraph, [184.0, 1361.0, 1293.0, 36.0], shoonya_2s2C8D0RM170GN, 5730758]
[paragraph, [177.0, 1446.0, 1293.0, 36.0], shoonya_0sKIMXVW7Y6RQ5, 5730758]
[paragraph, [177.0, 1482.0, 1293.0, 36.0], shoonya_0sKIMXVW7Y6RQ5, 5730758]
[paragraph, [177.0, 1518.0, 1293.0, 36.0], shoonya_0sKIMXVW7Y6RQ5, 5730758]
[paragraph, [177.0, 1554.0, 1293.0, 36.0], shoonya_0sKIMXVW7Y6RQ5, 5730758]
[paragraph, [177.0, 1590.0, 1293.0, 36.0], shoonya_0sKIMXVW7Y6RQ5, 5730758]
[paragraph, [177.0, 1626.0, 1293.0, 36.0], shoonya_0sKIMXVW7Y6RQ5, 5730758]
[paragraph, [177.0, 1662.0, 1293.0, 36.0], shoonya_0sKIMXVW7Y6RQ5, 5730758]
[paragraph, [177.0, 1698.0, 1293.0, 36.0], shoonya_0sKIMXVW7Y6RQ5, 5730758]
[paragraph, [177.0, 1734.0, 1293.0, 36.0], shoonya_0sKIMXVW7Y6RQ5, 5730758]
[paragraph, [177.0, 1770.0, 1293.0, 36.0], shoonya_0sKIMXVW7Y6RQ5, 5730758]
[paragraph, [177.0, 1806.0, 1293.0, 36.0], shoonya_0sKIMXVW7Y6RQ5, 5730758]
[paragraph, [177.0, 1842.0, 1293.0, 36.0], shoonya_0sKIMXVW7Y6RQ5, 5730758]
[paragraph, [177.0, 1878.0, 1293.0, 36.0], shoonya_0sKIMXVW7Y6RQ5, 5730758]
[paragraph, [177.0, 1914.0, 1293.0, 36.0], shoonya_0sKIMXVW7Y6RQ5, 5730758]
[paragraph, [177.0, 1950.0, 1293.0, 36.0], shoonya_0sKIMXVW7Y6RQ5, 5730758]
[paragraph, [177.0, 1986.0, 1293.0, 36.0], shoonya_0sKIMXVW7Y6RQ5, 5730758]
[paragraph, [177.0, 2022.0, 1293.0, 36.0], shoonya_0sKIMXVW7Y6RQ5, 5730758]
[paragraph, [177.0, 2058.0, 1293.0, 36.0], shoonya_0sKIMXVW7Y6RQ5, 5730758]
[paragraph, [177.0, 2094.0, 1293.0, 36.0], shoonya_0sKIMXVW7Y6RQ5, 5730758]
