[2339, 1653]
[paragraph, [391.0, 198.0, 1073.0, 36.0], shoonya_3sKK5NJ3J3UF6A, 5733582]
[paragraph, [391.0, 234.0, 1073.0, 36.0], shoonya_3sKK5NJ3J3UF6A, 5733582]
[paragraph, [391.0, 270.0, 1073.0, 36.0], shoonya_3sKK5NJ3J3UF6A, 5733582]
[paragraph, [391.0, 306.0, 1073.0, 36.0], shoonya_3sKK5NJ3J3UF6A, 5733582]
[paragraph, [389.0, 369.0, 1070.0, 36.0], shoonya_5sJO544XCHAHPF, 5733582]
[paragraph, [389.0, 405.0, 1070.0, 36.0], shoonya_5sJO544XCHAHPF, 5733582]
[paragraph, [389.0, 441.0, 1070.0, 36.0], shoonya_5sJO544XCHAHPF, 5733582]
[paragraph, [375.0, 483.0, 1117.0, 36.0], cQSGm3P5LL, 5733582]
[paragraph, [375.0, 519.0, 1117.0, 36.0], cQSGm3P5LL, 5733582]
[paragraph, [375.0, 555.0, 1117.0, 36.0], cQSGm3P5LL, 5733582]
[paragraph, [375.0, 591.0, 1117.0, 36.0], cQSGm3P5LL, 5733582]
[paragraph, [375.0, 627.0, 1117.0, 36.0], cQSGm3P5LL, 5733582]
[paragraph, [375.0, 663.0, 1117.0, 36.0], cQSGm3P5LL, 5733582]
[paragraph, [375.0, 699.0, 1117.0, 36.0], cQSGm3P5LL, 5733582]
[paragraph, [375.0, 735.0, 1117.0, 36.0], cQSGm3P5LL, 5733582]
[paragraph, [391.0, 783.0, 1071.0, 36.0], shoonya_4s0BSIQDXOR6JT, 5733582]
[paragraph, [391.0, 819.0, 1071.0, 36.0], shoonya_4s0BSIQDXOR6JT, 5733582]
[paragraph, [391.0, 855.0, 1071.0, 36.0], shoonya_4s0BSIQDXOR6JT, 5733582]
[paragraph, [391.0, 891.0, 1071.0, 36.0], shoonya_4s0BSIQDXOR6JT, 5733582]
[paragraph, [391.0, 927.0, 1071.0, 36.0], shoonya_4s0BSIQDXOR6JT, 5733582]
[paragraph, [391.0, 963.0, 1071.0, 36.0], shoonya_4s0BSIQDXOR6JT, 5733582]
[paragraph, [391.0, 999.0, 1071.0, 36.0], shoonya_4s0BSIQDXOR6JT, 5733582]
[paragraph, [389.0, 1075.0, 1078.0, 36.0], shoonya_2sKLJY37TZQ7UO, 5733582]
[paragraph, [389.0, 1111.0, 1078.0, 36.0], shoonya_2sKLJY37TZQ7UO, 5733582]
[paragraph, [389.0, 1147.0, 1078.0, 36.0], shoonya_2sKLJY37TZQ7UO, 5733582]
[paragraph, [389.0, 1183.0, 1078.0, 36.0], shoonya_2sKLJY37TZQ7UO, 5733582]
[paragraph, [389.0, 1219.0, 1078.0, 36.0], shoonya_2sKLJY37TZQ7UO, 5733582]
[paragraph, [389.0, 1255.0, 1078.0, 36.0], shoonya_2sKLJY37TZQ7UO, 5733582]
[paragraph, [389.0, 1291.0, 1078.0, 36.0], shoonya_2sKLJY37TZQ7UO, 5733582]
[paragraph, [388.0, 1365.0, 1078.0, 36.0], shoonya_0sTRVA0QMXLMU5, 5733582]
[paragraph, [388.0, 1401.0, 1078.0, 36.0], shoonya_0sTRVA0QMXLMU5, 5733582]
[paragraph, [388.0, 1437.0, 1078.0, 36.0], shoonya_0sTRVA0QMXLMU5, 5733582]
[paragraph, [388.0, 1473.0, 1078.0, 36.0], shoonya_0sTRVA0QMXLMU5, 5733582]
[paragraph, [388.0, 1509.0, 1078.0, 36.0], shoonya_0sTRVA0QMXLMU5, 5733582]
[paragraph, [388.0, 1545.0, 1078.0, 36.0], shoonya_0sTRVA0QMXLMU5, 5733582]
[paragraph, [388.0, 1581.0, 1078.0, 36.0], shoonya_0sTRVA0QMXLMU5, 5733582]
[paragraph, [388.0, 1617.0, 1078.0, 36.0], shoonya_0sTRVA0QMXLMU5, 5733582]
[paragraph, [388.0, 1653.0, 1078.0, 36.0], shoonya_0sTRVA0QMXLMU5, 5733582]
[paragraph, [388.0, 1689.0, 1078.0, 36.0], shoonya_0sTRVA0QMXLMU5, 5733582]
[paragraph, [388.0, 1725.0, 1078.0, 36.0], shoonya_0sTRVA0QMXLMU5, 5733582]
[paragraph, [388.0, 1774.0, 1082.0, 36.0], shoonya_1sNVEFNQKV6H56, 5733582]
[paragraph, [388.0, 1810.0, 1082.0, 36.0], shoonya_1sNVEFNQKV6H56, 5733582]
[paragraph, [388.0, 1846.0, 1082.0, 36.0], shoonya_1sNVEFNQKV6H56, 5733582]
[paragraph, [388.0, 1882.0, 1082.0, 36.0], shoonya_1sNVEFNQKV6H56, 5733582]
[paragraph, [388.0, 1918.0, 1082.0, 36.0], shoonya_1sNVEFNQKV6H56, 5733582]
[paragraph, [388.0, 1954.0, 1082.0, 36.0], shoonya_1sNVEFNQKV6H56, 5733582]
[paragraph, [388.0, 1990.0, 1082.0, 36.0], shoonya_1sNVEFNQKV6H56, 5733582]
[folio, [1115.0, 2171.0, 259.0, 36.0], 7huYWxwflg, 5733582]
