[2200, 1700]
[folio, [791.0, 393.0, 159.0, 36.0], x7OzQUnbD-, 5732682]
[paragraph, [465.0, 485.0, 794.0, 36.0], shoonya_0sCCR979WTMZC3, 5732682]
[paragraph, [465.0, 521.0, 794.0, 36.0], shoonya_0sCCR979WTMZC3, 5732682]
[paragraph, [465.0, 557.0, 794.0, 36.0], shoonya_0sCCR979WTMZC3, 5732682]
[paragraph, [465.0, 593.0, 794.0, 36.0], shoonya_0sCCR979WTMZC3, 5732682]
[paragraph, [465.0, 629.0, 794.0, 36.0], shoonya_0sCCR979WTMZC3, 5732682]
[paragraph, [465.0, 665.0, 794.0, 36.0], shoonya_0sCCR979WTMZC3, 5732682]
[paragraph, [465.0, 701.0, 794.0, 36.0], shoonya_0sCCR979WTMZC3, 5732682]
[paragraph, [465.0, 737.0, 794.0, 36.0], shoonya_0sCCR979WTMZC3, 5732682]
[paragraph, [465.0, 773.0, 794.0, 36.0], shoonya_0sCCR979WTMZC3, 5732682]
[paragraph, [465.0, 809.0, 794.0, 36.0], shoonya_0sCCR979WTMZC3, 5732682]
[paragraph, [465.0, 845.0, 794.0, 36.0], shoonya_0sCCR979WTMZC3, 5732682]
[paragraph, [465.0, 881.0, 794.0, 36.0], shoonya_0sCCR979WTMZC3, 5732682]
[paragraph, [465.0, 917.0, 794.0, 36.0], shoonya_0sCCR979WTMZC3, 5732682]
[paragraph, [465.0, 953.0, 794.0, 36.0], shoonya_0sCCR979WTMZC3, 5732682]
[paragraph, [465.0, 989.0, 794.0, 36.0], shoonya_0sCCR979WTMZC3, 5732682]
[paragraph, [465.0, 1025.0, 794.0, 36.0], shoonya_0sCCR979WTMZC3, 5732682]
[paragraph, [465.0, 1061.0, 794.0, 36.0], shoonya_0sCCR979WTMZC3, 5732682]
[paragraph, [465.0, 1097.0, 794.0, 36.0], shoonya_0sCCR979WTMZC3, 5732682]
[paragraph, [465.0, 1133.0, 794.0, 36.0], shoonya_0sCCR979WTMZC3, 5732682]
[paragraph, [465.0, 1169.0, 794.0, 36.0], shoonya_0sCCR979WTMZC3, 5732682]
[paragraph, [465.0, 1205.0, 794.0, 36.0], shoonya_0sCCR979WTMZC3, 5732682]
[paragraph, [465.0, 1241.0, 794.0, 36.0], shoonya_0sCCR979WTMZC3, 5732682]
[paragraph, [465.0, 1277.0, 794.0, 36.0], shoonya_0sCCR979WTMZC3, 5732682]
[paragraph, [465.0, 1313.0, 794.0, 36.0], shoonya_0sCCR979WTMZC3, 5732682]
[paragraph, [465.0, 1349.0, 794.0, 36.0], shoonya_0sCCR979WTMZC3, 5732682]
[paragraph, [465.0, 1385.0, 794.0, 36.0], shoonya_0sCCR979WTMZC3, 5732682]
[paragraph, [465.0, 1421.0, 794.0, 36.0], shoonya_0sCCR979WTMZC3, 5732682]
[paragraph, [465.0, 1457.0, 794.0, 36.0], shoonya_0sCCR979WTMZC3, 5732682]
[paragraph, [465.0, 1493.0, 794.0, 36.0], shoonya_0sCCR979WTMZC3, 5732682]
[paragraph, [465.0, 1529.0, 794.0, 36.0], shoonya_0sCCR979WTMZC3, 5732682]
[paragraph, [465.0, 1565.0, 794.0, 36.0], shoonya_0sCCR979WTMZC3, 5732682]
[paragraph, [465.0, 1636.0, 791.0, 36.0], gAiUXw4sR7, 5732682]
[folio, [756.0, 1961.0, 826.0, 36.0], F5jFxZIOJo, 5732682]
[folio, [756.0, 1997.0, 826.0, 36.0], F5jFxZIOJo, 5732682]
[folio, [756.0, 2033.0, 826.0, 36.0], F5jFxZIOJo, 5732682]
[folio, [756.0, 2069.0, 826.0, 36.0], F5jFxZIOJo, 5732682]
[folio, [756.0, 2105.0, 826.0, 36.0], F5jFxZIOJo, 5732682]
[folio, [756.0, 2141.0, 826.0, 36.0], F5jFxZIOJo, 5732682]
[footnote, [1304.0, 2014.0, 225.0, 36.0], qtTtJrKQPG, 5732682]
[footnote, [1304.0, 2050.0, 225.0, 36.0], qtTtJrKQPG, 5732682]
[footnote, [1304.0, 2086.0, 225.0, 36.0], qtTtJrKQPG, 5732682]
[folio, [791.0, 2095.0, 206.0, 36.0], 0y0ID1rRbC, 5732682]
[folio, [791.0, 2131.0, 206.0, 36.0], 0y0ID1rRbC, 5732682]
