[2200, 1700]
[paragraph, [383.0, 76.0, 1097.0, 36.0], shoonya_1s39VDKGJO9DKS, 5730951]
[paragraph, [383.0, 112.0, 1097.0, 36.0], shoonya_1s39VDKGJO9DKS, 5730951]
[paragraph, [383.0, 148.0, 1097.0, 36.0], shoonya_1s39VDKGJO9DKS, 5730951]
[paragraph, [383.0, 184.0, 1097.0, 36.0], shoonya_1s39VDKGJO9DKS, 5730951]
[paragraph, [383.0, 220.0, 1097.0, 36.0], shoonya_1s39VDKGJO9DKS, 5730951]
[paragraph, [383.0, 256.0, 1097.0, 36.0], shoonya_1s39VDKGJO9DKS, 5730951]
[paragraph, [383.0, 292.0, 1097.0, 36.0], shoonya_1s39VDKGJO9DKS, 5730951]
[paragraph, [383.0, 328.0, 1097.0, 36.0], shoonya_1s39VDKGJO9DKS, 5730951]
[paragraph, [383.0, 364.0, 1097.0, 36.0], shoonya_1s39VDKGJO9DKS, 5730951]
[paragraph, [383.0, 400.0, 1097.0, 36.0], shoonya_1s39VDKGJO9DKS, 5730951]
[paragraph, [383.0, 436.0, 1097.0, 36.0], shoonya_1s39VDKGJO9DKS, 5730951]
[paragraph, [383.0, 472.0, 1097.0, 36.0], shoonya_1s39VDKGJO9DKS, 5730951]
[paragraph, [383.0, 508.0, 1097.0, 36.0], shoonya_1s39VDKGJO9DKS, 5730951]
[paragraph, [383.0, 544.0, 1097.0, 36.0], shoonya_1s39VDKGJO9DKS, 5730951]
[paragraph, [383.0, 580.0, 1097.0, 36.0], shoonya_1s39VDKGJO9DKS, 5730951]
[paragraph, [383.0, 616.0, 1097.0, 36.0], shoonya_1s39VDKGJO9DKS, 5730951]
[paragraph, [383.0, 652.0, 1097.0, 36.0], shoonya_1s39VDKGJO9DKS, 5730951]
[paragraph, [383.0, 688.0, 1097.0, 36.0], shoonya_1s39VDKGJO9DKS, 5730951]
[paragraph, [383.0, 724.0, 1097.0, 36.0], shoonya_1s39VDKGJO9DKS, 5730951]
[paragraph, [383.0, 760.0, 1097.0, 36.0], shoonya_1s39VDKGJO9DKS, 5730951]
[paragraph, [383.0, 796.0, 1097.0, 36.0], shoonya_1s39VDKGJO9DKS, 5730951]
[paragraph, [383.0, 832.0, 1097.0, 36.0], shoonya_1s39VDKGJO9DKS, 5730951]
[paragraph, [383.0, 868.0, 1097.0, 36.0], shoonya_1s39VDKGJO9DKS, 5730951]
[paragraph, [383.0, 904.0, 1097.0, 36.0], shoonya_1s39VDKGJO9DKS, 5730951]
[paragraph, [383.0, 940.0, 1097.0, 36.0], shoonya_1s39VDKGJO9DKS, 5730951]
[paragraph, [383.0, 976.0, 1097.0, 36.0], shoonya_1s39VDKGJO9DKS, 5730951]
[paragraph, [383.0, 1012.0, 1097.0, 36.0], shoonya_1s39VDKGJO9DKS, 5730951]
[paragraph, [382.0, 1060.0, 1109.0, 36.0], shoonya_0sI7YFQUN3K3GP, 5730951]
[paragraph, [382.0, 1096.0, 1109.0, 36.0], shoonya_0sI7YFQUN3K3GP, 5730951]
[paragraph, [382.0, 1132.0, 1109.0, 36.0], shoonya_0sI7YFQUN3K3GP, 5730951]
[paragraph, [382.0, 1168.0, 1109.0, 36.0], shoonya_0sI7YFQUN3K3GP, 5730951]
[paragraph, [382.0, 1204.0, 1109.0, 36.0], shoonya_0sI7YFQUN3K3GP, 5730951]
[paragraph, [382.0, 1240.0, 1109.0, 36.0], shoonya_0sI7YFQUN3K3GP, 5730951]
[paragraph, [382.0, 1276.0, 1109.0, 36.0], shoonya_0sI7YFQUN3K3GP, 5730951]
