[2200, 1700]
[paragraph, [371.0, 116.0, 1135.0, 36.0], shoonya_1sBQ9V828F4OQQ, 5734460]
[paragraph, [371.0, 152.0, 1135.0, 36.0], shoonya_1sBQ9V828F4OQQ, 5734460]
[paragraph, [371.0, 188.0, 1135.0, 36.0], shoonya_1sBQ9V828F4OQQ, 5734460]
[paragraph, [371.0, 224.0, 1135.0, 36.0], shoonya_1sBQ9V828F4OQQ, 5734460]
[paragraph, [374.0, 305.0, 1131.0, 36.0], shoonya_2sYQY6ODU0F0I8, 5734460]
[paragraph, [374.0, 341.0, 1131.0, 36.0], shoonya_2sYQY6ODU0F0I8, 5734460]
[paragraph, [374.0, 377.0, 1131.0, 36.0], shoonya_2sYQY6ODU0F0I8, 5734460]
[paragraph, [374.0, 413.0, 1131.0, 36.0], shoonya_2sYQY6ODU0F0I8, 5734460]
[paragraph, [374.0, 449.0, 1131.0, 36.0], shoonya_2sYQY6ODU0F0I8, 5734460]
[paragraph, [374.0, 485.0, 1131.0, 36.0], shoonya_2sYQY6ODU0F0I8, 5734460]
[paragraph, [374.0, 521.0, 1131.0, 36.0], shoonya_2sYQY6ODU0F0I8, 5734460]
[paragraph, [374.0, 557.0, 1131.0, 36.0], shoonya_2sYQY6ODU0F0I8, 5734460]
[paragraph, [374.0, 593.0, 1131.0, 36.0], shoonya_2sYQY6ODU0F0I8, 5734460]
[paragraph, [374.0, 629.0, 1131.0, 36.0], shoonya_2sYQY6ODU0F0I8, 5734460]
[paragraph, [374.0, 665.0, 1131.0, 36.0], shoonya_2sYQY6ODU0F0I8, 5734460]
[paragraph, [374.0, 701.0, 1131.0, 36.0], shoonya_2sYQY6ODU0F0I8, 5734460]
[paragraph, [374.0, 737.0, 1131.0, 36.0], shoonya_2sYQY6ODU0F0I8, 5734460]
[paragraph, [374.0, 773.0, 1131.0, 36.0], shoonya_2sYQY6ODU0F0I8, 5734460]
[paragraph, [374.0, 809.0, 1131.0, 36.0], shoonya_2sYQY6ODU0F0I8, 5734460]
[paragraph, [374.0, 845.0, 1131.0, 36.0], shoonya_2sYQY6ODU0F0I8, 5734460]
[paragraph, [374.0, 881.0, 1131.0, 36.0], shoonya_2sYQY6ODU0F0I8, 5734460]
[paragraph, [374.0, 917.0, 1131.0, 36.0], shoonya_2sYQY6ODU0F0I8, 5734460]
[paragraph, [374.0, 953.0, 1131.0, 36.0], shoonya_2sYQY6ODU0F0I8, 5734460]
[paragraph, [374.0, 989.0, 1131.0, 36.0], shoonya_2sYQY6ODU0F0I8, 5734460]
[paragraph, [374.0, 1025.0, 1131.0, 36.0], shoonya_2sYQY6ODU0F0I8, 5734460]
[paragraph, [374.0, 1061.0, 1131.0, 36.0], shoonya_2sYQY6ODU0F0I8, 5734460]
[paragraph, [374.0, 1097.0, 1131.0, 36.0], shoonya_2sYQY6ODU0F0I8, 5734460]
[paragraph, [374.0, 1133.0, 1131.0, 36.0], shoonya_2sYQY6ODU0F0I8, 5734460]
[paragraph, [374.0, 1169.0, 1131.0, 36.0], shoonya_2sYQY6ODU0F0I8, 5734460]
[paragraph, [374.0, 1205.0, 1131.0, 36.0], shoonya_2sYQY6ODU0F0I8, 5734460]
[paragraph, [374.0, 1241.0, 1131.0, 36.0], shoonya_2sYQY6ODU0F0I8, 5734460]
[paragraph, [374.0, 1277.0, 1131.0, 36.0], shoonya_2sYQY6ODU0F0I8, 5734460]
[paragraph, [374.0, 1313.0, 1131.0, 36.0], shoonya_2sYQY6ODU0F0I8, 5734460]
[paragraph, [374.0, 1349.0, 1131.0, 36.0], shoonya_2sYQY6ODU0F0I8, 5734460]
[paragraph, [374.0, 1385.0, 1131.0, 36.0], shoonya_2sYQY6ODU0F0I8, 5734460]
[paragraph, [374.0, 1421.0, 1131.0, 36.0], shoonya_2sYQY6ODU0F0I8, 5734460]
[paragraph, [370.0, 1493.0, 1133.0, 36.0], shoonya_0sAR7SS1H2ISTM, 5734460]
[paragraph, [370.0, 1529.0, 1133.0, 36.0], shoonya_0sAR7SS1H2ISTM, 5734460]
[paragraph, [370.0, 1565.0, 1133.0, 36.0], shoonya_0sAR7SS1H2ISTM, 5734460]
[paragraph, [370.0, 1601.0, 1133.0, 36.0], shoonya_0sAR7SS1H2ISTM, 5734460]
[paragraph, [370.0, 1637.0, 1133.0, 36.0], shoonya_0sAR7SS1H2ISTM, 5734460]
[paragraph, [370.0, 1673.0, 1133.0, 36.0], shoonya_0sAR7SS1H2ISTM, 5734460]
[paragraph, [370.0, 1709.0, 1133.0, 36.0], shoonya_0sAR7SS1H2ISTM, 5734460]
[paragraph, [370.0, 1745.0, 1133.0, 36.0], shoonya_0sAR7SS1H2ISTM, 5734460]
[paragraph, [370.0, 1781.0, 1133.0, 36.0], shoonya_0sAR7SS1H2ISTM, 5734460]
[paragraph, [370.0, 1817.0, 1133.0, 36.0], shoonya_0sAR7SS1H2ISTM, 5734460]
[paragraph, [370.0, 1853.0, 1133.0, 36.0], shoonya_0sAR7SS1H2ISTM, 5734460]
[paragraph, [370.0, 1889.0, 1133.0, 36.0], shoonya_0sAR7SS1H2ISTM, 5734460]
[paragraph, [370.0, 1925.0, 1133.0, 36.0], shoonya_0sAR7SS1H2ISTM, 5734460]
