[792, 612]
[paragraph, [231.0, 84.0, 151.0, 18.0], -lHZvJKzm-, 6514336]
[paragraph, [231.0, 102.0, 151.0, 18.0], -lHZvJKzm-, 6514336]
[paragraph, [231.0, 120.0, 151.0, 18.0], -lHZvJKzm-, 6514336]
[paragraph, [231.0, 138.0, 151.0, 18.0], -lHZvJKzm-, 6514336]
[paragraph, [231.0, 156.0, 151.0, 18.0], -lHZvJKzm-, 6514336]
[paragraph, [231.0, 174.0, 151.0, 18.0], -lHZvJKzm-, 6514336]
[paragraph, [231.0, 192.0, 151.0, 18.0], -lHZvJKzm-, 6514336]
[paragraph, [231.0, 210.0, 151.0, 18.0], -lHZvJKzm-, 6514336]
[paragraph, [231.0, 228.0, 151.0, 18.0], -lHZvJKzm-, 6514336]
[paragraph, [231.0, 246.0, 151.0, 18.0], -lHZvJKzm-, 6514336]
[paragraph, [231.0, 264.0, 151.0, 18.0], -lHZvJKzm-, 6514336]
[paragraph, [231.0, 282.0, 151.0, 18.0], -lHZvJKzm-, 6514336]
[paragraph, [231.0, 300.0, 151.0, 18.0], -lHZvJKzm-, 6514336]
[paragraph, [231.0, 318.0, 151.0, 18.0], -lHZvJKzm-, 6514336]
[paragraph, [231.0, 336.0, 151.0, 18.0], -lHZvJKzm-, 6514336]
[paragraph, [231.0, 354.0, 151.0, 18.0], -lHZvJKzm-, 6514336]
[paragraph, [231.0, 372.0, 151.0, 18.0], -lHZvJKzm-, 6514336]
[paragraph, [231.0, 390.0, 151.0, 18.0], -lHZvJKzm-, 6514336]
[paragraph, [231.0, 408.0, 151.0, 18.0], -lHZvJKzm-, 6514336]
[paragraph, [231.0, 426.0, 151.0, 18.0], -lHZvJKzm-, 6514336]
[paragraph, [404.0, 87.0, 158.0, 18.0], Izk1GWqzlu, 6514336]
[paragraph, [404.0, 105.0, 158.0, 18.0], Izk1GWqzlu, 6514336]
[paragraph, [404.0, 123.0, 158.0, 18.0], Izk1GWqzlu, 6514336]
[paragraph, [47.0, 88.0, 155.0, 18.0], 1GWOqAk3_j, 6514336]
[paragraph, [47.0, 106.0, 155.0, 18.0], 1GWOqAk3_j, 6514336]
[paragraph, [47.0, 124.0, 155.0, 18.0], 1GWOqAk3_j, 6514336]
[paragraph, [47.0, 142.0, 155.0, 18.0], 1GWOqAk3_j, 6514336]
[paragraph, [47.0, 160.0, 155.0, 18.0], 1GWOqAk3_j, 6514336]
[paragraph, [47.0, 178.0, 155.0, 18.0], 1GWOqAk3_j, 6514336]
[paragraph, [47.0, 196.0, 155.0, 18.0], 1GWOqAk3_j, 6514336]
[paragraph, [47.0, 214.0, 155.0, 18.0], 1GWOqAk3_j, 6514336]
[paragraph, [47.0, 232.0, 155.0, 18.0], 1GWOqAk3_j, 6514336]
[paragraph, [47.0, 250.0, 155.0, 18.0], 1GWOqAk3_j, 6514336]
[paragraph, [47.0, 268.0, 155.0, 18.0], 1GWOqAk3_j, 6514336]
[paragraph, [47.0, 286.0, 155.0, 18.0], 1GWOqAk3_j, 6514336]
[paragraph, [47.0, 304.0, 155.0, 18.0], 1GWOqAk3_j, 6514336]
[paragraph, [47.0, 322.0, 155.0, 18.0], 1GWOqAk3_j, 6514336]
[paragraph, [47.0, 340.0, 155.0, 18.0], 1GWOqAk3_j, 6514336]
[paragraph, [47.0, 358.0, 155.0, 18.0], 1GWOqAk3_j, 6514336]
[paragraph, [47.0, 376.0, 155.0, 18.0], 1GWOqAk3_j, 6514336]
[paragraph, [47.0, 394.0, 155.0, 18.0], 1GWOqAk3_j, 6514336]
[paragraph, [47.0, 412.0, 155.0, 18.0], 1GWOqAk3_j, 6514336]
[paragraph, [47.0, 430.0, 155.0, 18.0], 1GWOqAk3_j, 6514336]
[paragraph, [47.0, 448.0, 155.0, 18.0], 1GWOqAk3_j, 6514336]
[paragraph, [47.0, 466.0, 155.0, 18.0], 1GWOqAk3_j, 6514336]
[paragraph, [47.0, 484.0, 155.0, 18.0], 1GWOqAk3_j, 6514336]
[paragraph, [47.0, 502.0, 155.0, 18.0], 1GWOqAk3_j, 6514336]
[paragraph, [47.0, 520.0, 155.0, 18.0], 1GWOqAk3_j, 6514336]
[paragraph, [47.0, 538.0, 155.0, 18.0], 1GWOqAk3_j, 6514336]
[paragraph, [47.0, 556.0, 155.0, 18.0], 1GWOqAk3_j, 6514336]
[paragraph, [47.0, 574.0, 155.0, 18.0], 1GWOqAk3_j, 6514336]
[paragraph, [47.0, 592.0, 155.0, 18.0], 1GWOqAk3_j, 6514336]
[paragraph, [47.0, 610.0, 155.0, 18.0], 1GWOqAk3_j, 6514336]
[paragraph, [47.0, 628.0, 155.0, 18.0], 1GWOqAk3_j, 6514336]
[paragraph, [47.0, 646.0, 155.0, 18.0], 1GWOqAk3_j, 6514336]
[paragraph, [47.0, 664.0, 155.0, 18.0], 1GWOqAk3_j, 6514336]
[paragraph, [406.0, 155.0, 159.0, 18.0], VTHknOZC73, 6514336]
[paragraph, [406.0, 192.0, 156.0, 18.0], MaX8mOqSgM, 6514336]
[paragraph, [406.0, 210.0, 156.0, 18.0], MaX8mOqSgM, 6514336]
[paragraph, [406.0, 228.0, 156.0, 18.0], MaX8mOqSgM, 6514336]
[paragraph, [406.0, 246.0, 156.0, 18.0], MaX8mOqSgM, 6514336]
[paragraph, [406.0, 264.0, 156.0, 18.0], MaX8mOqSgM, 6514336]
[paragraph, [406.0, 282.0, 156.0, 18.0], MaX8mOqSgM, 6514336]
[paragraph, [406.0, 300.0, 156.0, 18.0], MaX8mOqSgM, 6514336]
[paragraph, [408.0, 335.0, 153.0, 18.0], vOyWYY4LCt, 6514336]
[paragraph, [408.0, 353.0, 153.0, 18.0], vOyWYY4LCt, 6514336]
[paragraph, [408.0, 371.0, 153.0, 18.0], vOyWYY4LCt, 6514336]
[paragraph, [408.0, 389.0, 153.0, 18.0], vOyWYY4LCt, 6514336]
[paragraph, [408.0, 407.0, 153.0, 18.0], vOyWYY4LCt, 6514336]
[paragraph, [409.0, 440.0, 152.0, 18.0], tbSkZ2nePF, 6514336]
[paragraph, [409.0, 458.0, 152.0, 18.0], tbSkZ2nePF, 6514336]
[paragraph, [409.0, 476.0, 152.0, 18.0], tbSkZ2nePF, 6514336]
[paragraph, [229.0, 455.0, 151.0, 18.0], BraOL_nGLM, 6514336]
[paragraph, [229.0, 473.0, 151.0, 18.0], BraOL_nGLM, 6514336]
[paragraph, [229.0, 491.0, 151.0, 18.0], BraOL_nGLM, 6514336]
[paragraph, [229.0, 509.0, 151.0, 18.0], BraOL_nGLM, 6514336]
[paragraph, [229.0, 527.0, 151.0, 18.0], BraOL_nGLM, 6514336]
[paragraph, [229.0, 545.0, 151.0, 18.0], BraOL_nGLM, 6514336]
[paragraph, [229.0, 563.0, 151.0, 18.0], BraOL_nGLM, 6514336]
[paragraph, [409.0, 504.0, 151.0, 18.0], SzmaoPSUH5, 6514336]
[paragraph, [409.0, 522.0, 151.0, 18.0], SzmaoPSUH5, 6514336]
[paragraph, [409.0, 540.0, 151.0, 18.0], SzmaoPSUH5, 6514336]
[paragraph, [409.0, 558.0, 151.0, 18.0], SzmaoPSUH5, 6514336]
[paragraph, [409.0, 576.0, 151.0, 18.0], SzmaoPSUH5, 6514336]
[paragraph, [409.0, 594.0, 151.0, 18.0], SzmaoPSUH5, 6514336]
[paragraph, [409.0, 612.0, 151.0, 18.0], SzmaoPSUH5, 6514336]
[paragraph, [409.0, 630.0, 151.0, 18.0], SzmaoPSUH5, 6514336]
[paragraph, [409.0, 648.0, 151.0, 18.0], SzmaoPSUH5, 6514336]
[paragraph, [228.0, 597.0, 152.0, 18.0], sidlaISGWh, 6514336]
[paragraph, [228.0, 615.0, 152.0, 18.0], sidlaISGWh, 6514336]
[paragraph, [228.0, 633.0, 152.0, 18.0], sidlaISGWh, 6514336]
[paragraph, [230.0, 660.0, 153.0, 18.0], urb2O18Kpp, 6514336]
[folio, [475.0, 700.0, 76.0, 18.0], TubRzCOtDN, 6514336]
