[1951, 1219]
[chapter-title, [528.0, 462.0, 219.0, 58.5], xLy9GkJ3mc, 5683323]
[paragraph, [123.0, 628.0, 976.0, 36.0], shoonya_0sFLUOLHJPPN4A, 5683323]
[paragraph, [123.0, 664.0, 976.0, 36.0], shoonya_0sFLUOLHJPPN4A, 5683323]
[paragraph, [123.0, 700.0, 976.0, 36.0], shoonya_0sFLUOLHJPPN4A, 5683323]
[paragraph, [123.0, 736.0, 976.0, 36.0], shoonya_0sFLUOLHJPPN4A, 5683323]
[paragraph, [123.0, 772.0, 976.0, 36.0], shoonya_0sFLUOLHJPPN4A, 5683323]
[paragraph, [123.0, 808.0, 976.0, 36.0], shoonya_0sFLUOLHJPPN4A, 5683323]
[paragraph, [123.0, 844.0, 976.0, 36.0], shoonya_0sFLUOLHJPPN4A, 5683323]
[paragraph, [123.0, 880.0, 976.0, 36.0], shoonya_0sFLUOLHJPPN4A, 5683323]
[paragraph, [123.0, 916.0, 976.0, 36.0], shoonya_0sFLUOLHJPPN4A, 5683323]
[paragraph, [123.0, 952.0, 976.0, 36.0], shoonya_0sFLUOLHJPPN4A, 5683323]
[paragraph, [123.0, 988.0, 976.0, 36.0], shoonya_0sFLUOLHJPPN4A, 5683323]
[paragraph, [123.0, 1024.0, 976.0, 36.0], shoonya_0sFLUOLHJPPN4A, 5683323]
[paragraph, [123.0, 1060.0, 976.0, 36.0], shoonya_0sFLUOLHJPPN4A, 5683323]
[paragraph, [123.0, 1096.0, 976.0, 36.0], shoonya_0sFLUOLHJPPN4A, 5683323]
[paragraph, [123.0, 1132.0, 976.0, 36.0], shoonya_0sFLUOLHJPPN4A, 5683323]
[paragraph, [123.0, 1168.0, 976.0, 36.0], shoonya_0sFLUOLHJPPN4A, 5683323]
[paragraph, [123.0, 1204.0, 976.0, 36.0], shoonya_0sFLUOLHJPPN4A, 5683323]
[paragraph, [123.0, 1240.0, 976.0, 36.0], shoonya_0sFLUOLHJPPN4A, 5683323]
[paragraph, [123.0, 1276.0, 976.0, 36.0], shoonya_0sFLUOLHJPPN4A, 5683323]
[paragraph, [123.0, 1312.0, 976.0, 36.0], shoonya_0sFLUOLHJPPN4A, 5683323]
[paragraph, [123.0, 1377.0, 974.0, 36.0], d_8R-IRYxu, 5683323]
[paragraph, [123.0, 1413.0, 974.0, 36.0], d_8R-IRYxu, 5683323]
[paragraph, [123.0, 1449.0, 974.0, 36.0], d_8R-IRYxu, 5683323]
[paragraph, [123.0, 1485.0, 974.0, 36.0], d_8R-IRYxu, 5683323]
[paragraph, [123.0, 1521.0, 974.0, 36.0], d_8R-IRYxu, 5683323]
[paragraph, [123.0, 1557.0, 974.0, 36.0], d_8R-IRYxu, 5683323]
[paragraph, [123.0, 1593.0, 974.0, 36.0], d_8R-IRYxu, 5683323]
[paragraph, [123.0, 1629.0, 974.0, 36.0], d_8R-IRYxu, 5683323]
[paragraph, [123.0, 1665.0, 974.0, 36.0], d_8R-IRYxu, 5683323]
[paragraph, [123.0, 1701.0, 974.0, 36.0], d_8R-IRYxu, 5683323]
[paragraph, [213.0, 1782.0, 873.0, 36.0], AdO_pLP7KI, 5683323]
