[1320, 1176]
[section-title, [271.0, 73.0, 689.0, 30.0], shoonya_0sWXOLAJH7FPE5, 5693796]
[paragraph, [462.0, 158.0, 315.0, 18.0], gurSfRM_ze, 5693796]
[paragraph, [462.0, 176.0, 315.0, 18.0], gurSfRM_ze, 5693796]
[paragraph, [462.0, 194.0, 315.0, 18.0], gurSfRM_ze, 5693796]
[paragraph, [462.0, 212.0, 315.0, 18.0], gurSfRM_ze, 5693796]
[paragraph, [462.0, 230.0, 315.0, 18.0], gurSfRM_ze, 5693796]
[paragraph, [462.0, 248.0, 315.0, 18.0], gurSfRM_ze, 5693796]
[paragraph, [462.0, 266.0, 315.0, 18.0], gurSfRM_ze, 5693796]
[paragraph, [462.0, 284.0, 315.0, 18.0], gurSfRM_ze, 5693796]
[paragraph, [176.0, 160.0, 259.0, 18.0], 4zOs3gej28, 5693796]
[paragraph, [176.0, 178.0, 259.0, 18.0], 4zOs3gej28, 5693796]
[paragraph, [176.0, 196.0, 259.0, 18.0], 4zOs3gej28, 5693796]
[paragraph, [176.0, 214.0, 259.0, 18.0], 4zOs3gej28, 5693796]
[paragraph, [167.0, 254.0, 276.0, 18.0], xcO2aBKgyv, 5693796]
[paragraph, [135.0, 289.0, 312.0, 18.0], H5IaPHqiYI, 5693796]
[paragraph, [135.0, 307.0, 312.0, 18.0], H5IaPHqiYI, 5693796]
[paragraph, [135.0, 325.0, 312.0, 18.0], H5IaPHqiYI, 5693796]
[paragraph, [135.0, 343.0, 312.0, 18.0], H5IaPHqiYI, 5693796]
[paragraph, [135.0, 361.0, 312.0, 18.0], H5IaPHqiYI, 5693796]
[paragraph, [135.0, 379.0, 312.0, 18.0], H5IaPHqiYI, 5693796]
[paragraph, [135.0, 397.0, 312.0, 18.0], H5IaPHqiYI, 5693796]
[paragraph, [135.0, 415.0, 312.0, 18.0], H5IaPHqiYI, 5693796]
[paragraph, [135.0, 433.0, 312.0, 18.0], H5IaPHqiYI, 5693796]
[paragraph, [135.0, 451.0, 312.0, 18.0], H5IaPHqiYI, 5693796]
[paragraph, [135.0, 469.0, 312.0, 18.0], H5IaPHqiYI, 5693796]
[paragraph, [792.0, 436.0, 311.0, 18.0], 2CzsJbK-rt, 5693796]
[paragraph, [792.0, 454.0, 311.0, 18.0], 2CzsJbK-rt, 5693796]
[paragraph, [138.0, 509.0, 305.0, 18.0], PsUwXvht1B, 5693796]
[paragraph, [138.0, 527.0, 305.0, 18.0], PsUwXvht1B, 5693796]
[paragraph, [138.0, 545.0, 305.0, 18.0], PsUwXvht1B, 5693796]
[paragraph, [138.0, 563.0, 305.0, 18.0], PsUwXvht1B, 5693796]
[answer, [466.0, 544.0, 308.0, 18.0], geUTUf3C1q, 5693796]
[answer, [466.0, 562.0, 308.0, 18.0], geUTUf3C1q, 5693796]
[paragraph, [168.0, 581.0, 286.0, 18.0], MqyyH2kUrY, 5693796]
[paragraph, [168.0, 599.0, 286.0, 18.0], MqyyH2kUrY, 5693796]
[paragraph, [820.0, 590.0, 284.0, 18.0], 9sz1H_ZYF8, 5693796]
