[1578, 1028]
[chapter-title, [287.0, 194.0, 477.0, 58.5], shoonya_3sHX94PFD1L57L, 5750254]
[paragraph, [90.0, 319.0, 864.0, 36.0], shoonya_1sM9FOBANHMQMD, 5750254]
[paragraph, [90.0, 355.0, 864.0, 36.0], shoonya_1sM9FOBANHMQMD, 5750254]
[paragraph, [90.0, 391.0, 864.0, 36.0], shoonya_1sM9FOBANHMQMD, 5750254]
[paragraph, [90.0, 427.0, 864.0, 36.0], shoonya_1sM9FOBANHMQMD, 5750254]
[paragraph, [90.0, 463.0, 864.0, 36.0], shoonya_1sM9FOBANHMQMD, 5750254]
[paragraph, [90.0, 499.0, 864.0, 36.0], shoonya_1sM9FOBANHMQMD, 5750254]
[paragraph, [90.0, 535.0, 864.0, 36.0], shoonya_1sM9FOBANHMQMD, 5750254]
[paragraph, [90.0, 571.0, 864.0, 36.0], shoonya_1sM9FOBANHMQMD, 5750254]
[paragraph, [90.0, 607.0, 864.0, 36.0], shoonya_1sM9FOBANHMQMD, 5750254]
[paragraph, [90.0, 643.0, 864.0, 36.0], shoonya_1sM9FOBANHMQMD, 5750254]
[paragraph, [90.0, 679.0, 864.0, 36.0], shoonya_1sM9FOBANHMQMD, 5750254]
[paragraph, [90.0, 715.0, 864.0, 36.0], shoonya_1sM9FOBANHMQMD, 5750254]
[paragraph, [90.0, 751.0, 864.0, 36.0], shoonya_1sM9FOBANHMQMD, 5750254]
[paragraph, [90.0, 787.0, 864.0, 36.0], shoonya_1sM9FOBANHMQMD, 5750254]
[paragraph, [88.0, 845.0, 867.0, 36.0], shoonya_0sCK714BE2IBW9, 5750254]
[paragraph, [88.0, 881.0, 867.0, 36.0], shoonya_0sCK714BE2IBW9, 5750254]
[paragraph, [88.0, 917.0, 867.0, 36.0], shoonya_0sCK714BE2IBW9, 5750254]
[paragraph, [88.0, 953.0, 867.0, 36.0], shoonya_0sCK714BE2IBW9, 5750254]
[paragraph, [88.0, 989.0, 867.0, 36.0], shoonya_0sCK714BE2IBW9, 5750254]
[paragraph, [88.0, 1025.0, 867.0, 36.0], shoonya_0sCK714BE2IBW9, 5750254]
[paragraph, [88.0, 1061.0, 867.0, 36.0], shoonya_0sCK714BE2IBW9, 5750254]
[paragraph, [88.0, 1097.0, 867.0, 36.0], shoonya_0sCK714BE2IBW9, 5750254]
[paragraph, [88.0, 1133.0, 867.0, 36.0], shoonya_0sCK714BE2IBW9, 5750254]
[paragraph, [88.0, 1169.0, 867.0, 36.0], shoonya_0sCK714BE2IBW9, 5750254]
[paragraph, [88.0, 1205.0, 867.0, 36.0], shoonya_0sCK714BE2IBW9, 5750254]
[paragraph, [88.0, 1241.0, 867.0, 36.0], shoonya_0sCK714BE2IBW9, 5750254]
[paragraph, [88.0, 1277.0, 867.0, 36.0], shoonya_0sCK714BE2IBW9, 5750254]
[paragraph, [88.0, 1313.0, 867.0, 36.0], shoonya_0sCK714BE2IBW9, 5750254]
[footnote, [89.0, 1405.0, 321.0, 36.0], _uDZpXzlJt, 5750254]
