[1625, 1211]
[section-title, [115.0, 80.0, 899.0, 49.5], shoonya_1s5FW1JNECUS96, 5742523]
[paragraph, [417.0, 191.0, 353.0, 36.0], 1jWY1ZidLy, 5742523]
[paragraph, [417.0, 227.0, 353.0, 36.0], 1jWY1ZidLy, 5742523]
[paragraph, [417.0, 263.0, 353.0, 36.0], 1jWY1ZidLy, 5742523]
[paragraph, [417.0, 299.0, 353.0, 36.0], 1jWY1ZidLy, 5742523]
[paragraph, [417.0, 335.0, 353.0, 36.0], 1jWY1ZidLy, 5742523]
[author, [125.0, 192.0, 235.0, 36.0], pzuB3jCriY, 5742523]
[paragraph, [793.0, 197.0, 341.0, 36.0], Xh3SdFtXtm, 5742523]
[paragraph, [793.0, 233.0, 341.0, 36.0], Xh3SdFtXtm, 5742523]
[paragraph, [793.0, 269.0, 341.0, 36.0], Xh3SdFtXtm, 5742523]
[paragraph, [793.0, 305.0, 341.0, 36.0], Xh3SdFtXtm, 5742523]
[paragraph, [793.0, 341.0, 341.0, 36.0], Xh3SdFtXtm, 5742523]
[paragraph, [62.0, 238.0, 344.0, 36.0], ozlp1PWP3g, 5742523]
[paragraph, [62.0, 274.0, 344.0, 36.0], ozlp1PWP3g, 5742523]
[paragraph, [62.0, 310.0, 344.0, 36.0], ozlp1PWP3g, 5742523]
[paragraph, [62.0, 346.0, 344.0, 36.0], ozlp1PWP3g, 5742523]
[paragraph, [62.0, 382.0, 344.0, 36.0], ozlp1PWP3g, 5742523]
[paragraph, [424.0, 411.0, 342.0, 36.0], Bc0rTtfe_Q, 5742523]
[paragraph, [424.0, 447.0, 342.0, 36.0], Bc0rTtfe_Q, 5742523]
[paragraph, [424.0, 483.0, 342.0, 36.0], Bc0rTtfe_Q, 5742523]
[paragraph, [424.0, 519.0, 342.0, 36.0], Bc0rTtfe_Q, 5742523]
[paragraph, [424.0, 555.0, 342.0, 36.0], Bc0rTtfe_Q, 5742523]
[paragraph, [424.0, 591.0, 342.0, 36.0], Bc0rTtfe_Q, 5742523]
[paragraph, [795.0, 412.0, 341.0, 36.0], Mw77pvVYFy, 5742523]
[paragraph, [795.0, 448.0, 341.0, 36.0], Mw77pvVYFy, 5742523]
[paragraph, [795.0, 484.0, 341.0, 36.0], Mw77pvVYFy, 5742523]
[paragraph, [795.0, 520.0, 341.0, 36.0], Mw77pvVYFy, 5742523]
[paragraph, [795.0, 556.0, 341.0, 36.0], Mw77pvVYFy, 5742523]
[paragraph, [68.0, 458.0, 347.0, 36.0], 5YTA4aioZy, 5742523]
[paragraph, [68.0, 494.0, 347.0, 36.0], 5YTA4aioZy, 5742523]
[paragraph, [68.0, 530.0, 347.0, 36.0], 5YTA4aioZy, 5742523]
[paragraph, [68.0, 566.0, 347.0, 36.0], 5YTA4aioZy, 5742523]
[paragraph, [68.0, 602.0, 347.0, 36.0], 5YTA4aioZy, 5742523]
[section-title, [94.0, 650.0, 1036.0, 49.5], cLYe3YeJVU, 5742523]
[paragraph, [798.0, 716.0, 113.0, 36.0], tJ93EqHYb3, 5742523]
[paragraph, [421.0, 717.0, 349.0, 36.0], iCRycENlH9, 5742523]
[paragraph, [421.0, 753.0, 349.0, 36.0], iCRycENlH9, 5742523]
[paragraph, [421.0, 789.0, 349.0, 36.0], iCRycENlH9, 5742523]
[paragraph, [790.0, 757.0, 345.0, 36.0], JiwQUor1SI, 5742523]
[paragraph, [790.0, 793.0, 345.0, 36.0], JiwQUor1SI, 5742523]
[paragraph, [790.0, 829.0, 345.0, 36.0], JiwQUor1SI, 5742523]
[paragraph, [790.0, 865.0, 345.0, 36.0], JiwQUor1SI, 5742523]
[paragraph, [74.0, 758.0, 338.0, 36.0], uJcDpgiItp, 5742523]
[paragraph, [74.0, 794.0, 338.0, 36.0], uJcDpgiItp, 5742523]
[paragraph, [74.0, 830.0, 338.0, 36.0], uJcDpgiItp, 5742523]
[paragraph, [74.0, 866.0, 338.0, 36.0], uJcDpgiItp, 5742523]
[paragraph, [74.0, 902.0, 338.0, 36.0], uJcDpgiItp, 5742523]
[paragraph, [74.0, 938.0, 338.0, 36.0], uJcDpgiItp, 5742523]
[paragraph, [74.0, 974.0, 338.0, 36.0], uJcDpgiItp, 5742523]
[paragraph, [429.0, 872.0, 346.0, 36.0], SbMsde2JXu, 5742523]
[paragraph, [429.0, 908.0, 346.0, 36.0], SbMsde2JXu, 5742523]
[paragraph, [429.0, 944.0, 346.0, 36.0], SbMsde2JXu, 5742523]
[paragraph, [429.0, 980.0, 346.0, 36.0], SbMsde2JXu, 5742523]
[paragraph, [429.0, 1016.0, 346.0, 36.0], SbMsde2JXu, 5742523]
[paragraph, [429.0, 1052.0, 346.0, 36.0], SbMsde2JXu, 5742523]
[paragraph, [429.0, 1088.0, 346.0, 36.0], SbMsde2JXu, 5742523]
[paragraph, [429.0, 1124.0, 346.0, 36.0], SbMsde2JXu, 5742523]
[paragraph, [795.0, 943.0, 349.0, 36.0], biirCt3Fd5, 5742523]
[paragraph, [795.0, 979.0, 349.0, 36.0], biirCt3Fd5, 5742523]
[paragraph, [795.0, 1015.0, 349.0, 36.0], biirCt3Fd5, 5742523]
[paragraph, [795.0, 1051.0, 349.0, 36.0], biirCt3Fd5, 5742523]
[paragraph, [75.0, 1052.0, 335.0, 36.0], 7s0tJaKtwz, 5742523]
[paragraph, [75.0, 1088.0, 335.0, 36.0], 7s0tJaKtwz, 5742523]
[paragraph, [75.0, 1124.0, 335.0, 36.0], 7s0tJaKtwz, 5742523]
[section-title, [320.0, 1204.0, 570.0, 49.5], lttAPj-O12, 5742523]
[paragraph, [71.0, 1276.0, 341.0, 36.0], eQ0hXL0DqU, 5742523]
[paragraph, [71.0, 1312.0, 341.0, 36.0], eQ0hXL0DqU, 5742523]
[paragraph, [71.0, 1348.0, 341.0, 36.0], eQ0hXL0DqU, 5742523]
[paragraph, [71.0, 1384.0, 341.0, 36.0], eQ0hXL0DqU, 5742523]
[paragraph, [71.0, 1420.0, 341.0, 36.0], eQ0hXL0DqU, 5742523]
[paragraph, [71.0, 1456.0, 341.0, 36.0], eQ0hXL0DqU, 5742523]
[paragraph, [434.0, 1276.0, 341.0, 36.0], _XrDFi5mB4, 5742523]
[paragraph, [434.0, 1312.0, 341.0, 36.0], _XrDFi5mB4, 5742523]
[paragraph, [434.0, 1348.0, 341.0, 36.0], _XrDFi5mB4, 5742523]
[paragraph, [434.0, 1384.0, 341.0, 36.0], _XrDFi5mB4, 5742523]
[paragraph, [790.0, 1276.0, 349.0, 36.0], Dti-nfQvS1, 5742523]
[paragraph, [790.0, 1312.0, 349.0, 36.0], Dti-nfQvS1, 5742523]
[paragraph, [790.0, 1348.0, 349.0, 36.0], Dti-nfQvS1, 5742523]
[paragraph, [790.0, 1384.0, 349.0, 36.0], Dti-nfQvS1, 5742523]
[footnote, [754.0, 1580.0, 373.0, 36.0], RyAe-p5ImC, 5742523]
