[3508, 2481]
[contact-info, [583.0, 372.0, 1306.0, 52.5], shoonya_10s17WEL9QSFQG, 6516792]
[contact-info, [583.0, 424.5, 1306.0, 52.5], shoonya_10s17WEL9QSFQG, 6516792]
[contact-info, [583.0, 477.0, 1306.0, 52.5], shoonya_10s17WEL9QSFQG, 6516792]
[contact-info, [583.0, 529.5, 1306.0, 52.5], shoonya_10s17WEL9QSFQG, 6516792]
[section-title, [859.0, 736.0, 756.0, 93.0], shoonya_6sJP417S7IOTUL, 6516792]
[folio, [631.0, 993.0, 1206.0, 52.5], pbptYuwtpN, 6516792]
[dateline, [224.0, 1242.0, 396.0, 52.5], shoonya_3sOOBU0VOM5QFR, 6516792]
[paragraph, [222.0, 1500.0, 256.0, 52.5], sbzmzhQRno, 6516792]
[paragraph, [225.0, 1620.0, 2032.0, 52.5], 54wxsrNpK-, 6516792]
[paragraph, [225.0, 1672.5, 2032.0, 52.5], 54wxsrNpK-, 6516792]
[paragraph, [225.0, 1725.0, 2032.0, 52.5], 54wxsrNpK-, 6516792]
[paragraph, [225.0, 1777.5, 2032.0, 52.5], 54wxsrNpK-, 6516792]
[paragraph, [225.0, 1830.0, 2032.0, 52.5], 54wxsrNpK-, 6516792]
[paragraph, [225.0, 1882.5, 2032.0, 52.5], 54wxsrNpK-, 6516792]
[paragraph, [222.0, 1982.0, 2032.0, 52.5], 8LOMNytDEB, 6516792]
[paragraph, [222.0, 2034.5, 2032.0, 52.5], 8LOMNytDEB, 6516792]
[paragraph, [222.0, 2087.0, 2032.0, 52.5], 8LOMNytDEB, 6516792]
[paragraph, [222.0, 2139.5, 2032.0, 52.5], 8LOMNytDEB, 6516792]
[paragraph, [222.0, 2192.0, 2032.0, 52.5], 8LOMNytDEB, 6516792]
[paragraph, [222.0, 2244.5, 2032.0, 52.5], 8LOMNytDEB, 6516792]
[paragraph, [222.0, 2297.0, 2032.0, 52.5], 8LOMNytDEB, 6516792]
[paragraph, [223.0, 2465.0, 2036.0, 52.5], shoonya_0sZKNZ2U3HKBAA, 6516792]
[paragraph, [223.0, 2517.5, 2036.0, 52.5], shoonya_0sZKNZ2U3HKBAA, 6516792]
[paragraph, [223.0, 2570.0, 2036.0, 52.5], shoonya_0sZKNZ2U3HKBAA, 6516792]
[paragraph, [223.0, 2622.5, 2036.0, 52.5], shoonya_0sZKNZ2U3HKBAA, 6516792]
[paragraph, [223.0, 2675.0, 2036.0, 52.5], shoonya_0sZKNZ2U3HKBAA, 6516792]
[paragraph, [223.0, 2727.5, 2036.0, 52.5], shoonya_0sZKNZ2U3HKBAA, 6516792]
[paragraph, [223.0, 2780.0, 2036.0, 52.5], shoonya_0sZKNZ2U3HKBAA, 6516792]
[paragraph, [223.0, 2832.5, 2036.0, 52.5], shoonya_0sZKNZ2U3HKBAA, 6516792]
[ordered-list, [278.0, 2926.0, 1973.0, 52.5], _OOhP1YAGt, 6516792]
[ordered-list, [278.0, 2978.5, 1973.0, 52.5], _OOhP1YAGt, 6516792]
[ordered-list, [278.0, 3031.0, 1973.0, 52.5], _OOhP1YAGt, 6516792]
[ordered-list, [278.0, 3083.5, 1973.0, 52.5], _OOhP1YAGt, 6516792]
[ordered-list, [278.0, 3136.0, 1973.0, 52.5], _OOhP1YAGt, 6516792]
[ordered-list, [278.0, 3188.5, 1973.0, 52.5], _OOhP1YAGt, 6516792]
[ordered-list, [278.0, 3241.0, 1973.0, 52.5], _OOhP1YAGt, 6516792]
[ordered-list, [278.0, 3293.5, 1973.0, 52.5], _OOhP1YAGt, 6516792]
