[1418, 1064]
[section-title, [84.0, 92.0, 348.0, 30.0], shoonya_4s5CTA8Z4GYBBV, 6476469]
[paragraph, [81.0, 135.0, 901.0, 18.0], shoonya_0sM280ND6P1O27, 6476469]
[paragraph, [81.0, 153.0, 901.0, 18.0], shoonya_0sM280ND6P1O27, 6476469]
[paragraph, [81.0, 171.0, 901.0, 18.0], shoonya_0sM280ND6P1O27, 6476469]
[paragraph, [81.0, 189.0, 901.0, 18.0], shoonya_0sM280ND6P1O27, 6476469]
[paragraph, [81.0, 207.0, 901.0, 18.0], shoonya_0sM280ND6P1O27, 6476469]
[paragraph, [81.0, 225.0, 901.0, 18.0], shoonya_0sM280ND6P1O27, 6476469]
[paragraph, [81.0, 243.0, 901.0, 18.0], shoonya_0sM280ND6P1O27, 6476469]
[paragraph, [81.0, 261.0, 901.0, 18.0], shoonya_0sM280ND6P1O27, 6476469]
[paragraph, [81.0, 279.0, 901.0, 18.0], shoonya_0sM280ND6P1O27, 6476469]
[paragraph, [81.0, 297.0, 901.0, 18.0], shoonya_0sM280ND6P1O27, 6476469]
[paragraph, [81.0, 315.0, 901.0, 18.0], shoonya_0sM280ND6P1O27, 6476469]
[paragraph, [81.0, 333.0, 901.0, 18.0], shoonya_0sM280ND6P1O27, 6476469]
[paragraph, [81.0, 351.0, 901.0, 18.0], shoonya_0sM280ND6P1O27, 6476469]
[paragraph, [81.0, 369.0, 901.0, 18.0], shoonya_0sM280ND6P1O27, 6476469]
[paragraph, [81.0, 387.0, 901.0, 18.0], shoonya_0sM280ND6P1O27, 6476469]
[section-title, [83.0, 421.0, 370.0, 30.0], foMc07SILT, 6476469]
[paragraph, [77.0, 464.0, 909.0, 18.0], shoonya_5sLGLNDFNJ5TU8, 6476469]
[paragraph, [77.0, 482.0, 909.0, 18.0], shoonya_5sLGLNDFNJ5TU8, 6476469]
[paragraph, [77.0, 500.0, 909.0, 18.0], shoonya_5sLGLNDFNJ5TU8, 6476469]
[paragraph, [77.0, 518.0, 909.0, 18.0], shoonya_5sLGLNDFNJ5TU8, 6476469]
[paragraph, [77.0, 536.0, 909.0, 18.0], shoonya_5sLGLNDFNJ5TU8, 6476469]
[paragraph, [77.0, 554.0, 909.0, 18.0], shoonya_5sLGLNDFNJ5TU8, 6476469]
[paragraph, [77.0, 572.0, 909.0, 18.0], shoonya_5sLGLNDFNJ5TU8, 6476469]
[paragraph, [77.0, 590.0, 909.0, 18.0], shoonya_5sLGLNDFNJ5TU8, 6476469]
[paragraph, [77.0, 608.0, 909.0, 18.0], shoonya_5sLGLNDFNJ5TU8, 6476469]
[paragraph, [77.0, 626.0, 909.0, 18.0], shoonya_5sLGLNDFNJ5TU8, 6476469]
[paragraph, [77.0, 644.0, 909.0, 18.0], shoonya_5sLGLNDFNJ5TU8, 6476469]
[paragraph, [77.0, 662.0, 909.0, 18.0], shoonya_5sLGLNDFNJ5TU8, 6476469]
[paragraph, [77.0, 680.0, 909.0, 18.0], shoonya_5sLGLNDFNJ5TU8, 6476469]
[paragraph, [79.0, 716.0, 901.0, 18.0], TPSJHmlx2Z, 6476469]
[paragraph, [79.0, 734.0, 901.0, 18.0], TPSJHmlx2Z, 6476469]
[paragraph, [79.0, 752.0, 901.0, 18.0], TPSJHmlx2Z, 6476469]
[paragraph, [79.0, 770.0, 901.0, 18.0], TPSJHmlx2Z, 6476469]
[paragraph, [79.0, 788.0, 901.0, 18.0], TPSJHmlx2Z, 6476469]
[section-title, [75.0, 843.0, 227.0, 30.0], shoonya_6s07IDNCO0CZNY, 6476469]
[paragraph, [77.0, 890.0, 908.0, 18.0], TErtdmVN2m, 6476469]
[paragraph, [77.0, 908.0, 908.0, 18.0], TErtdmVN2m, 6476469]
[paragraph, [77.0, 926.0, 908.0, 18.0], TErtdmVN2m, 6476469]
[paragraph, [77.0, 944.0, 908.0, 18.0], TErtdmVN2m, 6476469]
[paragraph, [77.0, 962.0, 908.0, 18.0], TErtdmVN2m, 6476469]
[paragraph, [77.0, 980.0, 908.0, 18.0], TErtdmVN2m, 6476469]
[paragraph, [77.0, 998.0, 908.0, 18.0], TErtdmVN2m, 6476469]
[paragraph, [77.0, 1016.0, 908.0, 18.0], TErtdmVN2m, 6476469]
[paragraph, [77.0, 1034.0, 908.0, 18.0], TErtdmVN2m, 6476469]
[paragraph, [77.0, 1052.0, 908.0, 18.0], TErtdmVN2m, 6476469]
[paragraph, [77.0, 1070.0, 908.0, 18.0], TErtdmVN2m, 6476469]
[paragraph, [77.0, 1088.0, 908.0, 18.0], TErtdmVN2m, 6476469]
[paragraph, [77.0, 1106.0, 908.0, 18.0], TErtdmVN2m, 6476469]
[paragraph, [77.0, 1124.0, 908.0, 18.0], TErtdmVN2m, 6476469]
[paragraph, [77.0, 1142.0, 908.0, 18.0], TErtdmVN2m, 6476469]
[paragraph, [77.0, 1160.0, 908.0, 18.0], TErtdmVN2m, 6476469]
[paragraph, [77.0, 1178.0, 908.0, 18.0], TErtdmVN2m, 6476469]
[paragraph, [77.0, 1196.0, 908.0, 18.0], TErtdmVN2m, 6476469]
[paragraph, [77.0, 1214.0, 908.0, 18.0], TErtdmVN2m, 6476469]
[paragraph, [77.0, 1232.0, 908.0, 18.0], TErtdmVN2m, 6476469]
[paragraph, [77.0, 1250.0, 908.0, 18.0], TErtdmVN2m, 6476469]
[folio, [82.0, 1340.0, 409.0, 18.0], P76bEKoHBU, 6476469]
