[3508, 2481]
[flag, [506.0, 96.0, 1483.0, 52.5], -f3rFbTxkb, 6534622]
[flag, [506.0, 148.5, 1483.0, 52.5], -f3rFbTxkb, 6534622]
[flag, [506.0, 201.0, 1483.0, 52.5], -f3rFbTxkb, 6534622]
[flag, [506.0, 253.5, 1483.0, 52.5], -f3rFbTxkb, 6534622]
[section-title, [845.0, 593.0, 764.0, 93.0], ETdCfyAiAy, 6534622]
[sub-section-title, [211.0, 836.0, 997.0, 73.5], nGkyf0LbyK, 6534622]
[dateline, [211.0, 1085.0, 453.0, 52.5], eFV_WC7LlL, 6534622]
[dateline, [211.0, 1137.5, 453.0, 52.5], eFV_WC7LlL, 6534622]
[paragraph, [220.0, 1368.0, 326.0, 52.5], IlcJ6LgPsF, 6534622]
[paragraph, [221.0, 1483.0, 2051.0, 52.5], shoonya_0s1PZJ6H7NT5HV, 6534622]
[paragraph, [221.0, 1535.5, 2051.0, 52.5], shoonya_0s1PZJ6H7NT5HV, 6534622]
[paragraph, [221.0, 1588.0, 2051.0, 52.5], shoonya_0s1PZJ6H7NT5HV, 6534622]
[paragraph, [221.0, 1640.5, 2051.0, 52.5], shoonya_0s1PZJ6H7NT5HV, 6534622]
[paragraph, [221.0, 1693.0, 2051.0, 52.5], shoonya_0s1PZJ6H7NT5HV, 6534622]
[paragraph, [221.0, 1745.5, 2051.0, 52.5], shoonya_0s1PZJ6H7NT5HV, 6534622]
[paragraph, [217.0, 1841.0, 2051.0, 52.5], Di5WcrFp1N, 6534622]
[paragraph, [217.0, 1893.5, 2051.0, 52.5], Di5WcrFp1N, 6534622]
[paragraph, [217.0, 1946.0, 2051.0, 52.5], Di5WcrFp1N, 6534622]
[paragraph, [217.0, 1998.5, 2051.0, 52.5], Di5WcrFp1N, 6534622]
[paragraph, [217.0, 2051.0, 2051.0, 52.5], Di5WcrFp1N, 6534622]
[paragraph, [217.0, 2103.5, 2051.0, 52.5], Di5WcrFp1N, 6534622]
[paragraph, [217.0, 2156.0, 2051.0, 52.5], Di5WcrFp1N, 6534622]
[paragraph, [217.0, 2307.0, 2051.0, 52.5], 81L58vKT34, 6534622]
[paragraph, [217.0, 2359.5, 2051.0, 52.5], 81L58vKT34, 6534622]
[paragraph, [217.0, 2412.0, 2051.0, 52.5], 81L58vKT34, 6534622]
[paragraph, [217.0, 2464.5, 2051.0, 52.5], 81L58vKT34, 6534622]
[paragraph, [217.0, 2517.0, 2051.0, 52.5], 81L58vKT34, 6534622]
[paragraph, [217.0, 2569.5, 2051.0, 52.5], 81L58vKT34, 6534622]
[paragraph, [217.0, 2622.0, 2051.0, 52.5], 81L58vKT34, 6534622]
[paragraph, [217.0, 2674.5, 2051.0, 52.5], 81L58vKT34, 6534622]
[ordered-list, [273.0, 2786.0, 2008.0, 52.5], U_nsa65RsC, 6534622]
[ordered-list, [273.0, 2838.5, 2008.0, 52.5], U_nsa65RsC, 6534622]
[ordered-list, [273.0, 2891.0, 2008.0, 52.5], U_nsa65RsC, 6534622]
[ordered-list, [273.0, 2943.5, 2008.0, 52.5], U_nsa65RsC, 6534622]
[ordered-list, [273.0, 2996.0, 2008.0, 52.5], U_nsa65RsC, 6534622]
[ordered-list, [273.0, 3048.5, 2008.0, 52.5], U_nsa65RsC, 6534622]
[ordered-list, [273.0, 3101.0, 2008.0, 52.5], U_nsa65RsC, 6534622]
[ordered-list, [273.0, 3153.5, 2008.0, 52.5], U_nsa65RsC, 6534622]
[ordered-list, [273.0, 3206.0, 2008.0, 52.5], U_nsa65RsC, 6534622]
