[2278, 1778]
[folio, [1125.0, 46.0, 420.0, 36.0], xvIqPwKurr, 5758398]
[folio, [1125.0, 82.0, 420.0, 36.0], xvIqPwKurr, 5758398]
[folio, [1125.0, 118.0, 420.0, 36.0], xvIqPwKurr, 5758398]
[folio, [1125.0, 154.0, 420.0, 36.0], xvIqPwKurr, 5758398]
[folio, [1125.0, 190.0, 420.0, 36.0], xvIqPwKurr, 5758398]
[folio, [129.0, 57.0, 344.0, 36.0], 7ySCWzc6Gb, 5758398]
[folio, [129.0, 93.0, 344.0, 36.0], 7ySCWzc6Gb, 5758398]
[section-title, [128.0, 276.0, 324.0, 52.5], shoonya_7sAFA5HTVT5JG1, 5758398]
[paragraph, [126.0, 343.0, 1539.0, 36.0], shoonya_5sCRXTWL5RAX14, 5758398]
[paragraph, [126.0, 379.0, 1539.0, 36.0], shoonya_5sCRXTWL5RAX14, 5758398]
[paragraph, [126.0, 415.0, 1539.0, 36.0], shoonya_5sCRXTWL5RAX14, 5758398]
[paragraph, [126.0, 451.0, 1539.0, 36.0], shoonya_5sCRXTWL5RAX14, 5758398]
[paragraph, [126.0, 487.0, 1539.0, 36.0], shoonya_5sCRXTWL5RAX14, 5758398]
[paragraph, [126.0, 523.0, 1539.0, 36.0], shoonya_5sCRXTWL5RAX14, 5758398]
[paragraph, [126.0, 559.0, 1539.0, 36.0], shoonya_5sCRXTWL5RAX14, 5758398]
[paragraph, [126.0, 595.0, 1539.0, 36.0], shoonya_5sCRXTWL5RAX14, 5758398]
[section-title, [674.0, 669.0, 436.0, 52.5], SIhdbDVPtP, 5758398]
[section-title, [674.0, 721.5, 436.0, 52.5], SIhdbDVPtP, 5758398]
[paragraph, [124.0, 844.0, 1538.0, 36.0], shoonya_1sSBE8OP1K9TQU, 5758398]
[paragraph, [124.0, 880.0, 1538.0, 36.0], shoonya_1sSBE8OP1K9TQU, 5758398]
[paragraph, [124.0, 916.0, 1538.0, 36.0], shoonya_1sSBE8OP1K9TQU, 5758398]
[paragraph, [124.0, 952.0, 1538.0, 36.0], shoonya_1sSBE8OP1K9TQU, 5758398]
[paragraph, [124.0, 988.0, 1538.0, 36.0], shoonya_1sSBE8OP1K9TQU, 5758398]
[paragraph, [124.0, 1024.0, 1538.0, 36.0], shoonya_1sSBE8OP1K9TQU, 5758398]
[paragraph, [124.0, 1060.0, 1538.0, 36.0], shoonya_1sSBE8OP1K9TQU, 5758398]
[paragraph, [124.0, 1096.0, 1538.0, 36.0], shoonya_1sSBE8OP1K9TQU, 5758398]
[paragraph, [124.0, 1132.0, 1538.0, 36.0], shoonya_1sSBE8OP1K9TQU, 5758398]
[paragraph, [124.0, 1168.0, 1538.0, 36.0], shoonya_1sSBE8OP1K9TQU, 5758398]
[paragraph, [124.0, 1204.0, 1538.0, 36.0], shoonya_1sSBE8OP1K9TQU, 5758398]
[paragraph, [124.0, 1240.0, 1538.0, 36.0], shoonya_1sSBE8OP1K9TQU, 5758398]
[section-title, [571.0, 1297.0, 627.0, 52.5], shoonya_6s61K145SD9TSU, 5758398]
[sub-section-title, [129.0, 1388.0, 413.0, 55.5], shoonya_3s3LULEYR7EJ4S, 5758398]
[paragraph, [128.0, 1454.0, 1537.0, 36.0], shoonya_0s37YLAPHUCZIJ, 5758398]
[paragraph, [128.0, 1490.0, 1537.0, 36.0], shoonya_0s37YLAPHUCZIJ, 5758398]
[paragraph, [128.0, 1526.0, 1537.0, 36.0], shoonya_0s37YLAPHUCZIJ, 5758398]
[paragraph, [128.0, 1562.0, 1537.0, 36.0], shoonya_0s37YLAPHUCZIJ, 5758398]
[paragraph, [128.0, 1598.0, 1537.0, 36.0], shoonya_0s37YLAPHUCZIJ, 5758398]
[paragraph, [128.0, 1634.0, 1537.0, 36.0], shoonya_0s37YLAPHUCZIJ, 5758398]
[paragraph, [128.0, 1670.0, 1537.0, 36.0], shoonya_0s37YLAPHUCZIJ, 5758398]
[paragraph, [128.0, 1706.0, 1537.0, 36.0], shoonya_0s37YLAPHUCZIJ, 5758398]
[paragraph, [128.0, 1742.0, 1537.0, 36.0], shoonya_0s37YLAPHUCZIJ, 5758398]
[paragraph, [128.0, 1778.0, 1537.0, 36.0], shoonya_0s37YLAPHUCZIJ, 5758398]
[paragraph, [128.0, 1814.0, 1537.0, 36.0], shoonya_0s37YLAPHUCZIJ, 5758398]
[paragraph, [128.0, 1850.0, 1537.0, 36.0], shoonya_0s37YLAPHUCZIJ, 5758398]
[paragraph, [128.0, 1886.0, 1537.0, 36.0], shoonya_0s37YLAPHUCZIJ, 5758398]
[paragraph, [128.0, 1922.0, 1537.0, 36.0], shoonya_0s37YLAPHUCZIJ, 5758398]
[sub-section-title, [117.0, 1935.0, 356.0, 55.5], xgI3OxHgQM, 5758398]
[paragraph, [213.0, 2011.0, 1468.0, 36.0], OX032265zN, 5758398]
[paragraph, [213.0, 2047.0, 1468.0, 36.0], OX032265zN, 5758398]
