[978, 615]
[paragraph, [19.0, 78.0, 568.0, 18.0], shoonya_1sFZHO6JPV33JL, 5773639]
[paragraph, [19.0, 96.0, 568.0, 18.0], shoonya_1sFZHO6JPV33JL, 5773639]
[paragraph, [19.0, 114.0, 568.0, 18.0], shoonya_1sFZHO6JPV33JL, 5773639]
[paragraph, [19.0, 132.0, 568.0, 18.0], shoonya_1sFZHO6JPV33JL, 5773639]
[paragraph, [19.0, 150.0, 568.0, 18.0], shoonya_1sFZHO6JPV33JL, 5773639]
[paragraph, [19.0, 168.0, 568.0, 18.0], shoonya_1sFZHO6JPV33JL, 5773639]
[paragraph, [19.0, 186.0, 568.0, 18.0], shoonya_1sFZHO6JPV33JL, 5773639]
[paragraph, [19.0, 204.0, 568.0, 18.0], shoonya_1sFZHO6JPV33JL, 5773639]
[paragraph, [19.0, 222.0, 568.0, 18.0], shoonya_1sFZHO6JPV33JL, 5773639]
[paragraph, [19.0, 240.0, 568.0, 18.0], shoonya_1sFZHO6JPV33JL, 5773639]
[paragraph, [19.0, 258.0, 568.0, 18.0], shoonya_1sFZHO6JPV33JL, 5773639]
[paragraph, [19.0, 276.0, 568.0, 18.0], shoonya_1sFZHO6JPV33JL, 5773639]
[paragraph, [19.0, 294.0, 568.0, 18.0], shoonya_1sFZHO6JPV33JL, 5773639]
[paragraph, [19.0, 312.0, 568.0, 18.0], shoonya_1sFZHO6JPV33JL, 5773639]
[paragraph, [19.0, 330.0, 568.0, 18.0], shoonya_1sFZHO6JPV33JL, 5773639]
[paragraph, [19.0, 348.0, 568.0, 18.0], shoonya_1sFZHO6JPV33JL, 5773639]
[paragraph, [19.0, 366.0, 568.0, 18.0], shoonya_1sFZHO6JPV33JL, 5773639]
[paragraph, [19.0, 384.0, 568.0, 18.0], shoonya_1sFZHO6JPV33JL, 5773639]
[paragraph, [19.0, 402.0, 568.0, 18.0], shoonya_1sFZHO6JPV33JL, 5773639]
[paragraph, [19.0, 420.0, 568.0, 18.0], shoonya_1sFZHO6JPV33JL, 5773639]
[paragraph, [19.0, 438.0, 568.0, 18.0], shoonya_1sFZHO6JPV33JL, 5773639]
[paragraph, [19.0, 456.0, 568.0, 18.0], shoonya_1sFZHO6JPV33JL, 5773639]
[paragraph, [19.0, 474.0, 568.0, 18.0], shoonya_1sFZHO6JPV33JL, 5773639]
[paragraph, [19.0, 492.0, 568.0, 18.0], shoonya_1sFZHO6JPV33JL, 5773639]
[paragraph, [19.0, 510.0, 568.0, 18.0], shoonya_1sFZHO6JPV33JL, 5773639]
[paragraph, [20.0, 552.0, 566.0, 18.0], shoonya_5s96F9KT9RPRSW, 5773639]
[paragraph, [20.0, 570.0, 566.0, 18.0], shoonya_5s96F9KT9RPRSW, 5773639]
[paragraph, [20.0, 588.0, 566.0, 18.0], shoonya_5s96F9KT9RPRSW, 5773639]
[paragraph, [20.0, 606.0, 566.0, 18.0], shoonya_5s96F9KT9RPRSW, 5773639]
[paragraph, [20.0, 624.0, 566.0, 18.0], shoonya_5s96F9KT9RPRSW, 5773639]
[paragraph, [20.0, 642.0, 566.0, 18.0], shoonya_5s96F9KT9RPRSW, 5773639]
[paragraph, [20.0, 660.0, 566.0, 18.0], shoonya_5s96F9KT9RPRSW, 5773639]
[paragraph, [20.0, 698.0, 571.0, 18.0], shoonya_4sLL0GIAMKN22F, 5773639]
[paragraph, [20.0, 716.0, 571.0, 18.0], shoonya_4sLL0GIAMKN22F, 5773639]
[paragraph, [20.0, 734.0, 571.0, 18.0], shoonya_4sLL0GIAMKN22F, 5773639]
[paragraph, [20.0, 752.0, 571.0, 18.0], shoonya_4sLL0GIAMKN22F, 5773639]
[paragraph, [20.0, 770.0, 571.0, 18.0], shoonya_4sLL0GIAMKN22F, 5773639]
[paragraph, [20.0, 788.0, 571.0, 18.0], shoonya_4sLL0GIAMKN22F, 5773639]
[paragraph, [20.0, 806.0, 571.0, 18.0], shoonya_4sLL0GIAMKN22F, 5773639]
[paragraph, [20.0, 824.0, 571.0, 18.0], shoonya_4sLL0GIAMKN22F, 5773639]
[paragraph, [20.0, 842.0, 571.0, 18.0], shoonya_4sLL0GIAMKN22F, 5773639]
[paragraph, [20.0, 860.0, 571.0, 18.0], shoonya_4sLL0GIAMKN22F, 5773639]
[paragraph, [20.0, 878.0, 571.0, 18.0], shoonya_4sLL0GIAMKN22F, 5773639]
[paragraph, [20.0, 896.0, 571.0, 18.0], shoonya_4sLL0GIAMKN22F, 5773639]
