[1818, 1374]
[folio, [481.0, 109.0, 406.0, 36.0], MnFqXvdgaF, 5682823]
[paragraph, [113.0, 179.0, 566.0, 36.0], shoonya_2sNSWQ00JLF7OV, 5682823]
[paragraph, [113.0, 215.0, 566.0, 36.0], shoonya_2sNSWQ00JLF7OV, 5682823]
[paragraph, [113.0, 251.0, 566.0, 36.0], shoonya_2sNSWQ00JLF7OV, 5682823]
[paragraph, [113.0, 287.0, 566.0, 36.0], shoonya_2sNSWQ00JLF7OV, 5682823]
[paragraph, [113.0, 323.0, 566.0, 36.0], shoonya_2sNSWQ00JLF7OV, 5682823]
[paragraph, [113.0, 359.0, 566.0, 36.0], shoonya_2sNSWQ00JLF7OV, 5682823]
[paragraph, [113.0, 395.0, 566.0, 36.0], shoonya_2sNSWQ00JLF7OV, 5682823]
[paragraph, [113.0, 431.0, 566.0, 36.0], shoonya_2sNSWQ00JLF7OV, 5682823]
[paragraph, [113.0, 467.0, 566.0, 36.0], shoonya_2sNSWQ00JLF7OV, 5682823]
[paragraph, [699.0, 179.0, 564.0, 36.0], shoonya_0s286AULM5XUX7, 5682823]
[paragraph, [699.0, 215.0, 564.0, 36.0], shoonya_0s286AULM5XUX7, 5682823]
[paragraph, [699.0, 251.0, 564.0, 36.0], shoonya_0s286AULM5XUX7, 5682823]
[paragraph, [699.0, 287.0, 564.0, 36.0], shoonya_0s286AULM5XUX7, 5682823]
[paragraph, [699.0, 323.0, 564.0, 36.0], shoonya_0s286AULM5XUX7, 5682823]
[paragraph, [699.0, 359.0, 564.0, 36.0], shoonya_0s286AULM5XUX7, 5682823]
[paragraph, [699.0, 395.0, 564.0, 36.0], shoonya_0s286AULM5XUX7, 5682823]
[paragraph, [699.0, 431.0, 564.0, 36.0], shoonya_0s286AULM5XUX7, 5682823]
[paragraph, [699.0, 467.0, 564.0, 36.0], shoonya_0s286AULM5XUX7, 5682823]
[paragraph, [699.0, 503.0, 564.0, 36.0], shoonya_0s286AULM5XUX7, 5682823]
[paragraph, [699.0, 539.0, 564.0, 36.0], shoonya_0s286AULM5XUX7, 5682823]
[paragraph, [699.0, 575.0, 564.0, 36.0], shoonya_0s286AULM5XUX7, 5682823]
[paragraph, [699.0, 611.0, 564.0, 36.0], shoonya_0s286AULM5XUX7, 5682823]
[paragraph, [699.0, 647.0, 564.0, 36.0], shoonya_0s286AULM5XUX7, 5682823]
[paragraph, [699.0, 683.0, 564.0, 36.0], shoonya_0s286AULM5XUX7, 5682823]
[paragraph, [699.0, 719.0, 564.0, 36.0], shoonya_0s286AULM5XUX7, 5682823]
[paragraph, [699.0, 755.0, 564.0, 36.0], shoonya_0s286AULM5XUX7, 5682823]
[paragraph, [699.0, 791.0, 564.0, 36.0], shoonya_0s286AULM5XUX7, 5682823]
[paragraph, [699.0, 827.0, 564.0, 36.0], shoonya_0s286AULM5XUX7, 5682823]
[paragraph, [699.0, 863.0, 564.0, 36.0], shoonya_0s286AULM5XUX7, 5682823]
[paragraph, [699.0, 899.0, 564.0, 36.0], shoonya_0s286AULM5XUX7, 5682823]
[paragraph, [699.0, 935.0, 564.0, 36.0], shoonya_0s286AULM5XUX7, 5682823]
[paragraph, [147.0, 521.0, 440.0, 36.0], BwLt1gH_NI, 5682823]
[paragraph, [108.0, 606.0, 568.0, 36.0], bdpUViosYo, 5682823]
[paragraph, [108.0, 642.0, 568.0, 36.0], bdpUViosYo, 5682823]
[paragraph, [108.0, 678.0, 568.0, 36.0], bdpUViosYo, 5682823]
[paragraph, [108.0, 714.0, 568.0, 36.0], bdpUViosYo, 5682823]
[paragraph, [108.0, 750.0, 568.0, 36.0], bdpUViosYo, 5682823]
[paragraph, [108.0, 786.0, 568.0, 36.0], bdpUViosYo, 5682823]
[paragraph, [108.0, 822.0, 568.0, 36.0], bdpUViosYo, 5682823]
[paragraph, [108.0, 858.0, 568.0, 36.0], bdpUViosYo, 5682823]
[paragraph, [108.0, 894.0, 568.0, 36.0], bdpUViosYo, 5682823]
[paragraph, [108.0, 930.0, 568.0, 36.0], bdpUViosYo, 5682823]
[paragraph, [108.0, 966.0, 568.0, 36.0], bdpUViosYo, 5682823]
[paragraph, [108.0, 1002.0, 568.0, 36.0], bdpUViosYo, 5682823]
[paragraph, [699.0, 990.0, 563.0, 36.0], KhsUB88NzB, 5682823]
[paragraph, [699.0, 1026.0, 563.0, 36.0], KhsUB88NzB, 5682823]
[paragraph, [107.0, 1076.0, 570.0, 36.0], ivQSkmQFpS, 5682823]
[paragraph, [107.0, 1112.0, 570.0, 36.0], ivQSkmQFpS, 5682823]
[paragraph, [741.0, 1077.0, 455.0, 36.0], 0HgLWgdlCA, 5682823]
[paragraph, [106.0, 1160.0, 570.0, 36.0], tGaTRh8UQu, 5682823]
[paragraph, [106.0, 1196.0, 570.0, 36.0], tGaTRh8UQu, 5682823]
[paragraph, [106.0, 1232.0, 570.0, 36.0], tGaTRh8UQu, 5682823]
[paragraph, [700.0, 1245.0, 563.0, 36.0], shoonya_1sQWA26G98Z09C, 5682823]
[paragraph, [700.0, 1281.0, 563.0, 36.0], shoonya_1sQWA26G98Z09C, 5682823]
[paragraph, [700.0, 1317.0, 563.0, 36.0], shoonya_1sQWA26G98Z09C, 5682823]
[paragraph, [700.0, 1353.0, 563.0, 36.0], shoonya_1sQWA26G98Z09C, 5682823]
[paragraph, [700.0, 1389.0, 563.0, 36.0], shoonya_1sQWA26G98Z09C, 5682823]
[paragraph, [700.0, 1425.0, 563.0, 36.0], shoonya_1sQWA26G98Z09C, 5682823]
[paragraph, [700.0, 1461.0, 563.0, 36.0], shoonya_1sQWA26G98Z09C, 5682823]
[paragraph, [700.0, 1497.0, 563.0, 36.0], shoonya_1sQWA26G98Z09C, 5682823]
[paragraph, [107.0, 1289.0, 568.0, 36.0], rowzVwuVT3, 5682823]
[paragraph, [107.0, 1325.0, 568.0, 36.0], rowzVwuVT3, 5682823]
[paragraph, [107.0, 1361.0, 568.0, 36.0], rowzVwuVT3, 5682823]
[paragraph, [99.0, 1540.0, 581.0, 36.0], hEstTbUC52, 5682823]
[paragraph, [99.0, 1576.0, 581.0, 36.0], hEstTbUC52, 5682823]
[paragraph, [99.0, 1612.0, 581.0, 36.0], hEstTbUC52, 5682823]
[paragraph, [99.0, 1648.0, 581.0, 36.0], hEstTbUC52, 5682823]
[paragraph, [700.0, 1545.0, 564.0, 36.0], shoonya_4sHOTBHMQP7OYX, 5682823]
[paragraph, [700.0, 1581.0, 564.0, 36.0], shoonya_4sHOTBHMQP7OYX, 5682823]
[paragraph, [700.0, 1617.0, 564.0, 36.0], shoonya_4sHOTBHMQP7OYX, 5682823]
[paragraph, [700.0, 1653.0, 564.0, 36.0], shoonya_4sHOTBHMQP7OYX, 5682823]
