[1320, 1176]
[headline, [84.0, 84.0, 485.0, 25.5], shoonya_0sNF6BZG6GZ2UH, 5694612]
[headline, [84.0, 109.5, 485.0, 25.5], shoonya_0sNF6BZG6GZ2UH, 5694612]
[headline, [84.0, 135.0, 485.0, 25.5], shoonya_0sNF6BZG6GZ2UH, 5694612]
[headline, [84.0, 160.5, 485.0, 25.5], shoonya_0sNF6BZG6GZ2UH, 5694612]
[headline, [84.0, 186.0, 485.0, 25.5], shoonya_0sNF6BZG6GZ2UH, 5694612]
[headline, [84.0, 211.5, 485.0, 25.5], shoonya_0sNF6BZG6GZ2UH, 5694612]
[paragraph, [89.0, 690.0, 538.0, 18.0], shoonya_1s68UZJJRR0Q8C, 5694612]
[paragraph, [89.0, 708.0, 538.0, 18.0], shoonya_1s68UZJJRR0Q8C, 5694612]
[paragraph, [89.0, 726.0, 538.0, 18.0], shoonya_1s68UZJJRR0Q8C, 5694612]
[paragraph, [89.0, 744.0, 538.0, 18.0], shoonya_1s68UZJJRR0Q8C, 5694612]
[paragraph, [89.0, 762.0, 538.0, 18.0], shoonya_1s68UZJJRR0Q8C, 5694612]
[paragraph, [89.0, 780.0, 538.0, 18.0], shoonya_1s68UZJJRR0Q8C, 5694612]
[paragraph, [89.0, 798.0, 538.0, 18.0], shoonya_1s68UZJJRR0Q8C, 5694612]
[paragraph, [89.0, 816.0, 538.0, 18.0], shoonya_1s68UZJJRR0Q8C, 5694612]
[paragraph, [89.0, 834.0, 538.0, 18.0], shoonya_1s68UZJJRR0Q8C, 5694612]
[paragraph, [89.0, 852.0, 538.0, 18.0], shoonya_1s68UZJJRR0Q8C, 5694612]
[paragraph, [89.0, 870.0, 538.0, 18.0], shoonya_1s68UZJJRR0Q8C, 5694612]
[paragraph, [89.0, 888.0, 538.0, 18.0], shoonya_1s68UZJJRR0Q8C, 5694612]
[paragraph, [89.0, 906.0, 538.0, 18.0], shoonya_1s68UZJJRR0Q8C, 5694612]
[paragraph, [89.0, 924.0, 538.0, 18.0], shoonya_1s68UZJJRR0Q8C, 5694612]
[paragraph, [89.0, 942.0, 538.0, 18.0], shoonya_1s68UZJJRR0Q8C, 5694612]
[paragraph, [89.0, 960.0, 538.0, 18.0], shoonya_1s68UZJJRR0Q8C, 5694612]
[paragraph, [89.0, 978.0, 538.0, 18.0], shoonya_1s68UZJJRR0Q8C, 5694612]
[paragraph, [89.0, 996.0, 538.0, 18.0], shoonya_1s68UZJJRR0Q8C, 5694612]
[paragraph, [89.0, 1014.0, 538.0, 18.0], shoonya_1s68UZJJRR0Q8C, 5694612]
[paragraph, [89.0, 1032.0, 538.0, 18.0], shoonya_1s68UZJJRR0Q8C, 5694612]
[paragraph, [89.0, 1050.0, 538.0, 18.0], shoonya_1s68UZJJRR0Q8C, 5694612]
[paragraph, [89.0, 1068.0, 538.0, 18.0], shoonya_1s68UZJJRR0Q8C, 5694612]
[paragraph, [89.0, 1086.0, 538.0, 18.0], shoonya_1s68UZJJRR0Q8C, 5694612]
[paragraph, [89.0, 1104.0, 538.0, 18.0], shoonya_1s68UZJJRR0Q8C, 5694612]
[paragraph, [89.0, 1122.0, 538.0, 18.0], shoonya_1s68UZJJRR0Q8C, 5694612]
[paragraph, [89.0, 1140.0, 538.0, 18.0], shoonya_1s68UZJJRR0Q8C, 5694612]
[paragraph, [89.0, 1158.0, 538.0, 18.0], shoonya_1s68UZJJRR0Q8C, 5694612]
[contact-info, [637.0, 1017.0, 469.0, 18.0], 3dh-QlRLbl, 5694612]
[contact-info, [637.0, 1035.0, 469.0, 18.0], 3dh-QlRLbl, 5694612]
[contact-info, [637.0, 1053.0, 469.0, 18.0], 3dh-QlRLbl, 5694612]
[contact-info, [637.0, 1071.0, 469.0, 18.0], 3dh-QlRLbl, 5694612]
[contact-info, [637.0, 1089.0, 469.0, 18.0], 3dh-QlRLbl, 5694612]
[contact-info, [637.0, 1107.0, 469.0, 18.0], 3dh-QlRLbl, 5694612]
[contact-info, [637.0, 1125.0, 469.0, 18.0], 3dh-QlRLbl, 5694612]
[contact-info, [637.0, 1143.0, 469.0, 18.0], 3dh-QlRLbl, 5694612]
[contact-info, [637.0, 1161.0, 469.0, 18.0], 3dh-QlRLbl, 5694612]
[contact-info, [637.0, 1179.0, 469.0, 18.0], 3dh-QlRLbl, 5694612]
