[1425, 1088]
[section-title, [144.0, 110.0, 373.0, 30.0], shoonya_8sCOD2LHFABOAS, 5759376]
[figure-caption, [436.0, 545.0, 252.0, 18.0], shoonya_1sDJYK36H3A98H, 5759376]
[paragraph, [143.0, 579.0, 840.0, 18.0], shoonya_7sLFCUH7RKL4ZX, 5759376]
[paragraph, [143.0, 597.0, 840.0, 18.0], shoonya_7sLFCUH7RKL4ZX, 5759376]
[paragraph, [143.0, 615.0, 840.0, 18.0], shoonya_7sLFCUH7RKL4ZX, 5759376]
[paragraph, [143.0, 633.0, 840.0, 18.0], shoonya_7sLFCUH7RKL4ZX, 5759376]
[paragraph, [143.0, 651.0, 840.0, 18.0], shoonya_7sLFCUH7RKL4ZX, 5759376]
[paragraph, [140.0, 694.0, 849.0, 18.0], shoonya_9sAL2OF4QCNG6U, 5759376]
[paragraph, [140.0, 712.0, 849.0, 18.0], shoonya_9sAL2OF4QCNG6U, 5759376]
[paragraph, [140.0, 730.0, 849.0, 18.0], shoonya_9sAL2OF4QCNG6U, 5759376]
[paragraph, [140.0, 748.0, 849.0, 18.0], shoonya_9sAL2OF4QCNG6U, 5759376]
[paragraph, [140.0, 766.0, 849.0, 18.0], shoonya_9sAL2OF4QCNG6U, 5759376]
[paragraph, [140.0, 784.0, 849.0, 18.0], shoonya_9sAL2OF4QCNG6U, 5759376]
[paragraph, [140.0, 802.0, 849.0, 18.0], shoonya_9sAL2OF4QCNG6U, 5759376]
[paragraph, [140.0, 820.0, 849.0, 18.0], shoonya_9sAL2OF4QCNG6U, 5759376]
[paragraph, [140.0, 838.0, 849.0, 18.0], shoonya_9sAL2OF4QCNG6U, 5759376]
[section-title, [146.0, 885.0, 417.0, 30.0], shoonya_6sMVKGL3OI4HBB, 5759376]
[paragraph, [145.0, 932.0, 837.0, 18.0], nYR3MdpRba, 5759376]
[paragraph, [145.0, 950.0, 837.0, 18.0], nYR3MdpRba, 5759376]
[paragraph, [145.0, 968.0, 837.0, 18.0], nYR3MdpRba, 5759376]
[paragraph, [144.0, 1010.0, 840.0, 18.0], Q5hFb-xoPB, 5759376]
[paragraph, [144.0, 1028.0, 840.0, 18.0], Q5hFb-xoPB, 5759376]
[paragraph, [144.0, 1046.0, 840.0, 18.0], Q5hFb-xoPB, 5759376]
[paragraph, [144.0, 1064.0, 840.0, 18.0], Q5hFb-xoPB, 5759376]
[paragraph, [144.0, 1082.0, 840.0, 18.0], Q5hFb-xoPB, 5759376]
[paragraph, [144.0, 1100.0, 840.0, 18.0], Q5hFb-xoPB, 5759376]
[paragraph, [144.0, 1118.0, 840.0, 18.0], Q5hFb-xoPB, 5759376]
[paragraph, [144.0, 1136.0, 840.0, 18.0], Q5hFb-xoPB, 5759376]
[paragraph, [144.0, 1154.0, 840.0, 18.0], Q5hFb-xoPB, 5759376]
[paragraph, [144.0, 1172.0, 840.0, 18.0], Q5hFb-xoPB, 5759376]
[paragraph, [144.0, 1190.0, 840.0, 18.0], Q5hFb-xoPB, 5759376]
[paragraph, [144.0, 1208.0, 840.0, 18.0], Q5hFb-xoPB, 5759376]
[paragraph, [144.0, 1226.0, 840.0, 18.0], Q5hFb-xoPB, 5759376]
[folio, [827.0, 1345.0, 154.0, 18.0], shoonya_5sBF6A4MAXWOKF, 5759376]
