[5500, 3644]
[folio, [364.0, 446.0, 185.0, 52.5], shoonya_2sT38X048VABRM, 5709926]
[folio, [364.0, 498.5, 185.0, 52.5], shoonya_2sT38X048VABRM, 5709926]
[paragraph, [301.0, 625.0, 2615.0, 52.5], shoonya_0s4XPO7T8CNFCS, 5709926]
[paragraph, [301.0, 677.5, 2615.0, 52.5], shoonya_0s4XPO7T8CNFCS, 5709926]
[paragraph, [301.0, 730.0, 2615.0, 52.5], shoonya_0s4XPO7T8CNFCS, 5709926]
[paragraph, [301.0, 782.5, 2615.0, 52.5], shoonya_0s4XPO7T8CNFCS, 5709926]
[paragraph, [301.0, 835.0, 2615.0, 52.5], shoonya_0s4XPO7T8CNFCS, 5709926]
[paragraph, [301.0, 887.5, 2615.0, 52.5], shoonya_0s4XPO7T8CNFCS, 5709926]
[paragraph, [301.0, 940.0, 2615.0, 52.5], shoonya_0s4XPO7T8CNFCS, 5709926]
[paragraph, [301.0, 992.5, 2615.0, 52.5], shoonya_0s4XPO7T8CNFCS, 5709926]
[paragraph, [301.0, 1045.0, 2615.0, 52.5], shoonya_0s4XPO7T8CNFCS, 5709926]
[paragraph, [301.0, 1097.5, 2615.0, 52.5], shoonya_0s4XPO7T8CNFCS, 5709926]
[paragraph, [301.0, 1150.0, 2615.0, 52.5], shoonya_0s4XPO7T8CNFCS, 5709926]
[paragraph, [301.0, 1202.5, 2615.0, 52.5], shoonya_0s4XPO7T8CNFCS, 5709926]
[paragraph, [514.0, 1292.0, 1198.0, 52.5], ccqaQVmOt-, 5709926]
[paragraph, [514.0, 1344.5, 1198.0, 52.5], ccqaQVmOt-, 5709926]
[quote, [491.0, 1449.0, 1380.0, 52.5], zgIqRZoVuL, 5709926]
[quote, [491.0, 1501.5, 1380.0, 52.5], zgIqRZoVuL, 5709926]
[quote, [450.0, 1572.0, 2122.0, 52.5], gn1MBkbwNF, 5709926]
[quote, [450.0, 1624.5, 2122.0, 52.5], gn1MBkbwNF, 5709926]
[quote, [450.0, 1677.0, 2122.0, 52.5], gn1MBkbwNF, 5709926]
[quote, [450.0, 1729.5, 2122.0, 52.5], gn1MBkbwNF, 5709926]
[paragraph, [353.0, 1811.0, 2554.0, 52.5], 4xttI8-a6v, 5709926]
[paragraph, [353.0, 1863.5, 2554.0, 52.5], 4xttI8-a6v, 5709926]
[paragraph, [353.0, 1916.0, 2554.0, 52.5], 4xttI8-a6v, 5709926]
[paragraph, [353.0, 1968.5, 2554.0, 52.5], 4xttI8-a6v, 5709926]
[paragraph, [353.0, 2021.0, 2554.0, 52.5], 4xttI8-a6v, 5709926]
[paragraph, [353.0, 2073.5, 2554.0, 52.5], 4xttI8-a6v, 5709926]
[paragraph, [353.0, 2126.0, 2554.0, 52.5], 4xttI8-a6v, 5709926]
[paragraph, [303.0, 2230.0, 2637.0, 52.5], ujHqSZp5ga, 5709926]
[paragraph, [303.0, 2282.5, 2637.0, 52.5], ujHqSZp5ga, 5709926]
[paragraph, [303.0, 2335.0, 2637.0, 52.5], ujHqSZp5ga, 5709926]
[paragraph, [303.0, 2387.5, 2637.0, 52.5], ujHqSZp5ga, 5709926]
[paragraph, [303.0, 2440.0, 2637.0, 52.5], ujHqSZp5ga, 5709926]
[paragraph, [303.0, 2492.5, 2637.0, 52.5], ujHqSZp5ga, 5709926]
[paragraph, [363.0, 2598.0, 2596.0, 52.5], i2sKN-NWur, 5709926]
[paragraph, [363.0, 2650.5, 2596.0, 52.5], i2sKN-NWur, 5709926]
[paragraph, [363.0, 2703.0, 2596.0, 52.5], i2sKN-NWur, 5709926]
[paragraph, [363.0, 2755.5, 2596.0, 52.5], i2sKN-NWur, 5709926]
[paragraph, [363.0, 2808.0, 2596.0, 52.5], i2sKN-NWur, 5709926]
[paragraph, [537.0, 2887.0, 1925.0, 52.5], -bX3fh8lsS, 5709926]
[paragraph, [537.0, 2939.5, 1925.0, 52.5], -bX3fh8lsS, 5709926]
[paragraph, [326.0, 3007.0, 2646.0, 52.5], u3rSj6bYLK, 5709926]
[paragraph, [326.0, 3059.5, 2646.0, 52.5], u3rSj6bYLK, 5709926]
[paragraph, [326.0, 3112.0, 2646.0, 52.5], u3rSj6bYLK, 5709926]
[paragraph, [326.0, 3164.5, 2646.0, 52.5], u3rSj6bYLK, 5709926]
[paragraph, [326.0, 3217.0, 2646.0, 52.5], u3rSj6bYLK, 5709926]
[paragraph, [326.0, 3269.5, 2646.0, 52.5], u3rSj6bYLK, 5709926]
[paragraph, [326.0, 3322.0, 2646.0, 52.5], u3rSj6bYLK, 5709926]
[paragraph, [317.0, 3398.0, 2656.0, 52.5], TTJTttI6ji, 5709926]
[paragraph, [317.0, 3450.5, 2656.0, 52.5], TTJTttI6ji, 5709926]
[paragraph, [317.0, 3503.0, 2656.0, 52.5], TTJTttI6ji, 5709926]
[paragraph, [317.0, 3555.5, 2656.0, 52.5], TTJTttI6ji, 5709926]
[paragraph, [317.0, 3608.0, 2656.0, 52.5], TTJTttI6ji, 5709926]
[paragraph, [317.0, 3660.5, 2656.0, 52.5], TTJTttI6ji, 5709926]
[paragraph, [317.0, 3713.0, 2656.0, 52.5], TTJTttI6ji, 5709926]
[paragraph, [317.0, 3765.5, 2656.0, 52.5], TTJTttI6ji, 5709926]
[paragraph, [317.0, 3818.0, 2656.0, 52.5], TTJTttI6ji, 5709926]
[paragraph, [353.0, 3922.0, 2591.0, 52.5], QgV2Bb-llP, 5709926]
[paragraph, [353.0, 3974.5, 2591.0, 52.5], QgV2Bb-llP, 5709926]
[paragraph, [353.0, 4027.0, 2591.0, 52.5], QgV2Bb-llP, 5709926]
[paragraph, [353.0, 4079.5, 2591.0, 52.5], QgV2Bb-llP, 5709926]
[paragraph, [312.0, 4175.0, 2633.0, 52.5], sjJzTSo0_h, 5709926]
[paragraph, [312.0, 4227.5, 2633.0, 52.5], sjJzTSo0_h, 5709926]
[paragraph, [312.0, 4280.0, 2633.0, 52.5], sjJzTSo0_h, 5709926]
[paragraph, [312.0, 4332.5, 2633.0, 52.5], sjJzTSo0_h, 5709926]
[paragraph, [312.0, 4385.0, 2633.0, 52.5], sjJzTSo0_h, 5709926]
[paragraph, [312.0, 4437.5, 2633.0, 52.5], sjJzTSo0_h, 5709926]
[paragraph, [312.0, 4490.0, 2633.0, 52.5], sjJzTSo0_h, 5709926]
[paragraph, [312.0, 4542.5, 2633.0, 52.5], sjJzTSo0_h, 5709926]
[paragraph, [312.0, 4595.0, 2633.0, 52.5], sjJzTSo0_h, 5709926]
[paragraph, [312.0, 4647.5, 2633.0, 52.5], sjJzTSo0_h, 5709926]
[paragraph, [312.0, 4700.0, 2633.0, 52.5], sjJzTSo0_h, 5709926]
[paragraph, [312.0, 4752.5, 2633.0, 52.5], sjJzTSo0_h, 5709926]
