[2280, 1780]
[folio, [62.0, 24.0, 1612.0, 36.0], BZHfJzm24j, 5755137]
[folio, [62.0, 60.0, 1612.0, 36.0], BZHfJzm24j, 5755137]
[folio, [62.0, 96.0, 1612.0, 36.0], BZHfJzm24j, 5755137]
[folio, [62.0, 132.0, 1612.0, 36.0], BZHfJzm24j, 5755137]
[folio, [62.0, 168.0, 1612.0, 36.0], BZHfJzm24j, 5755137]
[folio, [98.0, 53.0, 287.0, 36.0], sbV-JFtO4h, 5755137]
[folio, [1229.0, 127.0, 414.0, 36.0], DbTfF399xp, 5755137]
[options, [348.0, 666.0, 1180.0, 36.0], shoonya_32s5YTXKLPN74K, 5755137]
[options, [348.0, 702.0, 1180.0, 36.0], shoonya_32s5YTXKLPN74K, 5755137]
[options, [348.0, 738.0, 1180.0, 36.0], shoonya_32s5YTXKLPN74K, 5755137]
[options, [971.0, 922.0, 648.0, 36.0], skumg3XKIH, 5755137]
[options, [971.0, 958.0, 648.0, 36.0], skumg3XKIH, 5755137]
[options, [971.0, 994.0, 648.0, 36.0], skumg3XKIH, 5755137]
[options, [971.0, 1030.0, 648.0, 36.0], skumg3XKIH, 5755137]
[options, [971.0, 1066.0, 648.0, 36.0], skumg3XKIH, 5755137]
[options, [971.0, 1102.0, 648.0, 36.0], skumg3XKIH, 5755137]
[options, [971.0, 1138.0, 648.0, 36.0], skumg3XKIH, 5755137]
[options, [971.0, 1174.0, 648.0, 36.0], skumg3XKIH, 5755137]
[options, [971.0, 1210.0, 648.0, 36.0], skumg3XKIH, 5755137]
[options, [971.0, 1246.0, 648.0, 36.0], skumg3XKIH, 5755137]
[options, [971.0, 1282.0, 648.0, 36.0], skumg3XKIH, 5755137]
[options, [971.0, 1318.0, 648.0, 36.0], skumg3XKIH, 5755137]
[options, [255.0, 931.0, 608.0, 36.0], shoonya_38sW5R7PKWBGEG, 5755137]
[options, [255.0, 967.0, 608.0, 36.0], shoonya_38sW5R7PKWBGEG, 5755137]
[options, [255.0, 1003.0, 608.0, 36.0], shoonya_38sW5R7PKWBGEG, 5755137]
[options, [255.0, 1039.0, 608.0, 36.0], shoonya_38sW5R7PKWBGEG, 5755137]
[options, [255.0, 1075.0, 608.0, 36.0], shoonya_38sW5R7PKWBGEG, 5755137]
[options, [255.0, 1111.0, 608.0, 36.0], shoonya_38sW5R7PKWBGEG, 5755137]
[options, [255.0, 1147.0, 608.0, 36.0], shoonya_38sW5R7PKWBGEG, 5755137]
[options, [255.0, 1183.0, 608.0, 36.0], shoonya_38sW5R7PKWBGEG, 5755137]
[options, [255.0, 1219.0, 608.0, 36.0], shoonya_38sW5R7PKWBGEG, 5755137]
[options, [255.0, 1255.0, 608.0, 36.0], shoonya_38sW5R7PKWBGEG, 5755137]
[options, [255.0, 1291.0, 608.0, 36.0], shoonya_38sW5R7PKWBGEG, 5755137]
[placeholder-text, [1358.0, 1486.0, 256.0, 18.0], 27V-IoPafg, 5755137]
[placeholder-text, [1358.0, 1504.0, 256.0, 18.0], 27V-IoPafg, 5755137]
[placeholder-text, [1358.0, 1522.0, 256.0, 18.0], 27V-IoPafg, 5755137]
[placeholder-text, [1358.0, 1540.0, 256.0, 18.0], 27V-IoPafg, 5755137]
[placeholder-text, [265.0, 1490.0, 247.0, 18.0], shoonya_35sR4EFASV4HWL, 5755137]
[placeholder-text, [265.0, 1508.0, 247.0, 18.0], shoonya_35sR4EFASV4HWL, 5755137]
[placeholder-text, [265.0, 1526.0, 247.0, 18.0], shoonya_35sR4EFASV4HWL, 5755137]
[placeholder-text, [265.0, 1544.0, 247.0, 18.0], shoonya_35sR4EFASV4HWL, 5755137]
[placeholder-text, [526.0, 1490.0, 247.0, 18.0], o0q44HhU0f, 5755137]
[placeholder-text, [526.0, 1508.0, 247.0, 18.0], o0q44HhU0f, 5755137]
[placeholder-text, [526.0, 1526.0, 247.0, 18.0], o0q44HhU0f, 5755137]
[placeholder-text, [526.0, 1544.0, 247.0, 18.0], o0q44HhU0f, 5755137]
[placeholder-text, [803.0, 1490.0, 256.0, 18.0], r1QFoO8Sia, 5755137]
[placeholder-text, [803.0, 1508.0, 256.0, 18.0], r1QFoO8Sia, 5755137]
[placeholder-text, [803.0, 1526.0, 256.0, 18.0], r1QFoO8Sia, 5755137]
[placeholder-text, [803.0, 1544.0, 256.0, 18.0], r1QFoO8Sia, 5755137]
[placeholder-text, [1086.0, 1490.0, 256.0, 18.0], 5d4tIhXGTm, 5755137]
[placeholder-text, [1086.0, 1508.0, 256.0, 18.0], 5d4tIhXGTm, 5755137]
[placeholder-text, [1086.0, 1526.0, 256.0, 18.0], 5d4tIhXGTm, 5755137]
[placeholder-text, [1086.0, 1544.0, 256.0, 18.0], 5d4tIhXGTm, 5755137]
[placeholder-text, [1400.0, 1753.0, 187.0, 18.0], n0YiXVvPSu, 5755137]
[placeholder-text, [1400.0, 1771.0, 187.0, 18.0], n0YiXVvPSu, 5755137]
[placeholder-text, [1400.0, 1789.0, 187.0, 18.0], n0YiXVvPSu, 5755137]
[placeholder-text, [1400.0, 1807.0, 187.0, 18.0], n0YiXVvPSu, 5755137]
[placeholder-text, [1400.0, 1825.0, 187.0, 18.0], n0YiXVvPSu, 5755137]
[placeholder-text, [1400.0, 1843.0, 187.0, 18.0], n0YiXVvPSu, 5755137]
[placeholder-text, [506.0, 1757.0, 187.0, 18.0], CKi_iByzFW, 5755137]
[placeholder-text, [506.0, 1775.0, 187.0, 18.0], CKi_iByzFW, 5755137]
[placeholder-text, [506.0, 1793.0, 187.0, 18.0], CKi_iByzFW, 5755137]
[placeholder-text, [506.0, 1811.0, 187.0, 18.0], CKi_iByzFW, 5755137]
[placeholder-text, [506.0, 1829.0, 187.0, 18.0], CKi_iByzFW, 5755137]
[placeholder-text, [506.0, 1847.0, 187.0, 18.0], CKi_iByzFW, 5755137]
[placeholder-text, [952.0, 1757.0, 187.0, 18.0], NLAnHHQO2p, 5755137]
[placeholder-text, [952.0, 1775.0, 187.0, 18.0], NLAnHHQO2p, 5755137]
[placeholder-text, [952.0, 1793.0, 187.0, 18.0], NLAnHHQO2p, 5755137]
[placeholder-text, [952.0, 1811.0, 187.0, 18.0], NLAnHHQO2p, 5755137]
[placeholder-text, [952.0, 1829.0, 187.0, 18.0], NLAnHHQO2p, 5755137]
[placeholder-text, [952.0, 1847.0, 187.0, 18.0], NLAnHHQO2p, 5755137]
[placeholder-text, [1135.0, 1952.0, 187.0, 18.0], eAtFRsM_Xh, 5755137]
[placeholder-text, [1135.0, 1970.0, 187.0, 18.0], eAtFRsM_Xh, 5755137]
[placeholder-text, [1135.0, 1988.0, 187.0, 18.0], eAtFRsM_Xh, 5755137]
[placeholder-text, [1135.0, 2006.0, 187.0, 18.0], eAtFRsM_Xh, 5755137]
[placeholder-text, [1135.0, 2024.0, 187.0, 18.0], eAtFRsM_Xh, 5755137]
[placeholder-text, [1135.0, 2042.0, 187.0, 18.0], eAtFRsM_Xh, 5755137]
[placeholder-text, [680.0, 1958.0, 187.0, 18.0], 9YGdDlBH8w, 5755137]
[placeholder-text, [680.0, 1976.0, 187.0, 18.0], 9YGdDlBH8w, 5755137]
[placeholder-text, [680.0, 1994.0, 187.0, 18.0], 9YGdDlBH8w, 5755137]
[placeholder-text, [680.0, 2012.0, 187.0, 18.0], 9YGdDlBH8w, 5755137]
[placeholder-text, [680.0, 2030.0, 187.0, 18.0], 9YGdDlBH8w, 5755137]
[placeholder-text, [680.0, 2048.0, 187.0, 18.0], 9YGdDlBH8w, 5755137]
